entry_id,business_unit_id,facility_id,reporting_date,scope,transaction_type,emission_source,quantity_tco2e,method,preliminary_estimate_tco2e,original_entry_id,restatement_reason,source_document_id,entry_created_by,approval_status,data_quality_tier
ENT000155,BU-01,FAC-101,2024-02-29,Scope 2,verified_emission,Purchased Cooling,16.07,location_based,17.98,,,DOC-983247,P. Iyer,approved,Tier 3 - estimated
ENT000156,BU-01,FAC-101,2024-02-29,Scope 2,verified_emission,Purchased Cooling,9.84,market_based,10.28,,,DOC-154297,N. Petrova,pending_review,Tier 3 - estimated
ENT000157,BU-01,FAC-101,2024-03-31,Scope 1,verified_emission,Stationary Combustion - Boilers,67.94,,75.2,,,DOC-485352,N. Petrova,approved,Tier 1 - metered
ENT000158,BU-01,FAC-101,2024-03-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,44.63,,50.8,,,DOC-412905,E. Haddad,approved,Tier 2 - calculated
ENT000159,BU-01,FAC-101,2024-03-31,Scope 1,verified_emission,Process Emissions,25.36,,27.16,,,DOC-482573,A. Kowalski,approved,Tier 2 - calculated
ENT000160,BU-01,FAC-101,2024-03-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,12.55,,11.42,,,DOC-293945,L. Fontaine,approved,Tier 1 - metered
ENT000161,BU-01,FAC-101,2024-03-31,Scope 2,verified_emission,Purchased Electricity,52.56,location_based,46.42,,,DOC-772542,T. Nakamura,pending_review,Tier 3 - estimated
ENT000162,BU-01,FAC-101,2024-03-31,Scope 2,verified_emission,Purchased Electricity,32.19,market_based,30.17,,,DOC-238980,P. Iyer,approved,Tier 1 - metered
ENT000163,BU-01,FAC-101,2024-03-31,Scope 2,verified_emission,Purchased Steam,22.64,location_based,24.05,,,DOC-894542,C. Osei,approved,Tier 3 - estimated
ENT000164,BU-01,FAC-101,2024-03-31,Scope 2,verified_emission,Purchased Steam,13.86,market_based,12.39,,,DOC-421914,L. Fontaine,approved,Tier 1 - metered
ENT000165,BU-01,FAC-101,2024-03-31,Scope 2,verified_emission,Purchased Cooling,9.91,location_based,10.06,,,DOC-377499,C. Osei,approved,Tier 1 - metered
ENT000166,BU-01,FAC-101,2024-03-31,Scope 2,verified_emission,Purchased Cooling,6.07,market_based,6.58,,,DOC-162938,D. Silveira,approved,Tier 1 - metered
ENT000167,BU-01,FAC-101,2024-03-26,Scope 2,purchased_offset,Carbon Capture Offset,-108.74,,-104.2,,,DOC-263516,S. Okoye,approved,Tier 2 - calculated
ENT000168,BU-01,FAC-101,2024-03-06,Scope 2,purchased_offset,Carbon Capture Offset,-141.36,,-152.04,,,DOC-382461,S. Okoye,approved,Tier 2 - calculated
ENT000169,BU-01,FAC-101,2024-04-30,Scope 1,verified_emission,Stationary Combustion - Boilers,71.22,,69.91,,,DOC-730891,P. Iyer,pending_review,Tier 2 - calculated
ENT000170,BU-01,FAC-101,2024-04-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,37.1,,41.89,,,DOC-428462,A. Kowalski,approved,Tier 2 - calculated
ENT000171,BU-01,FAC-101,2024-04-30,Scope 1,verified_emission,Process Emissions,13.59,,14.05,,,DOC-496956,V. Lindqvist,pending_review,Tier 3 - estimated
ENT000172,BU-01,FAC-101,2024-04-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,17.39,,15.2,,,DOC-739440,R. Alvarez,approved,Tier 2 - calculated
ENT000173,BU-01,FAC-101,2024-04-30,Scope 2,verified_emission,Purchased Electricity,63.33,location_based,64.63,,,DOC-787118,D. Silveira,approved,Tier 3 - estimated
ENT000174,BU-01,FAC-101,2024-04-30,Scope 2,verified_emission,Purchased Electricity,38.78,market_based,35.58,,,DOC-277102,N. Petrova,approved,Tier 3 - estimated
ENT000175,BU-01,FAC-101,2024-04-30,Scope 2,verified_emission,Purchased Steam,12.56,location_based,13.97,,,DOC-206681,V. Lindqvist,approved,Tier 1 - metered
ENT000176,BU-01,FAC-101,2024-04-30,Scope 2,verified_emission,Purchased Steam,7.69,market_based,7.15,,,DOC-839974,K. Novak,approved,Tier 3 - estimated
ENT000177,BU-01,FAC-101,2024-04-30,Scope 2,verified_emission,Purchased Cooling,2.88,location_based,2.93,,,DOC-653143,P. Iyer,approved,Tier 1 - metered
ENT000178,BU-01,FAC-101,2024-04-30,Scope 2,verified_emission,Purchased Cooling,1.76,market_based,1.53,,,DOC-666445,H. Tanaka,pending_review,Tier 2 - calculated
ENT000179,BU-01,FAC-101,2024-05-31,Scope 1,verified_emission,Stationary Combustion - Boilers,45.23,,47.69,,,DOC-703853,S. Okoye,approved,Tier 1 - metered
ENT000180,BU-01,FAC-101,2024-05-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,33.54,,37.7,,,DOC-792466,S. Okoye,approved,Tier 3 - estimated
ENT000181,BU-01,FAC-101,2024-05-31,Scope 1,verified_emission,Process Emissions,16.54,,15.43,,,DOC-407996,H. Tanaka,approved,Tier 1 - metered
ENT000182,BU-01,FAC-101,2024-05-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,4.06,,3.76,,,DOC-798050,N. Petrova,approved,Tier 3 - estimated
ENT000183,BU-01,FAC-101,2024-05-31,Scope 2,verified_emission,Purchased Electricity,33.2,location_based,30.34,,,DOC-708932,R. Alvarez,approved,Tier 2 - calculated
ENT000184,BU-01,FAC-101,2024-05-31,Scope 2,verified_emission,Purchased Electricity,20.33,market_based,17.52,,,DOC-287951,M. Bergstrom,pending_review,Tier 2 - calculated
ENT000185,BU-01,FAC-101,2024-05-31,Scope 2,verified_emission,Purchased Steam,24.4,location_based,21.39,,,DOC-226301,L. Fontaine,approved,Tier 3 - estimated
ENT000186,BU-01,FAC-101,2024-05-31,Scope 2,verified_emission,Purchased Steam,14.94,market_based,13.55,,,DOC-255523,S. Okoye,approved,Tier 2 - calculated
ENT000187,BU-01,FAC-101,2024-05-31,Scope 2,verified_emission,Purchased Cooling,4.45,location_based,4.93,,,DOC-573791,K. Novak,approved,Tier 3 - estimated
ENT000188,BU-01,FAC-101,2024-05-31,Scope 2,verified_emission,Purchased Cooling,2.73,market_based,2.66,,,DOC-687341,J. Whitfield,approved,Tier 3 - estimated
ENT000189,BU-01,FAC-101,2024-06-30,Scope 1,verified_emission,Stationary Combustion - Boilers,98.4,,105.18,,,DOC-178278,N. Petrova,pending_review,Tier 1 - metered
ENT000190,BU-01,FAC-101,2024-06-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,20.78,,18.82,,,DOC-463175,J. Whitfield,approved,Tier 1 - metered
ENT000191,BU-01,FAC-101,2024-06-30,Scope 1,verified_emission,Process Emissions,23.04,,25.13,,,DOC-672754,M. Bergstrom,approved,Tier 1 - metered
ENT000192,BU-01,FAC-101,2024-06-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,12.39,,14.04,,,DOC-562079,J. Whitfield,pending_review,Tier 1 - metered
ENT000193,BU-01,FAC-101,2024-06-30,Scope 2,verified_emission,Purchased Electricity,59.86,location_based,51.51,,,DOC-176547,S. Okoye,pending_review,Tier 2 - calculated
ENT000194,BU-01,FAC-101,2024-06-30,Scope 2,verified_emission,Purchased Electricity,36.66,market_based,33.48,,,DOC-453455,V. Lindqvist,approved,Tier 3 - estimated
ENT000195,BU-01,FAC-101,2024-06-30,Scope 2,verified_emission,Purchased Steam,1.25,location_based,1.15,,,DOC-570722,R. Alvarez,pending_review,Tier 3 - estimated
ENT000196,BU-01,FAC-101,2024-06-30,Scope 2,verified_emission,Purchased Steam,0.77,market_based,0.8,,,DOC-583903,N. Petrova,approved,Tier 1 - metered
ENT000197,BU-01,FAC-101,2024-06-30,Scope 2,verified_emission,Purchased Cooling,11.13,location_based,12.59,,,DOC-195352,E. Haddad,pending_review,Tier 2 - calculated
ENT000198,BU-01,FAC-101,2024-06-30,Scope 2,verified_emission,Purchased Cooling,6.82,market_based,6.88,,,DOC-986081,N. Petrova,approved,Tier 3 - estimated
ENT000199,BU-01,FAC-101,2024-07-31,Scope 1,verified_emission,Stationary Combustion - Boilers,61.7,,54.63,,,DOC-774416,H. Tanaka,approved,Tier 1 - metered
ENT000200,BU-01,FAC-101,2024-07-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,46.7,,45.23,,,DOC-552586,C. Osei,pending_review,Tier 3 - estimated
ENT000201,BU-01,FAC-101,2024-07-31,Scope 1,verified_emission,Process Emissions,29.83,,31.42,,,DOC-921837,M. Bergstrom,approved,Tier 3 - estimated
ENT000202,BU-01,FAC-101,2024-07-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,3.2,,3.41,,,DOC-269677,C. Osei,pending_review,Tier 1 - metered
ENT000203,BU-01,FAC-101,2024-07-31,Scope 2,verified_emission,Purchased Electricity,53.46,location_based,53.04,,,DOC-985765,T. Nakamura,pending_review,Tier 1 - metered
ENT000204,BU-01,FAC-101,2024-07-31,Scope 2,verified_emission,Purchased Electricity,32.74,market_based,36.43,,,DOC-184426,T. Nakamura,approved,Tier 2 - calculated
ENT000205,BU-01,FAC-101,2024-07-31,Scope 2,verified_emission,Purchased Steam,19.29,location_based,22.07,,,DOC-809012,A. Kowalski,pending_review,Tier 3 - estimated
ENT000206,BU-01,FAC-101,2024-07-31,Scope 2,verified_emission,Purchased Steam,11.81,market_based,11.23,,,DOC-371188,M. Bergstrom,approved,Tier 1 - metered
ENT000207,BU-01,FAC-101,2024-07-31,Scope 2,verified_emission,Purchased Cooling,7.1,location_based,6.09,,,DOC-692632,J. Whitfield,approved,Tier 3 - estimated
ENT000208,BU-01,FAC-101,2024-07-31,Scope 2,verified_emission,Purchased Cooling,4.35,market_based,4.34,,,DOC-740725,A. Kowalski,approved,Tier 2 - calculated
ENT000209,BU-01,FAC-101,2024-08-31,Scope 1,verified_emission,Stationary Combustion - Boilers,60.31,,51.82,,,DOC-413447,C. Osei,approved,Tier 2 - calculated
ENT000210,BU-01,FAC-101,2024-08-31,Scope 1,emission_restatement,Stationary Combustion - Boilers,89.71,,,ENT000209,Data entry correction,DOC-584961,M. Bergstrom,approved,Tier 1 - metered
ENT000211,BU-01,FAC-101,2024-08-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,29.68,,27.15,,,DOC-592888,A. Kowalski,approved,Tier 3 - estimated
ENT000212,BU-01,FAC-101,2024-08-31,Scope 1,verified_emission,Process Emissions,9.36,,8.03,,,DOC-406354,H. Tanaka,approved,Tier 3 - estimated
ENT000213,BU-01,FAC-101,2024-08-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,0.5,,0.5,,,DOC-192544,A. Kowalski,approved,Tier 2 - calculated
ENT000214,BU-01,FAC-101,2024-08-31,Scope 2,verified_emission,Purchased Electricity,70.37,location_based,78.56,,,DOC-853475,C. Osei,approved,Tier 2 - calculated
ENT000215,BU-01,FAC-101,2024-08-31,Scope 2,verified_emission,Purchased Electricity,43.09,market_based,38.45,,,DOC-336800,H. Tanaka,approved,Tier 3 - estimated
ENT000216,BU-01,FAC-101,2024-08-31,Scope 2,verified_emission,Purchased Steam,15.33,location_based,14.56,,,DOC-845105,S. Okoye,approved,Tier 1 - metered
ENT000217,BU-01,FAC-101,2024-08-31,Scope 2,verified_emission,Purchased Steam,9.39,market_based,8.32,,,DOC-442382,T. Nakamura,approved,Tier 3 - estimated
ENT000218,BU-01,FAC-101,2024-08-31,Scope 2,verified_emission,Purchased Cooling,14.51,location_based,12.91,,,DOC-575126,C. Osei,approved,Tier 2 - calculated
ENT000219,BU-01,FAC-101,2024-08-31,Scope 2,verified_emission,Purchased Cooling,8.89,market_based,9.24,,,DOC-468398,V. Lindqvist,approved,Tier 2 - calculated
ENT000220,BU-01,FAC-101,2024-09-30,Scope 1,verified_emission,Stationary Combustion - Boilers,66.14,,70.36,,,DOC-473099,J. Whitfield,approved,Tier 2 - calculated
ENT000221,BU-01,FAC-101,2024-09-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,33.1,,36.04,,,DOC-803274,M. Bergstrom,approved,Tier 1 - metered
ENT000222,BU-01,FAC-101,2024-09-30,Scope 1,verified_emission,Process Emissions,29.56,,28.05,,,DOC-957617,E. Haddad,approved,Tier 3 - estimated
ENT000223,BU-01,FAC-101,2024-09-30,Scope 1,emission_restatement,Process Emissions,44.08,,,ENT000222,Utility invoice correction,DOC-376898,N. Petrova,approved,Tier 1 - metered
ENT000224,BU-01,FAC-101,2024-09-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,8.91,,8.36,,,DOC-294959,H. Tanaka,approved,Tier 1 - metered
ENT000225,BU-01,FAC-101,2024-09-30,Scope 2,verified_emission,Purchased Electricity,80.65,location_based,83.32,,,DOC-360850,S. Okoye,approved,Tier 3 - estimated
ENT000226,BU-01,FAC-101,2024-09-30,Scope 2,verified_emission,Purchased Electricity,49.39,market_based,51.98,,,DOC-221571,D. Silveira,approved,Tier 2 - calculated
ENT000227,BU-01,FAC-101,2024-09-30,Scope 2,verified_emission,Purchased Steam,11.58,location_based,11.26,,,DOC-166663,J. Whitfield,approved,Tier 3 - estimated
ENT000228,BU-01,FAC-101,2024-09-30,Scope 2,verified_emission,Purchased Steam,7.09,market_based,7.61,,,DOC-300130,N. Petrova,approved,Tier 3 - estimated
ENT000229,BU-01,FAC-101,2024-09-30,Scope 2,verified_emission,Purchased Cooling,8.19,location_based,8.83,,,DOC-846774,H. Tanaka,approved,Tier 2 - calculated
ENT000230,BU-01,FAC-101,2024-09-30,Scope 2,verified_emission,Purchased Cooling,5.02,market_based,5.66,,,DOC-549274,V. Lindqvist,approved,Tier 3 - estimated
ENT000231,BU-01,FAC-101,2024-09-23,Scope 2,renewable_energy_certificate,REC - Hydro,-33.67,,-33.83,,,DOC-701760,A. Kowalski,approved,Tier 2 - calculated
ENT000232,BU-01,FAC-101,2024-10-31,Scope 1,verified_emission,Stationary Combustion - Boilers,82.38,,81.6,,,DOC-929515,H. Tanaka,pending_review,Tier 2 - calculated
ENT000233,BU-01,FAC-101,2024-10-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,45.16,,39.68,,,DOC-505518,D. Silveira,approved,Tier 2 - calculated
ENT000234,BU-01,FAC-101,2024-10-31,Scope 1,verified_emission,Process Emissions,8.33,,7.16,,,DOC-488750,M. Bergstrom,approved,Tier 3 - estimated
ENT000235,BU-01,FAC-101,2024-10-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,9.78,,10.15,,,DOC-238854,S. Okoye,approved,Tier 2 - calculated
ENT000236,BU-01,FAC-101,2024-10-31,Scope 2,verified_emission,Purchased Electricity,56.39,location_based,51.83,,,DOC-677404,M. Bergstrom,pending_review,Tier 3 - estimated
ENT000237,BU-01,FAC-101,2024-10-31,Scope 2,verified_emission,Purchased Electricity,34.53,market_based,38.15,,,DOC-550188,L. Fontaine,pending_review,Tier 3 - estimated
ENT000238,BU-01,FAC-101,2024-10-31,Scope 2,verified_emission,Purchased Steam,22.19,location_based,20.53,,,DOC-301550,E. Haddad,approved,Tier 2 - calculated
ENT000239,BU-01,FAC-101,2024-10-31,Scope 2,verified_emission,Purchased Steam,13.59,market_based,15.59,,,DOC-624199,T. Nakamura,approved,Tier 2 - calculated
ENT000240,BU-01,FAC-101,2024-10-31,Scope 2,verified_emission,Purchased Cooling,1.57,location_based,1.77,,,DOC-675123,P. Iyer,approved,Tier 2 - calculated
ENT000241,BU-01,FAC-101,2024-10-31,Scope 2,verified_emission,Purchased Cooling,0.96,market_based,0.9,,,DOC-575687,H. Tanaka,approved,Tier 1 - metered
ENT000242,BU-01,FAC-101,2024-11-30,Scope 1,verified_emission,Stationary Combustion - Boilers,54.23,,60.84,,,DOC-987058,D. Silveira,pending_review,Tier 3 - estimated
ENT000243,BU-01,FAC-101,2024-11-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,39.15,,39.86,,,DOC-342217,S. Okoye,approved,Tier 2 - calculated
ENT000244,BU-01,FAC-101,2024-11-30,Scope 1,verified_emission,Process Emissions,38.3,,36.39,,,DOC-673002,J. Whitfield,approved,Tier 2 - calculated
ENT000245,BU-01,FAC-101,2024-11-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,4.51,,4.44,,,DOC-214503,R. Alvarez,approved,Tier 1 - metered
ENT000246,BU-01,FAC-101,2024-11-30,Scope 2,verified_emission,Purchased Electricity,49.23,location_based,46.52,,,DOC-783406,T. Nakamura,approved,Tier 1 - metered
ENT000247,BU-01,FAC-101,2024-11-30,Scope 2,verified_emission,Purchased Electricity,30.15,market_based,26.21,,,DOC-690284,R. Alvarez,approved,Tier 3 - estimated
ENT000248,BU-01,FAC-101,2024-11-30,Scope 2,verified_emission,Purchased Steam,18.65,location_based,20.6,,,DOC-623553,T. Nakamura,approved,Tier 2 - calculated
ENT000249,BU-01,FAC-101,2024-11-30,Scope 2,verified_emission,Purchased Steam,11.42,market_based,11.22,,,DOC-645909,L. Fontaine,approved,Tier 2 - calculated
ENT000250,BU-01,FAC-101,2024-11-30,Scope 2,verified_emission,Purchased Cooling,11.16,location_based,9.52,,,DOC-822476,D. Silveira,approved,Tier 2 - calculated
ENT000251,BU-01,FAC-101,2024-11-30,Scope 2,verified_emission,Purchased Cooling,6.83,market_based,6.11,,,DOC-913512,V. Lindqvist,approved,Tier 3 - estimated
ENT000252,BU-01,FAC-101,2024-12-31,Scope 1,verified_emission,Stationary Combustion - Boilers,58.91,,60.67,,,DOC-693986,H. Tanaka,pending_review,Tier 3 - estimated
ENT000253,BU-01,FAC-101,2024-12-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,53.09,,50.85,,,DOC-544656,N. Petrova,approved,Tier 3 - estimated
ENT000254,BU-01,FAC-101,2024-12-31,Scope 1,verified_emission,Process Emissions,20.89,,17.87,,,DOC-141366,P. Iyer,approved,Tier 2 - calculated
ENT000255,BU-01,FAC-101,2024-12-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,13.0,,14.21,,,DOC-679607,M. Bergstrom,approved,Tier 1 - metered
ENT000256,BU-01,FAC-101,2024-12-31,Scope 2,verified_emission,Purchased Electricity,37.95,location_based,35.05,,,DOC-192517,S. Okoye,approved,Tier 3 - estimated
ENT000257,BU-01,FAC-101,2024-12-31,Scope 2,verified_emission,Purchased Electricity,23.24,market_based,22.64,,,DOC-301231,T. Nakamura,approved,Tier 1 - metered
ENT000258,BU-01,FAC-101,2024-12-31,Scope 2,verified_emission,Purchased Steam,15.56,location_based,14.17,,,DOC-841973,K. Novak,pending_review,Tier 2 - calculated
ENT000259,BU-01,FAC-101,2024-12-31,Scope 2,verified_emission,Purchased Steam,9.53,market_based,10.82,,,DOC-116074,A. Kowalski,approved,Tier 3 - estimated
ENT000260,BU-01,FAC-101,2024-12-31,Scope 2,verified_emission,Purchased Cooling,8.12,location_based,9.11,,,DOC-786716,M. Bergstrom,pending_review,Tier 1 - metered
ENT000261,BU-01,FAC-101,2024-12-31,Scope 2,emission_restatement,Purchased Cooling,12.28,location_based,,ENT000260,Third-party assurance adjustment,DOC-154384,K. Novak,approved,Tier 1 - metered
ENT000262,BU-01,FAC-101,2024-12-31,Scope 2,verified_emission,Purchased Cooling,4.97,market_based,4.85,,,DOC-674346,D. Silveira,approved,Tier 1 - metered
ENT000263,BU-01,FAC-101,2024-12-17,Scope 2,purchased_offset,Blue Carbon Offset,-72.41,,-79.99,,,DOC-525221,E. Haddad,approved,Tier 2 - calculated
ENT000264,BU-01,FAC-103,2024-01-31,Scope 1,verified_emission,Stationary Combustion - Boilers,48.54,,55.38,,,DOC-217387,E. Haddad,approved,Tier 2 - calculated
ENT000265,BU-01,FAC-103,2024-01-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,17.81,,17.62,,,DOC-633805,H. Tanaka,approved,Tier 3 - estimated
ENT000266,BU-01,FAC-103,2024-01-31,Scope 1,verified_emission,Process Emissions,39.44,,38.0,,,DOC-279822,C. Osei,pending_review,Tier 1 - metered
ENT000267,BU-01,FAC-103,2024-01-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,5.63,,5.22,,,DOC-185525,E. Haddad,approved,Tier 3 - estimated
ENT000268,BU-01,FAC-103,2024-01-31,Scope 2,verified_emission,Purchased Electricity,27.96,location_based,29.42,,,DOC-871884,L. Fontaine,approved,Tier 1 - metered
ENT000269,BU-01,FAC-103,2024-01-31,Scope 2,verified_emission,Purchased Electricity,29.2,market_based,31.42,,,DOC-226227,P. Iyer,approved,Tier 2 - calculated
ENT000270,BU-01,FAC-103,2024-01-31,Scope 2,verified_emission,Purchased Steam,14.77,location_based,14.86,,,DOC-385740,C. Osei,approved,Tier 2 - calculated
ENT000271,BU-01,FAC-103,2024-01-31,Scope 2,verified_emission,Purchased Steam,15.42,market_based,16.12,,,DOC-270716,T. Nakamura,approved,Tier 3 - estimated
ENT000272,BU-01,FAC-103,2024-01-31,Scope 2,verified_emission,Purchased Cooling,7.44,location_based,6.64,,,DOC-343688,S. Okoye,approved,Tier 3 - estimated
ENT000273,BU-01,FAC-103,2024-01-31,Scope 2,emission_restatement,Purchased Cooling,10.21,location_based,,ENT000272,Third-party assurance adjustment,DOC-225808,M. Bergstrom,approved,Tier 1 - metered
ENT000274,BU-01,FAC-103,2024-01-31,Scope 2,verified_emission,Purchased Cooling,7.77,market_based,7.82,,,DOC-496969,P. Iyer,approved,Tier 2 - calculated
ENT000275,BU-01,FAC-103,2024-02-29,Scope 1,verified_emission,Stationary Combustion - Boilers,100.54,,96.73,,,DOC-128839,P. Iyer,approved,Tier 3 - estimated
ENT000276,BU-01,FAC-103,2024-02-29,Scope 1,emission_restatement,Stationary Combustion - Boilers,136.94,,,ENT000275,Meter recalibration,DOC-402222,J. Whitfield,approved,Tier 1 - metered
ENT000277,BU-01,FAC-103,2024-02-29,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,29.4,,28.32,,,DOC-862196,A. Kowalski,approved,Tier 2 - calculated
ENT000278,BU-01,FAC-103,2024-02-29,Scope 1,emission_restatement,Mobile Combustion - Fleet Vehicles,42.01,,,ENT000277,Emission factor update,DOC-410347,C. Osei,approved,Tier 1 - metered
ENT000279,BU-01,FAC-103,2024-02-29,Scope 1,emission_restatement,Mobile Combustion - Fleet Vehicles,51.14,,,ENT000278,Verification body recalculation,DOC-850586,H. Tanaka,approved,Tier 1 - metered
ENT000280,BU-01,FAC-103,2024-02-29,Scope 1,verified_emission,Process Emissions,27.08,,27.9,,,DOC-322409,N. Petrova,pending_review,Tier 1 - metered
ENT000281,BU-01,FAC-103,2024-02-29,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,11.54,,13.03,,,DOC-984792,H. Tanaka,approved,Tier 1 - metered
ENT000282,BU-01,FAC-103,2024-02-29,Scope 2,verified_emission,Purchased Electricity,61.51,location_based,54.99,,,DOC-814347,L. Fontaine,approved,Tier 3 - estimated
