result_id,lot_id,test_id,measured_value,units,analyst_id,tested_date
RES000410,L01-0043,T05,3.75,CFU/mL,AN15,2024-01-05
RES000411,L01-0044,T01,1.0415,%,AN01,2024-01-04
RES000412,L01-0044,T02,7.2813,pH units,AN01,2024-01-04
RES000413,L01-0044,T03,103.4406,cP,AN01,2024-01-04
RES000414,L01-0044,T04,53.61,particles/mL,AN01,2024-01-04
RES000415,L01-0044,T05,3.62,CFU/mL,AN01,2024-01-04
RES000416,L01-0045,T01,0.9533,%,AN03,2024-01-04
RES000417,L01-0045,T02,6.9354,pH units,AN03,2024-01-04
RES000418,L01-0045,T03,122.7843,cP,AN03,2024-01-04
RES000419,L01-0045,T04,40.39,particles/mL,AN03,2024-01-04
RES000420,L01-0045,T05,3.41,CFU/mL,AN03,2024-01-04
RES000421,L01-0046,T01,0.9156,%,AN03,2024-01-03
RES000422,L01-0046,T02,7.1916,pH units,AN03,2024-01-03
RES000423,L01-0046,T03,123.3172,cP,AN03,2024-01-03
RES000424,L01-0046,T04,52.2,particles/mL,AN03,2024-01-03
RES000425,L01-0046,T05,8.55,CFU/mL,AN03,2024-01-03
RES000426,L01-0047,T01,0.8403,%,AN12,2024-01-03
RES000427,L01-0047,T02,6.7951,pH units,AN12,2024-01-03
RES000428,L01-0047,T03,124.2339,cP,AN12,2024-01-03
RES000429,L01-0047,T04,50.25,particles/mL,AN12,2024-01-03
RES000430,L01-0047,T05,3.2,CFU/mL,AN12,2024-01-03
RES000431,L01-0048,T01,1.0291,%,AN01,2024-01-05
RES000432,L01-0048,T02,7.0131,pH units,AN01,2024-01-05
RES000433,L01-0048,T03,122.8887,cP,AN01,2024-01-05
RES000434,L01-0048,T04,40.89,particles/mL,AN01,2024-01-05
RES000435,L01-0048,T05,5.92,CFU/mL,AN01,2024-01-05
RES000436,L02-0023,T01,1.0722,%,AN04,2024-01-04
RES000437,L02-0023,T02,7.3084,pH units,AN04,2024-01-04
RES000438,L02-0023,T03,116.7002,cP,AN04,2024-01-04
RES000439,L02-0023,T04,52.42,particles/mL,AN04,2024-01-04
RES000440,L02-0023,T05,5.82,CFU/mL,AN04,2024-01-04
RES000441,L02-0024,T01,0.8933,%,AN09,2024-01-05
RES000442,L02-0024,T02,6.8065,pH units,AN09,2024-01-05
RES000443,L02-0024,T03,118.9828,cP,AN09,2024-01-05
RES000444,L02-0024,T04,53.76,particles/mL,AN09,2024-01-05
RES000445,L02-0024,T05,3.73,CFU/mL,AN09,2024-01-05
RES000446,L02-0025,T01,0.9441,%,AN03,2024-01-05
RES000447,L02-0025,T02,6.746,pH units,AN03,2024-01-05
RES000448,L02-0025,T03,122.5227,cP,AN03,2024-01-05
RES000449,L02-0025,T04,54.62,particles/mL,AN03,2024-01-05
RES000450,L02-0025,T05,4.97,CFU/mL,AN03,2024-01-05
RES000451,L02-0026,T01,1.0087,%,AN05,2024-01-05
RES000452,L02-0026,T02,7.1574,pH units,AN05,2024-01-05
RES000453,L02-0026,T03,112.984,cP,AN05,2024-01-05
RES000454,L02-0026,T04,36.53,particles/mL,AN05,2024-01-05
RES000455,L02-0026,T05,6.85,CFU/mL,AN05,2024-01-05
RES000456,L02-0027,T01,1.0694,%,AN01,2024-01-06
RES000457,L02-0027,T02,6.7122,pH units,AN01,2024-01-06
RES000458,L02-0027,T03,109.4375,cP,AN01,2024-01-06
RES000459,L02-0027,T04,44.46,particles/mL,AN01,2024-01-06
RES000460,L02-0027,T05,7.0,CFU/mL,AN01,2024-01-06
RES000461,L02-0028,T01,0.8986,%,AN15,2024-01-04
RES000462,L02-0028,T02,7.1288,pH units,AN15,2024-01-04
RES000463,L02-0028,T03,112.0049,cP,AN15,2024-01-04
RES000464,L02-0028,T04,20.66,particles/mL,AN15,2024-01-04
RES000465,L02-0028,T05,3.02,CFU/mL,AN15,2024-01-04
RES000466,L02-0029,T01,0.9668,%,AN07,2024-01-04
RES000467,L02-0029,T02,7.199,pH units,AN07,2024-01-04
RES000468,L02-0029,T03,110.4753,cP,AN07,2024-01-04
RES000469,L02-0029,T04,71.59,particles/mL,AN07,2024-01-04
RES000470,L02-0029,T05,2.01,CFU/mL,AN07,2024-01-04
RES000471,L02-0030,T01,0.8799,%,AN04,2024-01-05
RES000472,L02-0030,T02,7.1255,pH units,AN04,2024-01-05
RES000473,L02-0030,T03,124.2124,cP,AN04,2024-01-05
RES000474,L02-0030,T04,29.25,particles/mL,AN04,2024-01-05
RES000475,L02-0030,T05,7.23,CFU/mL,AN04,2024-01-05
RES000476,L02-0031,T01,1.0331,%,AN14,2024-01-04
RES000477,L02-0031,T02,6.9493,pH units,AN14,2024-01-04
RES000478,L02-0031,T03,127.6666,cP,AN14,2024-01-04
RES000479,L02-0031,T04,70.69,particles/mL,AN14,2024-01-04
RES000480,L02-0031,T05,4.76,CFU/mL,AN14,2024-01-04
RES000481,L02-0032,T01,1.0668,%,AN05,2024-01-05
RES000482,L02-0032,T02,7.2123,pH units,AN05,2024-01-05
RES000483,L02-0032,T03,122.4381,cP,AN05,2024-01-05
RES000484,L02-0032,T04,62.66,particles/mL,AN05,2024-01-05
RES000485,L02-0032,T05,5.69,CFU/mL,AN05,2024-01-05
RES000486,L02-0033,T01,1.0206,%,AN02,2024-01-06
RES000487,L02-0033,T02,6.8679,pH units,AN02,2024-01-06
RES000488,L02-0033,T03,127.4597,cP,AN02,2024-01-06
RES000489,L02-0033,T04,45.1,particles/mL,AN02,2024-01-06
RES000490,L02-0033,T05,11.1,CFU/mL,AN02,2024-01-06
RES000491,L02-0034,T01,0.9782,%,AN12,2024-01-06
RES000492,L02-0034,T02,6.8846,pH units,AN12,2024-01-06
RES000493,L02-0034,T03,132.581,cP,AN12,2024-01-06
RES000494,L02-0034,T04,73.63,particles/mL,AN12,2024-01-06
RES000495,L02-0034,T05,4.58,CFU/mL,AN12,2024-01-06
RES000496,L02-0035,T01,0.9418,%,AN14,2024-01-04
RES000497,L02-0035,T02,7.1352,pH units,AN14,2024-01-04
RES000498,L02-0035,T03,115.2032,cP,AN14,2024-01-04
RES000499,L02-0035,T04,63.13,particles/mL,AN14,2024-01-04
RES000500,L02-0035,T05,5.41,CFU/mL,AN14,2024-01-04
RES000501,L02-0036,T01,1.1281,%,AN05,2024-01-05
RES000502,L02-0036,T02,7.1541,pH units,AN05,2024-01-05
RES000503,L02-0036,T03,98.5059,cP,AN05,2024-01-05
RES000504,L02-0036,T04,63.44,particles/mL,AN05,2024-01-05
RES000505,L02-0036,T05,1.73,CFU/mL,AN05,2024-01-05
RES000506,L02-0037,T01,0.9336,%,AN02,2024-01-05
RES000507,L02-0037,T02,6.7612,pH units,AN02,2024-01-05
RES000508,L02-0037,T03,125.0209,cP,AN02,2024-01-05
RES000509,L02-0037,T04,15.1,particles/mL,AN02,2024-01-05
RES000510,L02-0037,T05,4.77,CFU/mL,AN02,2024-01-05
RES000511,L02-0038,T01,1.0436,%,AN06,2024-01-04
RES000512,L02-0038,T02,6.9946,pH units,AN06,2024-01-04
RES000513,L02-0038,T03,113.6467,cP,AN06,2024-01-04
RES000514,L02-0038,T04,73.56,particles/mL,AN06,2024-01-04
RES000515,L02-0038,T05,1.47,CFU/mL,AN06,2024-01-04
RES000516,L02-0039,T01,0.9707,%,AN05,2024-01-05
RES000517,L02-0039,T02,7.0911,pH units,AN05,2024-01-05
RES000518,L02-0039,T03,118.93,cP,AN05,2024-01-05
RES000519,L02-0039,T04,44.84,particles/mL,AN05,2024-01-05
RES000520,L02-0039,T05,5.49,CFU/mL,AN05,2024-01-05
RES000521,L03-0018,T01,10398.41,ppm,AN10,2024-01-03
RES000522,L03-0018,T02,7.0396,pH units,AN10,2024-01-03
RES000523,L03-0018,T03,136.0155,cP,AN10,2024-01-03
RES000524,L03-0018,T04,51.73,particles/mL,AN10,2024-01-03
RES000525,L03-0018,T05,5.69,CFU/mL,AN10,2024-01-03
RES000526,L03-0019,T01,10561.67,ppm,AN01,2024-01-03
RES000527,L03-0019,T02,6.9649,pH units,AN01,2024-01-03
RES000528,L03-0019,T03,121.9149,cP,AN01,2024-01-03
RES000529,L03-0019,T04,30.4,particles/mL,AN01,2024-01-03
RES000530,L03-0019,T05,0.89,CFU/mL,AN01,2024-01-03
RES000531,L03-0020,T01,9855.18,ppm,AN10,2024-01-03
RES000532,L03-0020,T02,6.7639,pH units,AN10,2024-01-03
RES000533,L03-0020,T03,140.338,cP,AN10,2024-01-03
RES000534,L03-0020,T04,48.4,particles/mL,AN10,2024-01-03
RES000535,L03-0020,T05,9.54,CFU/mL,AN10,2024-01-03
RES000536,L03-0021,T01,8791.78,ppm,AN05,2024-01-06
RES000537,L03-0021,T02,7.1789,pH units,AN05,2024-01-06
RES000538,L03-0021,T03,106.1568,cP,AN05,2024-01-06
RES000539,L03-0021,T04,15.58,particles/mL,AN05,2024-01-06
RES000540,L03-0021,T05,4.1,CFU/mL,AN05,2024-01-06
RES000541,L03-0022,T01,10309.9,ppm,AN11,2024-01-04
RES000542,L03-0022,T02,7.097,pH units,AN11,2024-01-04
RES000543,L03-0022,T03,134.3312,cP,AN11,2024-01-04
RES000544,L03-0022,T04,26.07,particles/mL,AN11,2024-01-04
RES000545,L03-0022,T05,0.0,CFU/mL,AN11,2024-01-04
RES000546,L03-0023,T01,10275.84,ppm,AN01,2024-01-04
RES000547,L03-0023,T02,7.1665,pH units,AN01,2024-01-04
RES000548,L03-0023,T03,121.8434,cP,AN01,2024-01-04
RES000549,L03-0023,T04,10.63,particles/mL,AN01,2024-01-04
RES000550,L03-0023,T05,6.79,CFU/mL,AN01,2024-01-04
RES000551,L03-0024,T01,9477.37,ppm,AN15,2024-01-05
RES000552,L03-0024,T02,6.6987,pH units,AN15,2024-01-05
RES000553,L03-0024,T03,128.046,cP,AN15,2024-01-05
RES000554,L03-0024,T04,53.73,particles/mL,AN15,2024-01-05
RES000555,L03-0024,T05,6.42,CFU/mL,AN15,2024-01-05
RES000556,L03-0025,T01,9463.12,ppm,AN03,2024-01-03
RES000557,L03-0025,T02,7.2723,pH units,AN03,2024-01-03
RES000558,L03-0025,T03,111.0607,cP,AN03,2024-01-03
RES000559,L03-0025,T04,98.55,particles/mL,AN03,2024-01-03
RES000560,L03-0025,T05,2.39,CFU/mL,AN03,2024-01-03
RES000561,L03-0026,T01,9333.72,ppm,AN11,2024-01-05
RES000562,L03-0026,T02,7.1287,pH units,AN11,2024-01-05
RES000563,L03-0026,T03,119.5947,cP,AN11,2024-01-05
RES000564,L03-0026,T04,49.38,particles/mL,AN11,2024-01-05
RES000565,L03-0026,T05,0.0,CFU/mL,AN11,2024-01-05
RES000566,L03-0027,T01,10051.12,ppm,AN15,2024-01-04
RES000567,L03-0027,T02,7.1241,pH units,AN15,2024-01-04
RES000568,L03-0027,T03,112.8492,cP,AN15,2024-01-04
RES000569,L03-0027,T04,0.0,particles/mL,AN15,2024-01-04
RES000570,L03-0027,T05,5.71,CFU/mL,AN15,2024-01-04
RES000571,L03-0028,T01,10069.97,ppm,AN10,2024-01-05
RES000572,L03-0028,T02,6.9588,pH units,AN10,2024-01-05
RES000573,L03-0028,T03,104.2948,cP,AN10,2024-01-05
RES000574,L03-0028,T04,72.26,particles/mL,AN10,2024-01-05
RES000575,L03-0028,T05,9.14,CFU/mL,AN10,2024-01-05
RES000576,L03-0029,T01,10444.1,ppm,AN04,2024-01-05
RES000577,L03-0029,T02,6.9504,pH units,AN04,2024-01-05
RES000578,L03-0029,T03,125.1988,cP,AN04,2024-01-05
RES000579,L03-0029,T04,105.78,particles/mL,AN04,2024-01-05
RES000580,L03-0029,T05,2.6,CFU/mL,AN04,2024-01-05
RES000581,L03-0030,T01,11282.4,ppm,AN07,2024-01-04
RES000582,L03-0030,T02,7.2042,pH units,AN07,2024-01-04
RES000583,L03-0030,T03,105.2315,cP,AN07,2024-01-04
RES000584,L03-0030,T04,41.68,particles/mL,AN07,2024-01-04
RES000585,L03-0030,T05,6.82,CFU/mL,AN07,2024-01-04
RES000586,L03-0031,T01,9772.53,ppm,AN13,2024-01-05
RES000587,L03-0031,T02,6.9166,pH units,AN13,2024-01-05
RES000588,L03-0031,T03,115.5362,cP,AN13,2024-01-05
RES000589,L03-0031,T04,67.49,particles/mL,AN13,2024-01-05
RES000590,L03-0031,T05,2.02,CFU/mL,AN13,2024-01-05
RES000591,L03-0032,T01,10082.37,ppm,AN08,2024-01-04
RES000592,L03-0032,T02,7.0434,pH units,AN08,2024-01-04
RES000593,L03-0032,T03,115.2553,cP,AN08,2024-01-04
RES000594,L03-0032,T04,39.08,particles/mL,AN08,2024-01-04
RES000595,L03-0032,T05,8.75,CFU/mL,AN08,2024-01-04
RES000596,L03-0033,T01,9940.98,ppm,AN05,2024-01-05
RES000597,L03-0033,T02,7.0486,pH units,AN05,2024-01-05
RES000598,L03-0033,T03,118.2948,cP,AN05,2024-01-05
RES000599,L03-0033,T04,40.3,particles/mL,AN05,2024-01-05
RES000600,L03-0033,T05,4.77,CFU/mL,AN05,2024-01-05
RES000601,L03-0034,T01,9703.49,ppm,AN14,2024-01-05
RES000602,L03-0034,T02,6.8304,pH units,AN14,2024-01-05
RES000603,L03-0034,T03,120.3525,cP,AN14,2024-01-05
RES000604,L03-0034,T04,34.61,particles/mL,AN14,2024-01-05
RES000605,L03-0034,T05,7.91,CFU/mL,AN14,2024-01-05
RES000606,L03-0035,T01,10786.79,ppm,AN12,2024-01-03
RES000607,L03-0035,T02,7.1416,pH units,AN12,2024-01-03
RES000608,L03-0035,T03,98.7601,cP,AN12,2024-01-03
RES000609,L03-0035,T04,95.32,particles/mL,AN12,2024-01-03
RES000610,L03-0035,T05,5.0,CFU/mL,AN12,2024-01-03
RES000611,L03-0036,T01,10547.31,ppm,AN09,2024-01-03
RES000612,L03-0036,T02,6.8975,pH units,AN09,2024-01-03
RES000613,L03-0036,T03,133.3086,cP,AN09,2024-01-03
RES000614,L03-0036,T04,57.44,particles/mL,AN09,2024-01-03
RES000615,L03-0036,T05,1.29,CFU/mL,AN09,2024-01-03
RES000616,L03-0037,T01,10153.5,ppm,AN07,2024-01-04
RES000617,L03-0037,T02,7.4305,pH units,AN07,2024-01-04
RES000618,L03-0037,T03,116.9003,cP,AN07,2024-01-04
RES000619,L03-0037,T04,70.36,particles/mL,AN07,2024-01-04
RES000620,L03-0037,T05,8.23,CFU/mL,AN07,2024-01-04
RES000621,L03-0038,T01,10561.85,ppm,AN12,2024-01-05
RES000622,L03-0038,T02,6.9815,pH units,AN12,2024-01-05
RES000623,L03-0038,T03,118.6078,cP,AN12,2024-01-05
RES000624,L03-0038,T04,0.0,particles/mL,AN12,2024-01-05
RES000625,L03-0038,T05,7.08,CFU/mL,AN12,2024-01-05
RES000626,L03-0039,T01,10140.19,ppm,AN11,2024-01-05
RES000627,L03-0039,T02,7.2576,pH units,AN11,2024-01-05
RES000628,L03-0039,T03,121.951,cP,AN11,2024-01-05
RES000629,L03-0039,T04,64.48,particles/mL,AN11,2024-01-05
RES000630,L03-0039,T05,6.61,CFU/mL,AN11,2024-01-05
RES000631,L03-0040,T01,9900.91,ppm,AN02,2024-01-06
RES000632,L03-0040,T02,7.0192,pH units,AN02,2024-01-06
RES000633,L03-0040,T03,112.0574,cP,AN02,2024-01-06
RES000634,L03-0040,T04,40.9,particles/mL,AN02,2024-01-06
RES000635,L03-0040,T05,2.61,CFU/mL,AN02,2024-01-06
RES000636,L03-0041,T01,10000.91,ppm,AN06,2024-01-04
RES000637,L03-0041,T02,6.8139,pH units,AN06,2024-01-04
RES000638,L03-0041,T03,122.0177,cP,AN06,2024-01-04
RES000639,L03-0041,T04,86.5,particles/mL,AN06,2024-01-04
RES000640,L03-0041,T05,7.8,CFU/mL,AN06,2024-01-04
RES000641,L01-0049,T01,0.9752,%,AN03,2024-01-06
RES000642,L01-0049,T02,7.0614,pH units,AN03,2024-01-06
RES000643,L01-0049,T03,94.7097,cP,AN03,2024-01-06
RES000644,L01-0049,T04,98.53,particles/mL,AN03,2024-01-06
RES000645,L01-0049,T05,6.92,CFU/mL,AN03,2024-01-06
RES000646,L01-0050,T01,0.9642,%,AN07,2024-01-06
RES000647,L01-0050,T02,7.0839,pH units,AN07,2024-01-06
RES000648,L01-0050,T03,117.1276,cP,AN07,2024-01-06
RES000649,L01-0050,T04,91.67,particles/mL,AN07,2024-01-06
RES000650,L01-0050,T05,3.37,CFU/mL,AN07,2024-01-06
RES000651,L01-0051,T01,1.0869,%,AN13,2024-01-07
RES000652,L01-0051,T02,7.1637,pH units,AN13,2024-01-07
RES000653,L01-0051,T03,126.0394,cP,AN13,2024-01-07
RES000654,L01-0051,T04,26.83,particles/mL,AN13,2024-01-07
RES000655,L01-0051,T05,0.0,CFU/mL,AN13,2024-01-07
RES000656,L01-0052,T01,0.9907,%,AN11,2024-01-06
RES000657,L01-0052,T02,6.8409,pH units,AN11,2024-01-06
RES000658,L01-0052,T03,115.4476,cP,AN11,2024-01-06
RES000659,L01-0052,T04,29.06,particles/mL,AN11,2024-01-06
RES000660,L01-0052,T05,8.97,CFU/mL,AN11,2024-01-06
RES000661,L01-0053,T01,0.9652,%,AN14,2024-01-07
RES000662,L01-0053,T02,7.1301,pH units,AN14,2024-01-07
RES000663,L01-0053,T03,127.409,cP,AN14,2024-01-07
RES000664,L01-0053,T04,5.89,particles/mL,AN14,2024-01-07
RES000665,L01-0053,T05,5.55,CFU/mL,AN14,2024-01-07
RES000666,L01-0054,T01,1.0953,%,AN04,2024-01-07
RES000667,L01-0054,T02,7.161,pH units,AN04,2024-01-07
RES000668,L01-0054,T03,115.409,cP,AN04,2024-01-07
RES000669,L01-0054,T04,42.73,particles/mL,AN04,2024-01-07
RES000670,L01-0054,T05,0.84,CFU/mL,AN04,2024-01-07
RES000671,L01-0055,T01,1.0052,%,AN01,2024-01-07
RES000672,L01-0055,T02,6.8922,pH units,AN01,2024-01-07
RES000673,L01-0055,T03,129.9193,cP,AN01,2024-01-07
RES000674,L01-0055,T04,41.67,particles/mL,AN01,2024-01-07
RES000675,L01-0055,T05,4.35,CFU/mL,AN01,2024-01-07
RES000676,L01-0056,T01,1.0207,%,AN05,2024-01-05
RES000677,L01-0056,T02,7.0532,pH units,AN05,2024-01-05
RES000678,L01-0056,T03,120.7566,cP,AN05,2024-01-05
RES000679,L01-0056,T04,48.84,particles/mL,AN05,2024-01-05
RES000680,L01-0056,T05,9.9,CFU/mL,AN05,2024-01-05
RES000681,L01-0057,T01,0.8733,%,AN14,2024-01-05
RES000682,L01-0057,T02,7.1233,pH units,AN14,2024-01-05
RES000683,L01-0057,T03,115.9406,cP,AN14,2024-01-05
RES000684,L01-0057,T04,36.73,particles/mL,AN14,2024-01-05
RES000685,L01-0057,T05,0.0,CFU/mL,AN14,2024-01-05
RES000686,L01-0058,T01,1.0362,%,AN11,2024-01-06
RES000687,L01-0058,T02,6.8106,pH units,AN11,2024-01-06
RES000688,L01-0058,T03,112.1588,cP,AN11,2024-01-06
RES000689,L01-0058,T04,97.86,particles/mL,AN11,2024-01-06
RES000690,L01-0058,T05,2.48,CFU/mL,AN11,2024-01-06
RES000691,L01-0059,T01,1.1313,%,AN06,2024-01-07
RES000692,L01-0059,T02,6.9385,pH units,AN06,2024-01-07
RES000693,L01-0059,T03,123.5635,cP,AN06,2024-01-07
RES000694,L01-0059,T04,104.78,particles/mL,AN06,2024-01-07
RES000695,L01-0059,T05,4.32,CFU/mL,AN06,2024-01-07
RES000696,L01-0060,T01,0.9801,%,AN13,2024-01-07
RES000697,L01-0060,T02,6.889,pH units,AN13,2024-01-07
RES000698,L01-0060,T03,120.9564,cP,AN13,2024-01-07
RES000699,L01-0060,T04,53.79,particles/mL,AN13,2024-01-07
RES000700,L01-0060,T05,11.3,CFU/mL,AN13,2024-01-07
RES000701,L01-0061,T01,1.0269,%,AN02,2024-01-05
RES000702,L01-0061,T02,7.2274,pH units,AN02,2024-01-05
RES000703,L01-0061,T03,101.2965,cP,AN02,2024-01-05
RES000704,L01-0061,T04,63.43,particles/mL,AN02,2024-01-05
RES000705,L01-0061,T05,5.81,CFU/mL,AN02,2024-01-05
RES000706,L01-0062,T01,1.0054,%,AN12,2024-01-07
RES000707,L01-0062,T02,6.8213,pH units,AN12,2024-01-07
RES000708,L01-0062,T03,125.2383,cP,AN12,2024-01-07
RES000709,L01-0062,T04,43.76,particles/mL,AN12,2024-01-07
RES000710,L01-0062,T05,1.21,CFU/mL,AN12,2024-01-07
RES000711,L01-0063,T01,0.9095,%,AN09,2024-01-06
RES000712,L01-0063,T02,6.872,pH units,AN09,2024-01-06
RES000713,L01-0063,T03,129.7544,cP,AN09,2024-01-06
RES000714,L01-0063,T04,38.41,particles/mL,AN09,2024-01-06
RES000715,L01-0063,T05,5.49,CFU/mL,AN09,2024-01-06
RES000716,L01-0064,T01,1.0977,%,AN02,2024-01-05
RES000717,L01-0064,T02,7.1728,pH units,AN02,2024-01-05
RES000718,L01-0064,T03,119.7834,cP,AN02,2024-01-05
RES000719,L01-0064,T04,46.61,particles/mL,AN02,2024-01-05
RES000720,L01-0064,T05,8.33,CFU/mL,AN02,2024-01-05
RES000721,L01-0065,T01,0.9621,%,AN13,2024-01-05
RES000722,L01-0065,T02,6.9908,pH units,AN13,2024-01-05
RES000723,L01-0065,T03,126.7914,cP,AN13,2024-01-05
RES000724,L01-0065,T04,86.26,particles/mL,AN13,2024-01-05
RES000725,L01-0065,T05,1.18,CFU/mL,AN13,2024-01-05
RES000726,L01-0066,T01,0.9313,%,AN15,2024-01-07
RES000727,L01-0066,T02,7.1502,pH units,AN15,2024-01-07
RES000728,L01-0066,T03,119.8778,cP,AN15,2024-01-07
RES000729,L01-0066,T04,1.66,particles/mL,AN15,2024-01-07
RES000730,L01-0066,T05,3.27,CFU/mL,AN15,2024-01-07
RES000731,L01-0067,T01,1.0435,%,AN15,2024-01-06
RES000732,L01-0067,T02,7.0224,pH units,AN15,2024-01-06
RES000733,L01-0067,T03,106.3463,cP,AN15,2024-01-06
RES000734,L01-0067,T04,0.0,particles/mL,AN15,2024-01-06
RES000735,L01-0067,T05,3.83,CFU/mL,AN15,2024-01-06
RES000736,L01-0068,T01,1.0008,%,AN13,2024-01-05
RES000737,L01-0068,T02,6.9289,pH units,AN13,2024-01-05
RES000738,L01-0068,T03,122.9852,cP,AN13,2024-01-05
RES000739,L01-0068,T04,62.39,particles/mL,AN13,2024-01-05
RES000740,L01-0068,T05,0.0,CFU/mL,AN13,2024-01-05
RES000741,L01-0069,T01,0.9922,%,AN02,2024-01-06
RES000742,L01-0069,T02,6.8641,pH units,AN02,2024-01-06
RES000743,L01-0069,T03,129.443,cP,AN02,2024-01-06
RES000744,L01-0069,T04,36.89,particles/mL,AN02,2024-01-06
RES000745,L01-0069,T05,8.28,CFU/mL,AN02,2024-01-06
RES000746,L01-0070,T01,1.0032,%,AN11,2024-01-04
RES000747,L01-0070,T02,7.2855,pH units,AN11,2024-01-04
RES000748,L01-0070,T03,110.2814,cP,AN11,2024-01-04
RES000749,L01-0070,T04,35.61,particles/mL,AN11,2024-01-04
RES000750,L01-0070,T05,8.23,CFU/mL,AN11,2024-01-04
RES000751,L01-0071,T01,1.0952,%,AN03,2024-01-07
RES000752,L01-0071,T02,6.8212,pH units,AN03,2024-01-07
RES000753,L01-0071,T03,121.2659,cP,AN03,2024-01-07
RES000754,L01-0071,T04,42.32,particles/mL,AN03,2024-01-07
RES000755,L01-0071,T05,6.3,CFU/mL,AN03,2024-01-07
RES000756,L01-0072,T01,0.9523,%,AN13,2024-01-05
RES000757,L01-0072,T02,7.1132,pH units,AN13,2024-01-05
RES000758,L01-0072,T03,138.4741,cP,AN13,2024-01-05
RES000759,L01-0072,T04,68.32,particles/mL,AN13,2024-01-05
RES000760,L01-0072,T05,9.79,CFU/mL,AN13,2024-01-05
RES000761,L01-0073,T01,1.1042,%,AN01,2024-01-07
RES000762,L01-0073,T02,7.1441,pH units,AN01,2024-01-07
RES000763,L01-0073,T03,122.6536,cP,AN01,2024-01-07
RES000764,L01-0073,T04,68.78,particles/mL,AN01,2024-01-07
RES000765,L01-0073,T05,0.0,CFU/mL,AN01,2024-01-07
RES000766,L01-0074,T01,0.9745,%,AN11,2024-01-04
RES000767,L01-0074,T02,7.1286,pH units,AN11,2024-01-04
RES000768,L01-0074,T03,114.1904,cP,AN11,2024-01-04
RES000769,L01-0074,T04,25.14,particles/mL,AN11,2024-01-04
RES000770,L01-0074,T05,1.47,CFU/mL,AN11,2024-01-04
RES000771,L02-0040,T01,1.0356,%,AN12,2024-01-05
RES000772,L02-0040,T02,6.7719,pH units,AN12,2024-01-05
RES000773,L02-0040,T03,125.0921,cP,AN12,2024-01-05
RES000774,L02-0040,T04,27.34,particles/mL,AN12,2024-01-05
RES000775,L02-0040,T05,3.0,CFU/mL,AN12,2024-01-05
RES000776,L02-0041,T01,1.0226,%,AN12,2024-01-04
RES000777,L02-0041,T02,6.8856,pH units,AN12,2024-01-04
RES000778,L02-0041,T03,119.41,cP,AN12,2024-01-04
RES000779,L02-0041,T04,52.76,particles/mL,AN12,2024-01-04
RES000780,L02-0041,T05,8.91,CFU/mL,AN12,2024-01-04
RES000781,L02-0042,T01,1.0203,%,AN12,2024-01-04
RES000782,L02-0042,T02,6.854,pH units,AN12,2024-01-04
RES000783,L02-0042,T03,133.3965,cP,AN12,2024-01-04
RES000784,L02-0042,T04,55.73,particles/mL,AN12,2024-01-04
RES000785,L02-0042,T05,14.75,CFU/mL,AN12,2024-01-04
RES000786,L02-0043,T01,0.914,%,AN06,2024-01-06
RES000787,L02-0043,T02,7.0147,pH units,AN06,2024-01-06
RES000788,L02-0043,T03,119.4037,cP,AN06,2024-01-06
RES000789,L02-0043,T04,59.39,particles/mL,AN06,2024-01-06
RES000790,L02-0043,T05,7.48,CFU/mL,AN06,2024-01-06
RES000791,L02-0044,T01,0.9339,%,AN15,2024-01-07
RES000792,L02-0044,T02,7.0305,pH units,AN15,2024-01-07
RES000793,L02-0044,T03,124.7988,cP,AN15,2024-01-07
RES000794,L02-0044,T04,80.87,particles/mL,AN15,2024-01-07
RES000795,L02-0044,T05,0.0,CFU/mL,AN15,2024-01-07
RES000796,L02-0045,T01,1.0366,%,AN01,2024-01-06
RES000797,L02-0045,T02,7.0697,pH units,AN01,2024-01-06
RES000798,L02-0045,T03,111.275,cP,AN01,2024-01-06
RES000799,L02-0045,T04,47.32,particles/mL,AN01,2024-01-06
RES000800,L02-0045,T05,0.0,CFU/mL,AN01,2024-01-06
RES000801,L02-0046,T01,1.0037,%,AN09,2024-01-05
RES000802,L02-0046,T02,6.9532,pH units,AN09,2024-01-05
RES000803,L02-0046,T03,108.5566,cP,AN09,2024-01-05
RES000804,L02-0046,T04,42.36,particles/mL,AN09,2024-01-05
RES000805,L02-0046,T05,2.17,CFU/mL,AN09,2024-01-05
RES000806,L02-0047,T01,0.9609,%,AN04,2024-01-06
RES000807,L02-0047,T02,7.072,pH units,AN04,2024-01-06
RES000808,L02-0047,T03,125.7404,cP,AN04,2024-01-06
RES000809,L02-0047,T04,95.05,particles/mL,AN04,2024-01-06
RES000810,L02-0047,T05,6.76,CFU/mL,AN04,2024-01-06
RES000811,L02-0048,T01,0.9748,%,AN15,2024-01-07
RES000812,L02-0048,T02,6.832,pH units,AN15,2024-01-07
RES000813,L02-0048,T03,114.6875,cP,AN15,2024-01-07
RES000814,L02-0048,T04,22.8,particles/mL,AN15,2024-01-07
RES000815,L02-0048,T05,4.93,CFU/mL,AN15,2024-01-07
RES000816,L02-0049,T01,0.9781,%,AN05,2024-01-07
RES000817,L02-0049,T02,7.085,pH units,AN05,2024-01-07
RES000818,L02-0049,T03,105.5117,cP,AN05,2024-01-07
RES000819,L02-0049,T04,29.11,particles/mL,AN05,2024-01-07
