lot_id,product_id,line_id,batch_start_datetime,batch_end_datetime,quantity_produced
L03-0104,P011,L03,2024-01-05 14:48:00,2024-01-06 09:48:00,314
L03-0105,P010,L03,2024-01-05 11:16:00,2024-01-05 21:30:00,391
L03-0106,P011,L03,2024-01-05 13:17:00,2024-01-06 04:17:00,192
L03-0107,P019,L03,2024-01-05 13:58:00,2024-01-05 21:30:00,102
L01-0141,P007,L01,2024-01-06 19:03:00,2024-01-07 10:03:00,383
L01-0142,P009,L01,2024-01-06 07:55:00,2024-01-07 01:55:00,265
L01-0143,P012,L01,2024-01-06 23:02:00,2024-01-07 07:40:00,373
L01-0144,P016,L01,2024-01-06 23:20:00,2024-01-07 06:09:00,353
L01-0145,P007,L01,2024-01-06 08:27:00,2024-01-06 20:27:00,81
L01-0146,P014,L01,2024-01-06 19:19:00,2024-01-07 13:19:00,362
L01-0147,P004,L01,2024-01-06 17:33:00,2024-01-06 21:30:00,166
L01-0148,P013,L01,2024-01-06 12:46:00,2024-01-06 20:46:00,239
L01-0149,P010,L01,2024-01-06 09:57:00,2024-01-06 16:57:00,389
L01-0150,P013,L01,2024-01-06 17:11:00,2024-01-07 12:11:00,270
L01-0151,P013,L01,2024-01-06 14:22:00,2024-01-06 21:22:00,112
L01-0152,P009,L01,2024-01-06 13:28:00,2024-01-06 21:30:00,261
L01-0153,P005,L01,2024-01-06 16:36:00,2024-01-07 10:36:00,216
L01-0154,P009,L01,2024-01-06 07:25:00,2024-01-06 14:25:00,118
L01-0155,P014,L01,2024-01-06 09:50:00,2024-01-06 15:50:00,171
L01-0156,P016,L01,2024-01-06 16:52:00,2024-01-06 21:30:00,87
L01-0157,P015,L01,2024-01-06 13:27:00,2024-01-07 01:27:00,301
L01-0158,P003,L01,2024-01-06 14:40:00,2024-01-06 21:40:00,200
L01-0159,P010,L01,2024-01-06 07:02:00,2024-01-06 21:02:00,228
L02-0106,P008,L02,2024-01-06 07:59:00,2024-01-07 01:59:00,363
L02-0107,P003,L02,2024-01-06 14:08:00,2024-01-07 02:08:00,196
L02-0108,P018,L02,2024-01-06 06:22:00,2024-01-07 01:22:00,233
L02-0109,P004,L02,2024-01-06 23:12:00,2024-01-07 05:32:00,176
L02-0110,P008,L02,2024-01-06 11:02:00,2024-01-06 21:02:00,380
L02-0111,P006,L02,2024-01-06 18:07:00,2024-01-07 03:07:00,99
L02-0112,P003,L02,2024-01-06 19:09:00,2024-01-07 11:09:00,251
L02-0113,P002,L02,2024-01-06 18:34:00,2024-01-07 09:34:00,207
L02-0114,P017,L02,2024-01-06 19:03:00,2024-01-07 03:03:00,390
L02-0115,P024,L02,2024-01-06 17:11:00,2024-01-07 06:11:00,171
L02-0116,P004,L02,2024-01-06 08:05:00,2024-01-06 21:30:00,358
L02-0117,P007,L02,2024-01-06 13:49:00,2024-01-06 20:49:00,393
L02-0118,P004,L02,2024-01-06 11:56:00,2024-01-07 01:56:00,120
L02-0119,P021,L02,2024-01-06 10:32:00,2024-01-06 21:32:00,254
L02-0120,P007,L02,2024-01-06 09:58:00,2024-01-06 21:58:00,306
L02-0121,P024,L02,2024-01-06 12:27:00,2024-01-07 06:27:00,204
L02-0122,P004,L02,2024-01-06 08:23:00,2024-01-06 15:23:00,108
L03-0108,P020,L03,2024-01-06 11:30:00,2024-01-07 02:30:00,380
L03-0109,P016,L03,2024-01-06 06:14:00,2024-01-06 19:14:00,95
L03-0110,P012,L03,2024-01-06 19:03:00,2024-01-07 03:03:00,142
L03-0111,P023,L03,2024-01-06 11:54:00,2024-01-06 20:54:00,252
L03-0112,P022,L03,2024-01-06 17:12:00,2024-01-07 06:12:00,336
L03-0113,P018,L03,2024-01-06 15:51:00,2024-01-07 05:51:00,384
L03-0114,P010,L03,2024-01-06 07:05:00,2024-01-06 19:05:00,152
L03-0115,P009,L03,2024-01-06 14:56:00,2024-01-07 07:56:00,201
L03-0116,P014,L03,2024-01-06 07:32:00,2024-01-06 18:32:00,138
L03-0117,P011,L03,2024-01-06 08:39:00,2024-01-06 16:39:00,295
L03-0118,P022,L03,2024-01-06 17:13:00,2024-01-07 09:13:00,311
L03-0119,P012,L03,2024-01-06 16:56:00,2024-01-07 08:56:00,140
L03-0120,P013,L03,2024-01-06 23:29:00,2024-01-07 04:31:00,90
L03-0121,P024,L03,2024-01-06 13:16:00,2024-01-07 08:16:00,111
L01-0160,P008,L01,2024-01-07 12:38:00,2024-01-07 20:38:00,354
L01-0161,P016,L01,2024-01-07 10:20:00,2024-01-07 21:30:00,292
L01-0162,P002,L01,2024-01-07 19:57:00,2024-01-08 10:57:00,199
L01-0163,P012,L01,2024-01-07 14:48:00,2024-01-08 01:48:00,242
L01-0164,P010,L01,2024-01-07 12:27:00,2024-01-08 01:27:00,149
L01-0165,P004,L01,2024-01-07 10:07:00,2024-01-07 21:07:00,143
L01-0166,P004,L01,2024-01-07 07:44:00,2024-01-07 16:44:00,367
L01-0167,P012,L01,2024-01-07 13:06:00,2024-01-07 20:06:00,386
L01-0168,P011,L01,2024-01-07 09:11:00,2024-01-07 20:11:00,173
L01-0169,P010,L01,2024-01-07 08:52:00,2024-01-08 00:52:00,324
L01-0170,P001,L01,2024-01-07 17:10:00,2024-01-08 09:10:00,194
L01-0171,P010,L01,2024-01-07 17:08:00,2024-01-08 04:08:00,167
L01-0172,P016,L01,2024-01-07 11:07:00,2024-01-08 02:07:00,256
L01-0173,P001,L01,2024-01-07 08:04:00,2024-01-07 19:04:00,234
L01-0174,P008,L01,2024-01-07 14:44:00,2024-01-07 21:44:00,341
L01-0175,P008,L01,2024-01-07 12:49:00,2024-01-07 21:49:00,157
L01-0176,P015,L01,2024-01-07 08:10:00,2024-01-07 17:10:00,230
L01-0177,P005,L01,2024-01-07 16:14:00,2024-01-08 10:14:00,321
L01-0178,P008,L01,2024-01-07 08:16:00,2024-01-07 19:16:00,122
L01-0179,P012,L01,2024-01-07 15:18:00,2024-01-08 09:18:00,198
L01-0180,P001,L01,2024-01-07 13:45:00,2024-01-07 19:45:00,378
L01-0181,P013,L01,2024-01-07 14:38:00,2024-01-07 20:38:00,358
L01-0182,P014,L01,2024-01-07 12:36:00,2024-01-08 00:36:00,365
L01-0183,P012,L01,2024-01-07 13:47:00,2024-01-08 00:47:00,227
L01-0184,P011,L01,2024-01-07 23:00:00,2024-01-08 05:28:00,230
L01-0185,P012,L01,2024-01-07 12:27:00,2024-01-08 01:27:00,325
L01-0186,P013,L01,2024-01-07 13:59:00,2024-01-07 20:59:00,308
L02-0123,P004,L02,2024-01-07 06:50:00,2024-01-07 12:50:00,298
L02-0124,P003,L02,2024-01-07 16:10:00,2024-01-08 01:10:00,340
L02-0125,P007,L02,2024-01-07 18:54:00,2024-01-08 10:54:00,124
L02-0126,P020,L02,2024-01-07 19:48:00,2024-01-08 06:48:00,155
L02-0127,P005,L02,2024-01-07 10:57:00,2024-01-07 21:30:00,164
L02-0128,P022,L02,2024-01-07 19:25:00,2024-01-08 10:25:00,161
L02-0129,P018,L02,2024-01-07 14:46:00,2024-01-08 04:46:00,201
L02-0130,P019,L02,2024-01-07 17:12:00,2024-01-08 08:12:00,81
L02-0131,P024,L02,2024-01-07 11:59:00,2024-01-08 05:59:00,92
L02-0132,P007,L02,2024-01-07 18:31:00,2024-01-08 10:31:00,339
L02-0133,P006,L02,2024-01-07 22:23:00,2024-01-08 03:44:00,130
L02-0134,P024,L02,2024-01-07 11:10:00,2024-01-07 19:10:00,261
L02-0135,P017,L02,2024-01-07 11:44:00,2024-01-08 05:44:00,248
L02-0136,P018,L02,2024-01-07 14:08:00,2024-01-08 09:08:00,132
L02-0137,P005,L02,2024-01-07 11:14:00,2024-01-08 05:14:00,102
L02-0138,P004,L02,2024-01-07 09:05:00,2024-01-08 01:05:00,391
L02-0139,P003,L02,2024-01-07 07:07:00,2024-01-07 15:07:00,135
L02-0140,P004,L02,2024-01-07 08:14:00,2024-01-07 18:14:00,141
L02-0141,P004,L02,2024-01-07 17:32:00,2024-01-08 10:32:00,284
L02-0142,P020,L02,2024-01-07 09:07:00,2024-01-07 18:07:00,168
L02-0143,P001,L02,2024-01-07 07:30:00,2024-01-07 18:30:00,378
L02-0144,P019,L02,2024-01-07 09:37:00,2024-01-07 20:37:00,162
L02-0145,P024,L02,2024-01-07 06:47:00,2024-01-07 20:47:00,219
L03-0122,P021,L03,2024-01-07 07:09:00,2024-01-08 02:09:00,114
L03-0123,P018,L03,2024-01-07 16:03:00,2024-01-08 10:03:00,140
L03-0124,P022,L03,2024-01-07 13:02:00,2024-01-08 06:02:00,131
L03-0125,P012,L03,2024-01-07 16:25:00,2024-01-07 21:30:00,396
L03-0126,P022,L03,2024-01-07 09:40:00,2024-01-07 21:30:00,242
L03-0127,P010,L03,2024-01-07 14:49:00,2024-01-08 07:49:00,388
L03-0128,P012,L03,2024-01-07 18:46:00,2024-01-08 10:46:00,172
L03-0129,P017,L03,2024-01-07 15:47:00,2024-01-07 21:30:00,188
L03-0130,P009,L03,2024-01-07 17:00:00,2024-01-08 09:00:00,341
L03-0131,P022,L03,2024-01-07 18:23:00,2024-01-08 04:23:00,194
L03-0132,P022,L03,2024-01-07 14:04:00,2024-01-08 09:04:00,151
L03-0133,P017,L03,2024-01-07 07:36:00,2024-01-08 01:36:00,111
L03-0134,P013,L03,2024-01-07 09:36:00,2024-01-07 20:36:00,275
L03-0135,P010,L03,2024-01-07 19:46:00,2024-01-08 05:46:00,160
L03-0136,P018,L03,2024-01-07 16:14:00,2024-01-08 06:14:00,174
L03-0137,P017,L03,2024-01-07 15:56:00,2024-01-07 21:56:00,226
L03-0138,P021,L03,2024-01-07 09:19:00,2024-01-07 21:30:00,274
L03-0139,P018,L03,2024-01-07 22:27:00,2024-01-08 03:49:00,357
L01-0187,P006,L01,2024-01-08 06:53:00,2024-01-08 21:30:00,340
L01-0188,P012,L01,2024-01-08 19:34:00,2024-01-09 02:34:00,125
L01-0189,P009,L01,2024-01-08 08:54:00,2024-01-08 21:30:00,375
L01-0190,P005,L01,2024-01-08 17:10:00,2024-01-09 03:10:00,147
L01-0191,P009,L01,2024-01-08 22:07:00,2024-01-09 03:04:00,99
L01-0192,P014,L01,2024-01-08 23:01:00,2024-01-09 01:31:00,345
L01-0193,P004,L01,2024-01-08 07:46:00,2024-01-08 13:46:00,282
L01-0194,P012,L01,2024-01-08 10:38:00,2024-01-08 21:30:00,247
L01-0195,P012,L01,2024-01-08 11:26:00,2024-01-09 02:26:00,191
L01-0196,P015,L01,2024-01-08 06:10:00,2024-01-08 17:10:00,335
L01-0197,P005,L01,2024-01-08 11:09:00,2024-01-09 03:09:00,159
L01-0198,P004,L01,2024-01-08 15:19:00,2024-01-09 10:19:00,300
L01-0199,P009,L01,2024-01-08 18:04:00,2024-01-09 12:04:00,325
L01-0200,P009,L01,2024-01-08 16:12:00,2024-01-09 04:12:00,301
L01-0201,P007,L01,2024-01-08 07:17:00,2024-01-09 02:17:00,262
L01-0202,P013,L01,2024-01-08 10:33:00,2024-01-08 19:33:00,279
L01-0203,P013,L01,2024-01-08 08:37:00,2024-01-09 02:37:00,123
L01-0204,P004,L01,2024-01-08 14:40:00,2024-01-09 03:40:00,299
L01-0205,P013,L01,2024-01-08 23:26:00,2024-01-09 01:24:00,219
L01-0206,P004,L01,2024-01-08 07:19:00,2024-01-08 19:19:00,347
L01-0207,P007,L01,2024-01-08 16:50:00,2024-01-09 09:50:00,228
L01-0208,P001,L01,2024-01-08 13:57:00,2024-01-09 01:57:00,253
L01-0209,P006,L01,2024-01-08 12:43:00,2024-01-09 06:43:00,378
L01-0210,P016,L01,2024-01-08 12:38:00,2024-01-09 02:38:00,400
L01-0211,P008,L01,2024-01-08 23:24:00,2024-01-09 04:40:00,234
L01-0212,P012,L01,2024-01-08 10:29:00,2024-01-08 21:30:00,230
L01-0213,P002,L01,2024-01-08 13:27:00,2024-01-09 03:27:00,138
L01-0214,P011,L01,2024-01-08 08:05:00,2024-01-08 21:30:00,80
L01-0215,P006,L01,2024-01-08 11:46:00,2024-01-09 00:46:00,315
L01-0216,P012,L01,2024-01-08 22:34:00,2024-01-09 07:09:00,113
L01-0217,P015,L01,2024-01-08 19:24:00,2024-01-09 09:24:00,142
L01-0218,P009,L01,2024-01-08 10:18:00,2024-01-08 21:18:00,172
L01-0219,P002,L01,2024-01-08 16:14:00,2024-01-09 10:14:00,383
L01-0220,P008,L01,2024-01-08 13:29:00,2024-01-09 06:29:00,195
L01-0221,P002,L01,2024-01-08 19:43:00,2024-01-09 05:43:00,192
L01-0222,P008,L01,2024-01-08 09:38:00,2024-01-08 21:30:00,321
L01-0223,P001,L01,2024-01-08 19:06:00,2024-01-09 08:06:00,189
L01-0224,P011,L01,2024-01-08 14:24:00,2024-01-09 09:24:00,183
L02-0146,P004,L02,2024-01-08 07:33:00,2024-01-08 15:33:00,242
L02-0147,P004,L02,2024-01-08 11:24:00,2024-01-09 02:24:00,320
L02-0148,P005,L02,2024-01-08 11:19:00,2024-01-09 00:19:00,120
L02-0149,P024,L02,2024-01-08 13:51:00,2024-01-09 08:51:00,223
L02-0150,P008,L02,2024-01-08 07:45:00,2024-01-09 02:45:00,257
L02-0151,P004,L02,2024-01-08 23:18:00,2024-01-09 01:10:00,161
L02-0152,P024,L02,2024-01-08 15:41:00,2024-01-08 21:41:00,83
L02-0153,P008,L02,2024-01-08 06:48:00,2024-01-08 12:48:00,87
L02-0154,P024,L02,2024-01-08 17:31:00,2024-01-09 07:31:00,153
L02-0155,P023,L02,2024-01-08 12:22:00,2024-01-08 19:22:00,225
L02-0156,P023,L02,2024-01-08 17:07:00,2024-01-08 21:30:00,255
L02-0157,P018,L02,2024-01-08 08:20:00,2024-01-08 21:20:00,298
L02-0158,P021,L02,2024-01-08 08:48:00,2024-01-08 21:30:00,125
L02-0159,P024,L02,2024-01-08 16:57:00,2024-01-09 11:57:00,359
L02-0160,P005,L02,2024-01-08 12:55:00,2024-01-09 00:55:00,327
L02-0161,P001,L02,2024-01-08 11:44:00,2024-01-08 17:44:00,113
L02-0162,P006,L02,2024-01-08 10:21:00,2024-01-08 16:21:00,184
L03-0140,P016,L03,2024-01-08 08:34:00,2024-01-09 02:34:00,219
L03-0141,P019,L03,2024-01-08 08:31:00,2024-01-08 14:31:00,177
L03-0142,P021,L03,2024-01-08 18:30:00,2024-01-09 00:30:00,360
L03-0143,P017,L03,2024-01-08 16:11:00,2024-01-09 10:11:00,154
L03-0144,P021,L03,2024-01-08 19:47:00,2024-01-09 02:47:00,101
L03-0145,P012,L03,2024-01-08 17:56:00,2024-01-09 07:56:00,234
L03-0146,P020,L03,2024-01-08 11:30:00,2024-01-08 19:30:00,292
L03-0147,P009,L03,2024-01-08 23:42:00,2024-01-09 06:11:00,352
L03-0148,P010,L03,2024-01-08 16:30:00,2024-01-09 05:30:00,180
L03-0149,P022,L03,2024-01-08 07:43:00,2024-01-08 13:43:00,198
L03-0150,P016,L03,2024-01-08 11:13:00,2024-01-09 03:13:00,228
L03-0151,P018,L03,2024-01-08 13:44:00,2024-01-08 20:44:00,149
L03-0152,P018,L03,2024-01-08 15:22:00,2024-01-08 21:30:00,353
L03-0153,P020,L03,2024-01-08 14:37:00,2024-01-09 02:37:00,377
L03-0154,P012,L03,2024-01-08 07:41:00,2024-01-08 21:30:00,396
L03-0155,P011,L03,2024-01-08 12:05:00,2024-01-09 03:05:00,296
L03-0156,P009,L03,2024-01-08 10:04:00,2024-01-08 21:04:00,232
L03-0157,P022,L03,2024-01-08 07:17:00,2024-01-08 20:17:00,187
L03-0158,P012,L03,2024-01-08 16:31:00,2024-01-09 02:31:00,350
L03-0159,P018,L03,2024-01-08 17:57:00,2024-01-09 02:57:00,288
L03-0160,P016,L03,2024-01-08 22:53:00,2024-01-09 05:29:00,170
L03-0161,P011,L03,2024-01-08 07:11:00,2024-01-08 21:30:00,122
L03-0162,P015,L03,2024-01-08 06:27:00,2024-01-08 13:27:00,147
L03-0163,P010,L03,2024-01-08 12:32:00,2024-01-09 01:32:00,166
L01-0225,P005,L01,2024-01-09 16:06:00,2024-01-09 21:30:00,331
L01-0226,P013,L01,2024-01-09 10:01:00,2024-01-10 05:01:00,273
L01-0227,P002,L01,2024-01-09 18:17:00,2024-01-10 10:17:00,332
L01-0228,P007,L01,2024-01-09 09:55:00,2024-01-10 04:55:00,394
L01-0229,P001,L01,2024-01-09 22:26:00,2024-01-10 07:32:00,252
L01-0230,P008,L01,2024-01-09 08:05:00,2024-01-10 03:05:00,141
L01-0231,P004,L01,2024-01-09 06:06:00,2024-01-09 21:30:00,244
L01-0232,P006,L01,2024-01-09 10:09:00,2024-01-10 05:09:00,173
L01-0233,P008,L01,2024-01-09 22:12:00,2024-01-10 01:43:00,383
L01-0234,P006,L01,2024-01-09 17:30:00,2024-01-09 21:30:00,109
L01-0235,P007,L01,2024-01-09 06:55:00,2024-01-09 21:30:00,241
L01-0236,P013,L01,2024-01-09 19:15:00,2024-01-10 13:15:00,241
L01-0237,P013,L01,2024-01-09 08:26:00,2024-01-09 15:26:00,169
L01-0238,P001,L01,2024-01-09 18:23:00,2024-01-10 04:23:00,250
L01-0239,P007,L01,2024-01-09 09:11:00,2024-01-10 00:11:00,176
L01-0240,P014,L01,2024-01-09 22:23:00,2024-01-10 04:12:00,309
L01-0241,P009,L01,2024-01-09 15:30:00,2024-01-10 06:30:00,199
L01-0242,P004,L01,2024-01-09 09:24:00,2024-01-09 19:24:00,177
L01-0243,P010,L01,2024-01-09 16:39:00,2024-01-10 03:39:00,112
L01-0244,P003,L01,2024-01-09 17:15:00,2024-01-10 01:15:00,93
L01-0245,P001,L01,2024-01-09 18:44:00,2024-01-10 00:44:00,261
L01-0246,P011,L01,2024-01-09 22:57:00,2024-01-10 02:40:00,319
L01-0247,P009,L01,2024-01-09 22:48:00,2024-01-10 07:56:00,152
L01-0248,P013,L01,2024-01-09 14:24:00,2024-01-10 05:24:00,299
L01-0249,P006,L01,2024-01-09 19:31:00,2024-01-10 03:31:00,115
L02-0163,P017,L02,2024-01-09 22:16:00,2024-01-10 02:11:00,372
L02-0164,P008,L02,2024-01-09 11:58:00,2024-01-09 21:58:00,189
L02-0165,P018,L02,2024-01-09 22:36:00,2024-01-10 01:13:00,144
L02-0166,P006,L02,2024-01-09 14:59:00,2024-01-10 00:59:00,378
L02-0167,P001,L02,2024-01-09 17:31:00,2024-01-10 12:31:00,180
L02-0168,P002,L02,2024-01-09 06:45:00,2024-01-09 21:30:00,351
L02-0169,P023,L02,2024-01-09 08:26:00,2024-01-09 15:26:00,326
L02-0170,P018,L02,2024-01-09 16:18:00,2024-01-09 21:30:00,378
L02-0171,P005,L02,2024-01-09 23:59:00,2024-01-10 04:46:00,91
L02-0172,P005,L02,2024-01-09 07:08:00,2024-01-09 13:08:00,294
L02-0173,P001,L02,2024-01-09 16:48:00,2024-01-10 06:48:00,246
L02-0174,P024,L02,2024-01-09 23:45:00,2024-01-10 02:58:00,212
L02-0175,P002,L02,2024-01-09 23:26:00,2024-01-10 04:15:00,391
L02-0176,P021,L02,2024-01-09 11:02:00,2024-01-10 05:02:00,139
L02-0177,P004,L02,2024-01-09 09:55:00,2024-01-09 20:55:00,322
L02-0178,P006,L02,2024-01-09 10:03:00,2024-01-09 21:03:00,230
L02-0179,P005,L02,2024-01-09 09:02:00,2024-01-09 17:02:00,326
L03-0164,P014,L03,2024-01-09 08:55:00,2024-01-10 03:55:00,116
L03-0165,P016,L03,2024-01-09 11:43:00,2024-01-09 20:43:00,98
L03-0166,P022,L03,2024-01-09 08:48:00,2024-01-09 14:48:00,101
L03-0167,P024,L03,2024-01-09 10:15:00,2024-01-09 16:15:00,292
L03-0168,P013,L03,2024-01-09 22:56:00,2024-01-10 02:53:00,163
L03-0169,P019,L03,2024-01-09 08:07:00,2024-01-09 21:30:00,187
L03-0170,P024,L03,2024-01-09 16:28:00,2024-01-10 00:28:00,308
L03-0171,P009,L03,2024-01-09 07:45:00,2024-01-09 19:45:00,180
L03-0172,P021,L03,2024-01-09 18:46:00,2024-01-10 12:46:00,375
L03-0173,P016,L03,2024-01-09 22:35:00,2024-01-10 07:39:00,384
L03-0174,P024,L03,2024-01-09 10:21:00,2024-01-10 01:21:00,225
L03-0175,P018,L03,2024-01-09 10:11:00,2024-01-09 21:30:00,368
L03-0176,P022,L03,2024-01-09 12:42:00,2024-01-10 02:42:00,101
L03-0177,P011,L03,2024-01-09 22:39:00,2024-01-10 01:20:00,268
L03-0178,P011,L03,2024-01-09 23:47:00,2024-01-10 07:53:00,320
L03-0179,P023,L03,2024-01-09 12:08:00,2024-01-10 05:08:00,182
L03-0180,P017,L03,2024-01-09 18:32:00,2024-01-10 06:32:00,175
L03-0181,P017,L03,2024-01-09 22:22:00,2024-01-10 04:15:00,293
L03-0182,P011,L03,2024-01-09 11:41:00,2024-01-09 20:41:00,178
L03-0183,P012,L03,2024-01-09 14:14:00,2024-01-10 00:14:00,302
L03-0184,P022,L03,2024-01-09 13:01:00,2024-01-10 00:01:00,173
L03-0185,P013,L03,2024-01-09 14:17:00,2024-01-10 03:17:00,119
L03-0186,P018,L03,2024-01-09 18:21:00,2024-01-10 00:21:00,308
L01-0250,P007,L01,2024-01-10 13:09:00,2024-01-11 07:09:00,320
L01-0251,P008,L01,2024-01-10 15:01:00,2024-01-10 21:30:00,367
L01-0252,P009,L01,2024-01-10 10:18:00,2024-01-10 18:18:00,302
L01-0253,P001,L01,2024-01-10 07:42:00,2024-01-10 21:30:00,106
L01-0254,P003,L01,2024-01-10 08:11:00,2024-01-11 03:11:00,132
L01-0255,P012,L01,2024-01-10 15:12:00,2024-01-11 01:12:00,274
L01-0256,P013,L01,2024-01-10 22:04:00,2024-01-11 06:37:00,93
L01-0257,P001,L01,2024-01-10 23:43:00,2024-01-11 07:56:00,180
L01-0258,P009,L01,2024-01-10 16:14:00,2024-01-11 04:14:00,360
L01-0259,P002,L01,2024-01-10 12:47:00,2024-01-11 01:47:00,259
L01-0260,P012,L01,2024-01-10 12:37:00,2024-01-11 06:37:00,278
L01-0261,P014,L01,2024-01-10 23:23:00,2024-01-11 03:00:00,138
L01-0262,P014,L01,2024-01-10 08:17:00,2024-01-10 17:17:00,136
L01-0263,P010,L01,2024-01-10 17:29:00,2024-01-11 07:29:00,375
L01-0264,P011,L01,2024-01-10 23:04:00,2024-01-11 01:24:00,319
L01-0265,P015,L01,2024-01-10 07:23:00,2024-01-11 02:23:00,186
L01-0266,P010,L01,2024-01-10 08:07:00,2024-01-10 21:30:00,214
L01-0267,P008,L01,2024-01-10 12:09:00,2024-01-10 21:30:00,180
L01-0268,P013,L01,2024-01-10 23:44:00,2024-01-11 03:05:00,301
L01-0269,P010,L01,2024-01-10 17:22:00,2024-01-11 06:22:00,262
L01-0270,P014,L01,2024-01-10 22:10:00,2024-01-11 05:04:00,245
L01-0271,P009,L01,2024-01-10 16:00:00,2024-01-11 08:00:00,80
L01-0272,P014,L01,2024-01-10 06:42:00,2024-01-10 21:30:00,104
L01-0273,P001,L01,2024-01-10 22:53:00,2024-01-11 01:32:00,354
L01-0274,P001,L01,2024-01-10 12:32:00,2024-01-11 04:32:00,216
L01-0275,P002,L01,2024-01-10 18:29:00,2024-01-11 00:29:00,240
L02-0180,P005,L02,2024-01-10 18:21:00,2024-01-11 00:21:00,128
L02-0181,P008,L02,2024-01-10 08:36:00,2024-01-10 21:30:00,122
L02-0182,P002,L02,2024-01-10 19:50:00,2024-01-11 02:50:00,156
L02-0183,P023,L02,2024-01-10 13:00:00,2024-01-10 20:00:00,95
L02-0184,P002,L02,2024-01-10 08:59:00,2024-01-10 17:59:00,94
L02-0185,P019,L02,2024-01-10 07:04:00,2024-01-11 00:04:00,270
L02-0186,P023,L02,2024-01-10 17:21:00,2024-01-11 06:21:00,83
L02-0187,P019,L02,2024-01-10 08:59:00,2024-01-11 03:59:00,162
L02-0188,P021,L02,2024-01-10 13:07:00,2024-01-11 00:07:00,258
L02-0189,P005,L02,2024-01-10 09:47:00,2024-01-11 00:47:00,321
L02-0190,P022,L02,2024-01-10 11:48:00,2024-01-10 19:48:00,159
L02-0191,P007,L02,2024-01-10 16:17:00,2024-01-11 10:17:00,185
L02-0192,P001,L02,2024-01-10 13:40:00,2024-01-11 07:40:00,392
L02-0193,P006,L02,2024-01-10 08:32:00,2024-01-11 02:32:00,236
L02-0194,P006,L02,2024-01-10 22:14:00,2024-01-11 07:31:00,123
L02-0195,P017,L02,2024-01-10 06:45:00,2024-01-10 13:45:00,111
L02-0196,P005,L02,2024-01-10 08:50:00,2024-01-10 15:50:00,129
L02-0197,P008,L02,2024-01-10 18:06:00,2024-01-11 00:06:00,97
L02-0198,P007,L02,2024-01-10 15:15:00,2024-01-11 07:15:00,98
L02-0199,P006,L02,2024-01-10 17:52:00,2024-01-11 07:52:00,230
L02-0200,P020,L02,2024-01-10 10:11:00,2024-01-11 05:11:00,99
L02-0201,P005,L02,2024-01-10 14:24:00,2024-01-11 02:24:00,295
L03-0187,P021,L03,2024-01-10 09:47:00,2024-01-11 02:47:00,280
L03-0188,P014,L03,2024-01-10 06:36:00,2024-01-10 21:30:00,112
L03-0189,P016,L03,2024-01-10 17:31:00,2024-01-11 12:31:00,360
L03-0190,P022,L03,2024-01-10 10:05:00,2024-01-10 21:05:00,270
L03-0191,P018,L03,2024-01-10 06:44:00,2024-01-11 00:44:00,345
L03-0192,P009,L03,2024-01-10 19:35:00,2024-01-11 05:35:00,188
L03-0193,P009,L03,2024-01-10 17:51:00,2024-01-10 21:30:00,312
L03-0194,P016,L03,2024-01-10 09:22:00,2024-01-10 19:22:00,96
L03-0195,P015,L03,2024-01-10 22:11:00,2024-01-11 02:22:00,374
L03-0196,P022,L03,2024-01-10 19:59:00,2024-01-11 04:59:00,383
L03-0197,P018,L03,2024-01-10 07:02:00,2024-01-11 00:02:00,354
L03-0198,P021,L03,2024-01-10 11:48:00,2024-01-11 04:48:00,264
L03-0199,P018,L03,2024-01-10 07:54:00,2024-01-11 02:54:00,140
L03-0200,P014,L03,2024-01-10 22:57:00,2024-01-11 07:55:00,363
L03-0201,P019,L03,2024-01-10 19:33:00,2024-01-11 09:33:00,147
L03-0202,P018,L03,2024-01-10 15:29:00,2024-01-10 21:30:00,90
L03-0203,P020,L03,2024-01-10 16:57:00,2024-01-11 04:57:00,346
L01-0276,P010,L01,2024-01-11 09:59:00,2024-01-11 18:59:00,192
L01-0277,P016,L01,2024-01-11 08:48:00,2024-01-11 19:48:00,327
L01-0278,P011,L01,2024-01-11 14:26:00,2024-01-11 21:30:00,389
L01-0279,P015,L01,2024-01-11 18:56:00,2024-01-12 11:56:00,161
L01-0280,P001,L01,2024-01-11 14:36:00,2024-01-12 04:36:00,244
L01-0281,P009,L01,2024-01-11 23:02:00,2024-01-12 07:54:00,267
L01-0282,P013,L01,2024-01-11 08:22:00,2024-01-11 18:22:00,83
L01-0283,P011,L01,2024-01-11 10:30:00,2024-01-11 16:30:00,220
L01-0284,P015,L01,2024-01-11 17:14:00,2024-01-12 00:14:00,249
L01-0285,P008,L01,2024-01-11 06:58:00,2024-01-11 18:58:00,135
L01-0286,P011,L01,2024-01-11 19:17:00,2024-01-12 08:17:00,254
L01-0287,P007,L01,2024-01-11 07:38:00,2024-01-11 21:30:00,384
L01-0288,P014,L01,2024-01-11 13:41:00,2024-01-12 08:41:00,88
L01-0289,P002,L01,2024-01-11 09:27:00,2024-01-12 03:27:00,89
L01-0290,P005,L01,2024-01-11 14:40:00,2024-01-11 21:40:00,319
L01-0291,P002,L01,2024-01-11 15:36:00,2024-01-12 01:36:00,207
L01-0292,P012,L01,2024-01-11 23:05:00,2024-01-12 04:39:00,105
L01-0293,P004,L01,2024-01-11 23:39:00,2024-01-12 04:38:00,321
