response_id,invitation_id,response_date,score,primary_theme
RESP0000550,INV0001554,2025-01-07,4,pricing_transparency
RESP0000551,INV0001557,2025-01-07,4,customer_support_speed
RESP0000552,INV0001561,2025-01-05,10,
RESP0000553,INV0001563,2025-01-04,3,mobile_app_performance
RESP0000554,INV0001569,2025-01-04,6,api_stability
RESP0000555,INV0001577,2025-01-09,8,
RESP0000556,INV0001578,2025-01-07,2,pricing_transparency
RESP0000557,INV0001588,2025-01-10,9,
RESP0000558,INV0001589,2025-01-03,4,mobile_app_performance
RESP0000559,INV0001594,2025-01-06,7,
RESP0000560,INV0001595,2025-01-07,6,api_stability
RESP0000561,INV0001605,2025-01-04,4,feature_discoverability
RESP0000562,INV0001609,2025-01-06,7,
RESP0000563,INV0001610,2025-01-03,8,
RESP0000564,INV0001612,2025-01-07,9,
RESP0000565,INV0001615,2025-01-05,8,
RESP0000566,INV0001616,2025-01-07,9,
RESP0000567,INV0001618,2025-01-10,8,
RESP0000568,INV0001621,2025-01-07,10,
RESP0000569,INV0001625,2025-01-08,4,feature_discoverability
RESP0000570,INV0001628,2025-01-04,1,reporting_accuracy
RESP0000571,INV0001631,2025-01-06,9,
RESP0000572,INV0001632,2025-01-08,9,
RESP0000573,INV0001633,2025-01-06,9,
RESP0000574,INV0001635,2025-01-02,9,
RESP0000575,INV0001644,2025-01-09,7,
RESP0000576,INV0001647,2025-01-10,9,
RESP0000577,INV0001650,2025-01-05,10,
RESP0000578,INV0001651,2025-01-06,6,onboarding_experience
RESP0000579,INV0001656,2025-01-03,10,
RESP0000580,INV0001658,2025-01-06,4,feature_discoverability
RESP0000581,INV0001659,2025-01-06,7,
RESP0000582,INV0001660,2025-01-11,0,pricing_transparency
RESP0000583,INV0001661,2025-01-08,10,
RESP0000584,INV0001665,2025-01-07,1,feature_discoverability
RESP0000585,INV0001668,2025-01-11,5,onboarding_experience
RESP0000586,INV0001671,2025-01-09,1,customer_support_speed
RESP0000587,INV0001672,2025-01-07,8,
RESP0000588,INV0001673,2025-01-11,4,pricing_transparency
RESP0000589,INV0001674,2025-01-10,10,
RESP0000590,INV0001677,2025-01-08,7,
RESP0000591,INV0001683,2025-01-06,3,mobile_app_performance
RESP0000592,INV0001684,2025-01-04,2,mobile_app_performance
RESP0000593,INV0001688,2025-01-07,4,data_export_reliability
RESP0000594,INV0001690,2025-01-06,8,
RESP0000595,INV0001696,2025-01-11,5,data_export_reliability
RESP0000596,INV0001698,2025-01-07,1,mobile_app_performance
RESP0000597,INV0001700,2025-01-10,4,data_export_reliability
RESP0000598,INV0001702,2025-01-11,6,pricing_transparency
RESP0000599,INV0001704,2025-01-03,10,
RESP0000600,INV0001706,2025-01-04,9,
RESP0000601,INV0001709,2025-01-08,10,
RESP0000602,INV0001715,2025-01-02,10,
RESP0000603,INV0001716,2025-01-07,5,feature_discoverability
RESP0000604,INV0001717,2025-01-08,9,
RESP0000605,INV0001722,2025-01-04,1,data_export_reliability
RESP0000606,INV0001726,2025-01-05,10,
RESP0000607,INV0001727,2025-01-10,7,
RESP0000608,INV0001728,2025-01-08,0,customer_support_speed
RESP0000609,INV0001730,2025-01-05,7,
RESP0000610,INV0001731,2025-01-05,8,
RESP0000611,INV0001733,2025-01-08,2,pricing_transparency
RESP0000612,INV0001736,2025-01-08,7,
RESP0000613,INV0001737,2025-01-09,6,mobile_app_performance
RESP0000614,INV0001738,2025-01-05,3,mobile_app_performance
RESP0000615,INV0001739,2025-01-03,8,
RESP0000616,INV0001740,2025-01-10,4,mobile_app_performance
RESP0000617,INV0001742,2025-01-06,8,
RESP0000618,INV0001746,2025-01-09,0,mobile_app_performance
RESP0000619,INV0001749,2025-01-09,9,
RESP0000620,INV0001751,2025-01-07,10,
RESP0000621,INV0001755,2025-01-09,7,
RESP0000622,INV0001757,2025-01-08,10,
RESP0000623,INV0001759,2025-01-09,8,
RESP0000624,INV0001760,2025-01-08,7,
RESP0000625,INV0001762,2025-01-10,9,
RESP0000626,INV0001765,2025-01-02,3,pricing_transparency
RESP0000627,INV0001766,2025-01-08,8,
RESP0000628,INV0001767,2025-01-04,10,
RESP0000629,INV0001768,2025-01-10,0,pricing_transparency
RESP0000630,INV0001771,2025-01-09,10,
RESP0000631,INV0001777,2025-01-12,10,
RESP0000632,INV0001778,2025-01-06,0,customer_support_speed
RESP0000633,INV0001781,2025-01-04,0,mobile_app_performance
RESP0000634,INV0001783,2025-01-08,10,
RESP0000635,INV0001785,2025-01-08,8,
RESP0000636,INV0001789,2025-01-08,10,
RESP0000637,INV0001791,2025-01-06,2,mobile_app_performance
RESP0000638,INV0001809,2025-01-05,4,customer_support_speed
RESP0000639,INV0001811,2025-01-10,7,
RESP0000640,INV0001812,2025-01-10,7,
RESP0000641,INV0001813,2025-01-11,10,
RESP0000642,INV0001817,2025-01-06,7,
RESP0000643,INV0001820,2025-01-03,8,
RESP0000644,INV0001824,2025-01-10,9,
RESP0000645,INV0001826,2025-01-02,2,mobile_app_performance
RESP0000646,INV0001828,2025-01-07,3,mobile_app_performance
RESP0000647,INV0001830,2025-01-07,9,
RESP0000648,INV0001832,2025-01-08,7,
RESP0000649,INV0001834,2025-01-08,10,
RESP0000650,INV0001835,2025-01-12,7,
RESP0000651,INV0001837,2025-01-05,1,mobile_app_performance
RESP0000652,INV0001839,2025-01-12,8,
RESP0000653,INV0001841,2025-01-07,7,
RESP0000654,INV0001844,2025-01-06,9,
RESP0000655,INV0001845,2025-01-11,10,
RESP0000656,INV0001846,2025-01-08,7,
RESP0000657,INV0001852,2025-01-04,10,
RESP0000658,INV0001854,2025-01-06,2,onboarding_experience
RESP0000659,INV0001855,2025-01-05,2,pricing_transparency
RESP0000660,INV0001856,2025-01-10,3,pricing_transparency
RESP0000661,INV0001858,2025-01-10,10,
RESP0000662,INV0001861,2025-01-06,8,
RESP0000663,INV0001863,2025-01-11,7,
RESP0000664,INV0001868,2025-01-03,7,
RESP0000665,INV0001870,2025-01-07,8,
RESP0000666,INV0001871,2025-01-06,7,
RESP0000667,INV0001873,2025-01-09,8,
RESP0000668,INV0001875,2025-01-10,9,
RESP0000669,INV0001879,2025-01-09,8,
RESP0000670,INV0001880,2025-01-08,10,
RESP0000671,INV0001881,2025-01-08,9,
RESP0000672,INV0001883,2025-01-08,7,
RESP0000673,INV0001885,2025-01-07,1,mobile_app_performance
RESP0000674,INV0001887,2025-01-06,10,
RESP0000675,INV0001888,2025-01-07,4,mobile_app_performance
RESP0000676,INV0001893,2025-01-12,10,
RESP0000677,INV0001896,2025-01-11,4,onboarding_experience
RESP0000678,INV0001898,2025-01-10,4,mobile_app_performance
RESP0000679,INV0001905,2025-01-03,0,mobile_app_performance
RESP0000680,INV0001906,2025-01-05,2,mobile_app_performance
RESP0000681,INV0001908,2025-01-10,0,onboarding_experience
RESP0000682,INV0001910,2025-01-08,8,
RESP0000683,INV0001914,2025-01-09,4,pricing_transparency
RESP0000684,INV0001915,2025-01-06,8,
RESP0000685,INV0001918,2025-01-10,9,
RESP0000686,INV0001926,2025-01-02,7,
RESP0000687,INV0001929,2025-01-06,4,feature_discoverability
RESP0000688,INV0001930,2025-01-02,9,
RESP0000689,INV0001932,2025-01-08,7,
RESP0000690,INV0001933,2025-01-04,7,
RESP0000691,INV0001935,2025-01-04,8,
RESP0000692,INV0001938,2025-01-09,7,
RESP0000693,INV0001940,2025-01-09,9,
RESP0000694,INV0001942,2025-01-06,9,
RESP0000695,INV0001945,2025-01-06,10,
RESP0000696,INV0001951,2025-01-07,9,
RESP0000697,INV0001955,2025-01-11,5,mobile_app_performance
RESP0000698,INV0001957,2025-01-09,10,
RESP0000699,INV0001958,2025-01-06,2,customer_support_speed
RESP0000700,INV0001962,2025-01-10,9,
RESP0000701,INV0001966,2025-01-05,3,customer_support_speed
RESP0000702,INV0001968,2025-01-08,7,
RESP0000703,INV0001969,2025-01-02,0,data_export_reliability
RESP0000704,INV0001971,2025-01-09,9,
RESP0000705,INV0001975,2025-01-09,1,customer_support_speed
RESP0000706,INV0001979,2025-01-04,3,mobile_app_performance
RESP0000707,INV0001981,2025-01-08,8,
RESP0000708,INV0001982,2025-01-04,8,
RESP0000709,INV0001983,2025-01-09,7,
RESP0000710,INV0001984,2025-01-11,10,
RESP0000711,INV0001987,2025-01-10,9,
RESP0000712,INV0001988,2025-01-08,8,
RESP0000713,INV0001989,2025-01-03,2,pricing_transparency
RESP0000714,INV0001992,2025-01-02,10,
RESP0000715,INV0001997,2025-01-07,5,feature_discoverability
RESP0000716,INV0001999,2025-01-09,3,customer_support_speed
RESP0000717,INV0002000,2025-01-06,4,pricing_transparency
RESP0000718,INV0002001,2025-01-08,7,
RESP0000719,INV0002004,2025-01-06,9,
RESP0000720,INV0002005,2025-01-06,9,
RESP0000721,INV0002007,2025-01-03,6,reporting_accuracy
RESP0000722,INV0002010,2025-01-06,9,
RESP0000723,INV0002014,2025-01-04,7,
RESP0000724,INV0002015,2025-01-06,10,
RESP0000725,INV0002017,2025-01-05,7,
RESP0000726,INV0002023,2025-01-04,7,
RESP0000727,INV0002026,2025-01-04,7,
RESP0000728,INV0002029,2025-01-11,9,
RESP0000729,INV0002031,2025-01-06,9,
RESP0000730,INV0002032,2025-01-09,9,
RESP0000731,INV0002033,2025-01-04,7,
RESP0000732,INV0002036,2025-01-11,10,
RESP0000733,INV0002039,2025-01-08,8,
RESP0000734,INV0002040,2025-01-05,1,
RESP0000735,INV0002043,2025-01-06,9,
RESP0000736,INV0002046,2025-01-09,8,
RESP0000737,INV0002054,2025-01-02,9,
RESP0000738,INV0002058,2025-01-09,10,
RESP0000739,INV0002059,2025-01-08,9,
RESP0000740,INV0002060,2025-01-02,9,
RESP0000741,INV0002061,2025-01-04,5,mobile_app_performance
RESP0000742,INV0002064,2025-01-08,7,
RESP0000743,INV0002065,2025-01-03,4,data_export_reliability
RESP0000744,INV0002069,2025-01-06,10,
RESP0000745,INV0002071,2025-01-04,7,
RESP0000746,INV0002075,2025-01-03,7,
RESP0000747,INV0002077,2025-01-09,9,
RESP0000748,INV0002078,2025-01-07,6,mobile_app_performance
RESP0000749,INV0002080,2025-01-09,10,
RESP0000750,INV0002093,2025-01-11,10,
RESP0000751,INV0002095,2025-01-07,10,
RESP0000752,INV0002099,2025-01-03,1,customer_support_speed
RESP0000753,INV0002102,2025-01-08,10,
RESP0000754,INV0002103,2025-01-06,1,data_export_reliability
RESP0000755,INV0002107,2025-01-05,10,
RESP0000756,INV0002108,2025-01-10,7,
RESP0000757,INV0002109,2025-01-07,9,
RESP0000758,INV0002111,2025-01-05,8,
RESP0000759,INV0002112,2025-01-10,7,
RESP0000760,INV0002114,2025-01-10,9,
RESP0000761,INV0002118,2025-01-09,9,
RESP0000762,INV0002125,2025-01-05,9,
RESP0000763,INV0002127,2025-01-10,8,
RESP0000764,INV0002130,2025-01-07,0,customer_support_speed
RESP0000765,INV0002132,2025-01-07,9,
RESP0000766,INV0002138,2025-01-06,9,
RESP0000767,INV0002141,2025-01-04,9,
RESP0000768,INV0002143,2025-01-06,7,
RESP0000769,INV0002147,2025-01-08,10,
RESP0000770,INV0002150,2025-01-11,10,
RESP0000771,INV0002152,2025-01-10,3,mobile_app_performance
RESP0000772,INV0002153,2025-01-12,7,
RESP0000773,INV0002154,2025-01-12,5,mobile_app_performance
RESP0000774,INV0002155,2025-01-09,8,
RESP0000775,INV0002156,2025-01-04,7,
RESP0000776,INV0002159,2025-01-04,10,
RESP0000777,INV0002163,2025-01-09,9,
RESP0000778,INV0002176,2025-01-04,8,
RESP0000779,INV0002178,2025-01-02,7,
RESP0000780,INV0002179,2025-01-10,6,onboarding_experience
RESP0000781,INV0002181,2025-01-08,10,
RESP0000782,INV0002186,2025-01-06,8,
RESP0000783,INV0002187,2025-01-11,9,
RESP0000784,INV0002189,2025-01-04,5,data_export_reliability
RESP0000785,INV0002190,2025-01-09,5,mobile_app_performance
RESP0000786,INV0002192,2025-01-04,10,
RESP0000787,INV0002199,2025-01-09,10,
RESP0000788,INV0002206,2025-01-08,9,
RESP0000789,INV0002207,2025-01-06,9,
RESP0000790,INV0002209,2025-01-09,8,
RESP0000791,INV0002211,2025-01-09,10,
RESP0000792,INV0002215,2025-01-10,7,
RESP0000793,INV0002218,2025-01-09,7,
RESP0000794,INV0002219,2025-01-07,9,
RESP0000795,INV0002221,2025-01-10,9,
RESP0000796,INV0002222,2025-01-06,9,
RESP0000797,INV0002223,2025-01-05,9,
RESP0000798,INV0002226,2025-01-10,0,onboarding_experience
RESP0000799,INV0002227,2025-01-09,5,data_export_reliability
RESP0000800,INV0002232,2025-01-06,10,
RESP0000801,INV0002233,2025-01-07,9,
RESP0000802,INV0002235,2025-01-05,9,
RESP0000803,INV0002244,2025-01-04,0,pricing_transparency
RESP0000804,INV0002245,2025-01-05,10,
RESP0000805,INV0002249,2025-01-08,4,data_export_reliability
RESP0000806,INV0002251,2025-01-03,7,
RESP0000807,INV0002258,2025-01-07,10,
RESP0000808,INV0002263,2025-01-04,2,mobile_app_performance
RESP0000809,INV0002265,2025-01-03,7,
RESP0000810,INV0002266,2025-01-07,9,
RESP0000811,INV0002268,2025-01-06,7,
RESP0000812,INV0002270,2025-01-05,9,
RESP0000813,INV0002272,2025-01-05,7,
RESP0000814,INV0002276,2025-01-05,3,api_stability
RESP0000815,INV0002278,2025-01-07,3,api_stability
RESP0000816,INV0002288,2025-01-05,9,
RESP0000817,INV0002289,2025-01-06,7,
RESP0000818,INV0002290,2025-01-08,4,reporting_accuracy
RESP0000819,INV0002300,2025-01-07,8,
RESP0000820,INV0002301,2025-01-07,8,
RESP0000821,INV0002302,2025-01-06,8,
RESP0000822,INV0002303,2025-01-08,2,data_export_reliability
RESP0000823,INV0002304,2025-01-05,7,
RESP0000824,INV0002307,2025-01-04,7,
RESP0000825,INV0002311,2025-01-06,10,
RESP0000826,INV0002313,2025-01-11,9,
RESP0000827,INV0002315,2025-01-05,8,
RESP0000828,INV0002322,2025-01-07,8,
RESP0000829,INV0002327,2025-01-08,9,
RESP0000830,INV0002329,2025-01-06,9,
RESP0000831,INV0002330,2025-01-08,10,
RESP0000832,INV0002332,2025-01-09,10,
RESP0000833,INV0002333,2025-01-03,0,customer_support_speed
RESP0000834,INV0002337,2025-01-08,7,
RESP0000835,INV0002338,2025-01-12,1,customer_support_speed
RESP0000836,INV0002344,2025-01-05,9,
RESP0000837,INV0002347,2025-01-11,4,onboarding_experience
RESP0000838,INV0002349,2025-01-04,9,
RESP0000839,INV0002350,2025-01-08,7,
RESP0000840,INV0002351,2025-01-06,8,
RESP0000841,INV0002354,2025-01-07,10,
RESP0000842,INV0002355,2025-01-06,9,
RESP0000843,INV0002356,2025-01-09,10,
RESP0000844,INV0002358,2025-01-04,0,mobile_app_performance
RESP0000845,INV0002365,2025-01-06,5,customer_support_speed
RESP0000846,INV0002367,2025-01-10,5,pricing_transparency
RESP0000847,INV0002368,2025-01-05,9,
RESP0000848,INV0002375,2025-01-06,9,
RESP0000849,INV0002376,2025-01-03,5,pricing_transparency
RESP0000850,INV0002379,2025-01-06,9,
RESP0000851,INV0002380,2025-01-05,10,
RESP0000852,INV0002382,2025-01-10,10,
RESP0000853,INV0002384,2025-01-03,9,
RESP0000854,INV0002385,2025-01-07,7,
RESP0000855,INV0002389,2025-01-09,9,
RESP0000856,INV0002391,2025-01-07,7,
RESP0000857,INV0002395,2025-01-07,8,
RESP0000858,INV0002400,2025-01-09,3,feature_discoverability
RESP0000859,INV0002404,2025-01-07,0,mobile_app_performance
RESP0000860,INV0002405,2025-01-04,10,
RESP0000861,INV0002411,2025-01-07,10,
RESP0000862,INV0002415,2025-01-09,7,
RESP0000863,INV0002419,2025-01-04,7,
RESP0000864,INV0002421,2025-01-08,3,mobile_app_performance
RESP0000865,INV0002422,2025-01-08,6,mobile_app_performance
RESP0000866,INV0002425,2025-01-02,8,
RESP0000867,INV0002432,2025-01-08,10,
RESP0000868,INV0002433,2025-01-06,2,onboarding_experience
RESP0000869,INV0002439,2025-01-07,1,customer_support_speed
RESP0000870,INV0002443,2025-01-05,5,onboarding_experience
RESP0000871,INV0002450,2025-01-04,7,
RESP0000872,INV0002451,2025-01-03,8,
RESP0000873,INV0002453,2025-01-05,1,feature_discoverability
RESP0000874,INV0002455,2025-01-08,0,onboarding_experience
RESP0000875,INV0002457,2025-01-04,10,
RESP0000876,INV0002460,2025-01-06,4,pricing_transparency
RESP0000877,INV0002461,2025-01-09,10,
RESP0000878,INV0002465,2025-01-06,6,data_export_reliability
RESP0000879,INV0002470,2025-01-10,8,
RESP0000880,INV0002472,2025-01-07,9,
RESP0000881,INV0002473,2025-01-06,10,
RESP0000882,INV0002474,2025-01-06,7,
RESP0000883,INV0002475,2025-01-06,7,
RESP0000884,INV0002478,2025-01-07,10,
RESP0000885,INV0002484,2025-01-02,7,
RESP0000886,INV0002487,2025-01-05,7,
RESP0000887,INV0002492,2025-01-08,7,
RESP0000888,INV0002494,2025-01-05,8,
RESP0000889,INV0002495,2025-01-03,9,
RESP0000890,INV0002496,2025-01-07,0,pricing_transparency
RESP0000891,INV0002501,2025-01-10,6,data_export_reliability
RESP0000892,INV0002503,2025-01-04,8,
RESP0000893,INV0002506,2025-01-08,8,
RESP0000894,INV0002516,2025-01-07,5,feature_discoverability
RESP0000895,INV0002522,2025-01-07,5,pricing_transparency
RESP0000896,INV0002523,2025-01-08,10,
RESP0000897,INV0002527,2025-01-07,9,
RESP0000898,INV0002533,2025-01-10,8,
RESP0000899,INV0002534,2025-01-09,0,mobile_app_performance
RESP0000900,INV0002539,2025-01-08,8,
RESP0000901,INV0002545,2025-01-10,10,
RESP0000902,INV0002546,2025-01-07,4,reporting_accuracy
RESP0000903,INV0002547,2025-01-10,0,onboarding_experience
RESP0000904,INV0002550,2025-01-08,1,data_export_reliability
RESP0000905,INV0002553,2025-01-08,10,
RESP0000906,INV0002554,2025-01-08,10,
RESP0000907,INV0002555,2025-01-07,10,
RESP0000908,INV0002556,2025-01-06,10,
RESP0000909,INV0002560,2025-01-06,0,customer_support_speed
RESP0000910,INV0002565,2025-01-10,7,
RESP0000911,INV0002567,2025-01-08,9,
RESP0000912,INV0002569,2025-01-10,10,
RESP0000913,INV0002571,2025-01-07,8,
RESP0000914,INV0002577,2025-01-04,10,
RESP0000915,INV0002583,2025-01-07,10,
RESP0000916,INV0002585,2025-01-04,8,
RESP0000917,INV0002590,2025-01-08,5,feature_discoverability
RESP0000918,INV0002593,2025-01-10,10,
RESP0000919,INV0002598,2025-01-09,10,
RESP0000920,INV0002599,2025-01-10,9,
RESP0000921,INV0002600,2025-01-03,7,
RESP0000922,INV0002602,2025-01-06,4,data_export_reliability
RESP0000923,INV0002605,2025-01-10,10,
RESP0000924,INV0002606,2025-01-07,9,
RESP0000925,INV0002608,2025-01-06,10,
RESP0000926,INV0002609,2025-01-07,9,
RESP0000927,INV0002610,2025-01-09,1,pricing_transparency
RESP0000928,INV0002612,2025-01-05,0,mobile_app_performance
RESP0000929,INV0002614,2025-01-02,10,
RESP0000930,INV0002617,2025-01-09,7,
RESP0000931,INV0002623,2025-01-08,0,customer_support_speed
RESP0000932,INV0002624,2025-01-04,2,customer_support_speed
RESP0000933,INV0002629,2025-01-05,8,
RESP0000934,INV0002641,2025-01-04,1,pricing_transparency
RESP0000935,INV0002643,2025-01-09,7,
RESP0000936,INV0002645,2025-01-08,10,
RESP0000937,INV0002656,2025-01-06,8,
RESP0000938,INV0002657,2025-01-08,4,mobile_app_performance
RESP0000939,INV0002664,2025-01-05,10,
RESP0000940,INV0002665,2025-01-06,7,
RESP0000941,INV0002667,2025-01-09,0,customer_support_speed
RESP0000942,INV0002669,2025-01-09,1,customer_support_speed
RESP0000943,INV0002673,2025-01-04,1,
RESP0000944,INV0002677,2025-01-07,8,
RESP0000945,INV0002679,2025-01-10,1,customer_support_speed
RESP0000946,INV0002680,2025-01-06,9,
RESP0000947,INV0002681,2025-01-09,9,
RESP0000948,INV0002682,2025-01-04,2,mobile_app_performance
RESP0000949,INV0002684,2025-01-05,2,data_export_reliability
RESP0000950,INV0002687,2025-01-11,10,
RESP0000951,INV0002691,2025-01-11,9,
RESP0000952,INV0002693,2025-01-11,5,pricing_transparency
RESP0000953,INV0002697,2025-01-05,5,onboarding_experience
RESP0000954,INV0002698,2025-01-09,5,mobile_app_performance
RESP0000955,INV0002702,2025-01-10,7,
RESP0000956,INV0002704,2025-01-11,7,
RESP0000957,INV0002710,2025-01-10,10,
RESP0000958,INV0002711,2025-01-09,10,
RESP0000959,INV0002713,2025-01-05,4,mobile_app_performance
RESP0000960,INV0002715,2025-01-08,0,mobile_app_performance
RESP0000961,INV0002723,2025-01-10,8,
RESP0000962,INV0002725,2025-01-03,9,
RESP0000963,INV0002727,2025-01-06,5,feature_discoverability
RESP0000964,INV0002729,2025-01-07,9,
RESP0000965,INV0002730,2025-01-07,6,mobile_app_performance
RESP0000966,INV0002731,2025-01-04,8,
RESP0000967,INV0002734,2025-01-11,1,onboarding_experience
RESP0000968,INV0002736,2025-01-12,7,
RESP0000969,INV0002738,2025-01-07,9,
RESP0000970,INV0002739,2025-01-04,10,
RESP0000971,INV0002741,2025-01-09,10,
RESP0000972,INV0002742,2025-01-11,9,
RESP0000973,INV0002750,2025-01-05,9,
RESP0000974,INV0002751,2025-01-06,9,
RESP0000975,INV0002752,2025-01-05,9,
RESP0000976,INV0002753,2025-01-08,4,data_export_reliability
RESP0000977,INV0002754,2025-01-05,5,mobile_app_performance
RESP0000978,INV0002756,2025-01-11,8,
RESP0000979,INV0002758,2025-01-06,2,mobile_app_performance
RESP0000980,INV0002760,2025-01-05,10,
RESP0000981,INV0002761,2025-01-04,3,onboarding_experience
RESP0000982,INV0002762,2025-01-06,10,
RESP0000983,INV0002767,2025-01-10,10,
RESP0000984,INV0002775,2025-01-03,10,
RESP0000985,INV0002779,2025-01-09,10,
RESP0000986,INV0002782,2025-01-08,7,
RESP0000987,INV0002784,2025-01-04,8,
RESP0000988,INV0002785,2025-01-04,6,mobile_app_performance
RESP0000989,INV0002786,2025-01-06,7,
RESP0000990,INV0002791,2025-01-12,10,
RESP0000991,INV0002799,2025-01-10,10,
RESP0000992,INV0002802,2025-01-09,10,
RESP0000993,INV0002805,2025-01-06,6,pricing_transparency
RESP0000994,INV0002815,2025-01-05,10,
RESP0000995,INV0002819,2025-01-03,5,pricing_transparency
RESP0000996,INV0002820,2025-01-09,9,
RESP0000997,INV0002827,2025-01-07,9,
RESP0000998,INV0002828,2025-01-07,10,
RESP0000999,INV0002829,2025-01-04,0,pricing_transparency
RESP0001000,INV0002830,2025-01-04,2,pricing_transparency
RESP0001001,INV0002835,2025-01-10,8,
RESP0001002,INV0002844,2025-01-04,2,onboarding_experience
RESP0001003,INV0002846,2025-01-08,9,
RESP0001004,INV0002849,2025-01-06,7,
RESP0001005,INV0002854,2025-01-10,9,
RESP0001006,INV0002855,2025-01-08,9,
RESP0001007,INV0002861,2025-01-07,9,
RESP0001008,INV0002862,2025-01-08,9,
RESP0001009,INV0002865,2025-01-03,8,
RESP0001010,INV0002867,2025-01-04,10,
RESP0001011,INV0002868,2025-01-05,2,mobile_app_performance
RESP0001012,INV0002869,2025-01-10,1,customer_support_speed
RESP0001013,INV0002871,2025-01-07,8,
RESP0001014,INV0002874,2025-01-06,10,
RESP0001015,INV0002876,2025-01-07,7,
RESP0001016,INV0002877,2025-01-05,8,
RESP0001017,INV0002880,2025-01-05,0,mobile_app_performance
RESP0001018,INV0002885,2025-01-05,0,feature_discoverability
RESP0001019,INV0002891,2025-01-07,10,
RESP0001020,INV0002894,2025-01-04,2,mobile_app_performance
RESP0001021,INV0002896,2025-01-08,9,
