inspection_id,delivery_id,po_id,warehouse_id,inspector_id,inspection_date,defect_count,sample_size,inspection_result,defect_category,corrective_action_required
QI001217,DLV002015,PO-00015,APAC,INS018,2024-03-07,2,11,Pass,Cosmetic,False
QI001218,DLV002017,PO-00017,APAC,INS020,2024-02-26,1,31,Pass,None,False
QI001219,DLV002018,PO-00018,APAC,INS014,2024-03-08,2,36,Pass,Cosmetic,False
QI001220,DLV002019,PO-00019,APAC,INS015,2024-04-05,4,22,Fail,None,False
QI001221,DLV002021,PO-00021,APAC,INS013,2024-02-14,6,20,Fail,Cosmetic,True
QI001222,DLV002022,PO-00022,APAC,INS002,2024-04-03,0,44,Pass,None,False
QI001223,DLV002025,PO-00025,APAC,INS007,2024-01-30,7,27,Fail,None,True
QI001224,DLV002029,PO-00029,APAC,INS010,2024-03-20,5,24,Fail,None,True
QI001225,DLV002031,PO-00031,APAC,INS018,2024-03-04,0,50,Pass,None,False
QI001226,DLV002033,PO-00033,APAC,INS002,2024-04-05,4,41,Fail,None,False
QI001227,DLV002036,PO-00036,APAC,INS003,2024-02-07,5,16,Fail,None,True
QI001228,DLV002037,PO-00037,APAC,INS005,2024-03-09,7,39,Fail,None,True
QI001229,DLV002038,PO-00038,APAC,INS018,2024-02-14,0,25,Pass,None,False
QI001230,DLV002039,PO-00039,APAC,INS015,2024-02-22,0,48,Pass,None,False
QI001231,DLV002040,PO-00040,APAC,INS016,2024-04-23,0,41,Pass,Cosmetic,False
QI001232,DLV002044,PO-00044,APAC,INS004,2024-04-07,2,34,Pass,None,False
QI001233,DLV002045,PO-00045,APAC,INS016,2024-03-21,0,46,Pass,None,False
QI001234,DLV002047,PO-00047,APAC,INS002,2024-02-19,0,30,Pass,None,False
QI001235,DLV002049,PO-00049,APAC,INS004,2024-01-29,0,10,Pass,None,False
QI001236,DLV002051,PO-00051,APAC,INS010,2024-04-23,2,24,Pass,Cosmetic,False
QI001237,DLV002053,PO-00053,APAC,INS014,2024-02-29,5,21,Fail,Cosmetic,True
QI001238,DLV002054,PO-00054,APAC,INS004,2024-04-01,4,43,Fail,Cosmetic,False
QI001239,DLV002055,PO-00055,APAC,INS002,2024-03-15,6,21,Fail,None,True
QI001240,DLV002056,PO-00056,APAC,INS016,2024-02-18,2,13,Pass,None,False
QI001241,DLV002058,PO-00058,APAC,INS009,2024-04-01,6,23,Fail,Cosmetic,True
QI001242,DLV002059,PO-00059,APAC,INS013,2024-02-25,3,46,Fail,None,False
QI001243,DLV002060,PO-00060,APAC,INS016,2024-02-10,4,33,Fail,Cosmetic,False
QI001244,DLV002061,PO-00061,APAC,INS015,2024-01-17,5,49,Fail,Cosmetic,True
QI001245,DLV002062,PO-00062,APAC,INS014,2024-01-27,7,31,Fail,Functional,True
QI001246,DLV002065,PO-00065,APAC,INS007,2024-02-15,7,13,Fail,Critical,True
QI001247,DLV002071,PO-00071,APAC,INS015,2024-01-23,6,22,Fail,None,True
QI001248,DLV002072,PO-00072,APAC,INS020,2024-01-21,3,25,Fail,None,False
QI001249,DLV002074,PO-00074,APAC,INS008,2024-02-27,7,13,Fail,Cosmetic,True
QI001250,DLV002075,PO-00075,APAC,INS015,2024-03-23,6,17,Fail,None,True
QI001251,DLV002076,PO-00076,APAC,INS019,2024-02-11,4,46,Fail,None,False
QI001252,DLV002077,PO-00077,APAC,INS013,2024-01-26,2,30,Pass,None,False
QI001253,DLV002078,PO-00078,APAC,INS017,2024-02-19,6,31,Fail,None,True
QI001254,DLV002083,PO-00083,APAC,INS001,2024-03-10,0,13,Pass,Functional,False
QI001255,DLV002084,PO-00084,APAC,INS006,2024-02-12,2,40,Pass,None,False
QI001256,DLV002085,PO-00085,APAC,INS011,2024-02-24,0,32,Pass,Functional,False
QI001257,DLV002088,PO-00088,APAC,INS010,2024-03-30,3,30,Fail,None,False
QI001258,DLV002089,PO-00089,APAC,INS009,2024-03-25,4,27,Fail,None,False
QI001259,DLV002091,PO-00091,APAC,INS018,2024-03-03,6,38,Fail,Functional,True
QI001260,DLV002092,PO-00092,APAC,INS001,2024-03-09,2,40,Pass,None,False
QI001261,DLV002094,PO-00094,APAC,INS009,2024-02-17,2,47,Pass,None,False
QI001262,DLV002101,PO-00101,APAC,INS014,2024-03-09,7,10,Fail,None,True
QI001263,DLV002102,PO-00102,APAC,INS014,2024-03-20,5,40,Fail,Cosmetic,True
QI001264,DLV002104,PO-00104,APAC,INS012,2024-02-15,4,42,Fail,Functional,False
QI001265,DLV002105,PO-00105,APAC,INS011,2024-04-27,1,39,Pass,None,False
QI001266,DLV002106,PO-00106,APAC,INS006,2024-03-23,3,26,Fail,None,False
QI001267,DLV002109,PO-00109,APAC,INS015,2024-03-30,4,18,Fail,Cosmetic,False
QI001268,DLV002111,PO-00111,APAC,INS006,2024-02-15,1,42,Pass,Cosmetic,False
QI001269,DLV002112,PO-00112,APAC,INS012,2024-03-28,0,50,Pass,None,False
QI001270,DLV002114,PO-00114,APAC,INS019,2024-03-29,0,35,Pass,None,False
QI001271,DLV002117,PO-00117,APAC,INS013,2024-02-23,6,17,Fail,None,True
QI001272,DLV002118,PO-00118,APAC,INS004,2024-04-13,3,14,Fail,None,False
QI001273,DLV002119,PO-00119,APAC,INS005,2024-01-30,5,16,Fail,Cosmetic,True
QI001274,DLV002121,PO-00121,APAC,INS009,2024-02-15,1,33,Pass,None,False
QI001275,DLV002122,PO-00122,APAC,INS011,2024-02-13,7,39,Fail,None,True
QI001276,DLV002123,PO-00123,APAC,INS015,2024-02-01,6,10,Fail,None,True
QI001277,DLV002126,PO-00126,APAC,INS011,2024-02-02,5,19,Fail,Cosmetic,True
QI001278,DLV002127,PO-00127,APAC,INS019,2024-03-04,3,35,Fail,Critical,False
QI001279,DLV002129,PO-00129,APAC,INS006,2024-02-13,5,21,Fail,Cosmetic,True
QI001280,DLV002130,PO-00130,APAC,INS009,2024-02-14,2,25,Pass,Cosmetic,False
QI001281,DLV002131,PO-00131,APAC,INS009,2024-03-26,3,12,Fail,Cosmetic,False
QI001282,DLV002132,PO-00132,APAC,INS008,2024-02-19,1,32,Pass,None,False
QI001283,DLV002133,PO-00133,APAC,INS007,2024-03-31,2,35,Pass,Functional,False
QI001284,DLV002134,PO-00134,APAC,INS020,2024-01-30,6,48,Fail,None,True
QI001285,DLV002137,PO-00137,APAC,INS014,2024-02-02,7,22,Fail,None,True
QI001286,DLV002138,PO-00138,APAC,INS008,2024-04-22,6,24,Fail,None,True
QI001287,DLV002140,PO-00140,APAC,INS017,2024-03-10,5,18,Fail,None,True
QI001288,DLV002141,PO-00141,APAC,INS002,2024-04-12,1,12,Pass,None,False
QI001289,DLV002142,PO-00142,APAC,INS007,2024-02-03,5,46,Fail,None,True
QI001290,DLV002143,PO-00143,APAC,INS008,2024-04-10,7,11,Fail,None,True
QI001291,DLV002144,PO-00144,APAC,INS012,2024-02-19,1,12,Pass,None,False
QI001292,DLV002145,PO-00145,APAC,INS014,2024-04-01,3,30,Fail,Functional,False
QI001293,DLV002146,PO-00146,APAC,INS013,2024-02-16,2,19,Pass,None,False
QI001294,DLV002148,PO-00148,APAC,INS005,2024-01-15,0,50,Pass,Cosmetic,False
QI001295,DLV002149,PO-00149,APAC,INS013,2024-04-04,3,41,Fail,None,False
QI001296,DLV002152,PO-00152,APAC,INS012,2024-01-29,1,12,Pass,None,False
QI001297,DLV002154,PO-00154,APAC,INS011,2024-03-08,6,44,Fail,None,True
QI001298,DLV002155,PO-00155,APAC,INS014,2024-01-23,3,15,Fail,Cosmetic,False
QI001299,DLV002158,PO-00158,APAC,INS002,2024-04-08,3,41,Fail,None,False
QI001300,DLV002159,PO-00159,APAC,INS018,2024-03-08,1,29,Pass,Critical,False
QI001301,DLV002160,PO-00160,APAC,INS003,2024-04-09,6,39,Fail,None,True
QI001302,DLV002161,PO-00161,APAC,INS004,2024-02-09,5,33,Fail,None,True
QI001303,DLV002162,PO-00162,APAC,INS018,2024-03-24,3,41,Fail,None,False
QI001304,DLV002164,PO-00164,APAC,INS016,2024-02-26,0,13,Pass,None,False
QI001305,DLV002166,PO-00166,APAC,INS005,2024-02-28,6,27,Fail,None,True
QI001306,DLV002170,PO-00170,APAC,INS014,2024-03-13,4,20,Fail,None,False
QI001307,DLV002171,PO-00171,APAC,INS010,2024-03-25,6,15,Fail,Critical,True
QI001308,DLV002172,PO-00172,APAC,INS002,2024-02-22,3,38,Fail,Cosmetic,False
QI001309,DLV002173,PO-00173,APAC,INS018,2024-02-12,6,15,Fail,None,True
QI001310,DLV002175,PO-00175,APAC,INS001,2024-02-10,2,43,Pass,Functional,False
QI001311,DLV002176,PO-00176,APAC,INS010,2024-02-07,0,37,Pass,None,False
QI001312,DLV002177,PO-00177,APAC,INS001,2024-02-21,1,42,Pass,Critical,False
QI001313,DLV002179,PO-00179,APAC,INS005,2024-03-22,1,38,Pass,Cosmetic,False
QI001314,DLV002182,PO-00182,APAC,INS013,2024-02-11,5,43,Fail,None,True
QI001315,DLV002184,PO-00184,APAC,INS011,2024-02-25,2,47,Pass,None,False
QI001316,DLV002185,PO-00185,APAC,INS015,2024-04-20,5,14,Fail,None,True
QI001317,DLV002186,PO-00186,APAC,INS019,2024-02-22,4,27,Fail,Critical,False
QI001318,DLV002188,PO-00188,APAC,INS007,2024-03-20,5,19,Fail,Critical,True
QI001319,DLV002189,PO-00189,APAC,INS016,2024-03-21,5,46,Fail,None,True
QI001320,DLV002190,PO-00190,APAC,INS014,2024-01-20,0,12,Pass,Functional,False
QI001321,DLV002191,PO-00191,APAC,INS009,2024-04-07,6,26,Fail,None,True
QI001322,DLV002192,PO-00192,APAC,INS019,2024-03-14,2,28,Pass,None,False
QI001323,DLV002193,PO-00193,APAC,INS004,2024-03-07,5,37,Fail,None,True
QI001324,DLV002194,PO-00194,APAC,INS013,2024-02-29,3,19,Fail,Functional,False
QI001325,DLV002195,PO-00195,APAC,INS019,2024-01-14,1,19,Pass,None,False
QI001326,DLV002198,PO-00198,APAC,INS004,2024-04-05,5,21,Fail,None,True
QI001327,DLV002200,PO-00200,APAC,INS020,2024-04-03,1,23,Pass,Functional,False
QI001328,DLV002201,PO-00201,APAC,INS006,2024-01-31,2,47,Pass,None,False
QI001329,DLV002204,PO-00204,APAC,INS007,2024-02-22,7,42,Fail,None,True
QI001330,DLV002205,PO-00205,APAC,INS001,2024-03-28,0,27,Pass,None,False
QI001331,DLV002206,PO-00206,APAC,INS016,2024-04-13,3,39,Fail,None,False
QI001332,DLV002207,PO-00207,APAC,INS020,2024-02-10,2,26,Pass,None,False
QI001333,DLV002210,PO-00210,APAC,INS005,2024-03-29,6,13,Fail,Functional,True
QI001334,DLV002212,PO-00212,APAC,INS012,2024-03-02,7,45,Fail,None,True
QI001335,DLV002213,PO-00213,APAC,INS017,2024-02-01,6,38,Fail,None,True
QI001336,DLV002215,PO-00215,APAC,INS007,2024-02-12,7,30,Fail,Cosmetic,True
QI001337,DLV002217,PO-00217,APAC,INS007,2024-03-30,4,40,Fail,None,False
QI001338,DLV002218,PO-00218,APAC,INS012,2024-03-19,3,18,Fail,None,False
QI001339,DLV002219,PO-00219,APAC,INS014,2024-04-12,1,46,Pass,None,False
QI001340,DLV002220,PO-00220,APAC,INS013,2024-03-06,2,37,Pass,None,False
QI001341,DLV002221,PO-00221,APAC,INS018,2024-03-01,0,12,Pass,Cosmetic,False
QI001342,DLV002225,PO-00225,APAC,INS015,2024-04-10,4,33,Fail,Functional,False
QI001343,DLV002226,PO-00226,APAC,INS013,2024-02-21,1,42,Pass,Cosmetic,False
QI001344,DLV002227,PO-00227,APAC,INS018,2024-03-09,2,20,Pass,Cosmetic,False
QI001345,DLV002228,PO-00228,APAC,INS011,2024-03-14,6,48,Fail,Cosmetic,True
QI001346,DLV002229,PO-00229,APAC,INS004,2024-01-11,1,31,Pass,None,False
QI001347,DLV002231,PO-00231,APAC,INS005,2024-03-29,7,47,Fail,None,True
QI001348,DLV002234,PO-00234,APAC,INS002,2024-03-19,6,46,Fail,None,True
QI001349,DLV002235,PO-00235,APAC,INS005,2024-03-17,2,26,Pass,None,False
QI001350,DLV002236,PO-00236,APAC,INS010,2024-02-19,7,20,Fail,Functional,True
QI001351,DLV002237,PO-00237,APAC,INS001,2024-02-10,3,44,Fail,None,False
QI001352,DLV002239,PO-00239,APAC,INS019,2024-02-15,3,22,Fail,None,False
QI001353,DLV002240,PO-00240,APAC,INS014,2024-02-19,7,39,Fail,Cosmetic,True
QI001354,DLV002242,PO-00242,APAC,INS003,2024-03-02,3,37,Fail,None,False
QI001355,DLV002243,PO-00243,APAC,INS015,2024-01-30,2,26,Pass,Critical,False
QI001356,DLV002245,PO-00245,APAC,INS001,2024-04-01,4,36,Fail,None,False
QI001357,DLV002246,PO-00246,APAC,INS015,2024-02-27,4,31,Fail,Cosmetic,False
QI001358,DLV002247,PO-00247,APAC,INS012,2024-02-02,6,12,Fail,None,True
QI001359,DLV002248,PO-00248,APAC,INS005,2024-04-21,0,45,Pass,None,False
QI001360,DLV002249,PO-00249,APAC,INS015,2024-03-02,7,42,Fail,None,True
QI001361,DLV002250,PO-00250,APAC,INS012,2024-03-06,7,26,Fail,Cosmetic,True
QI001362,DLV002251,PO-00251,APAC,INS014,2024-02-21,1,37,Pass,Cosmetic,False
QI001363,DLV002252,PO-00252,APAC,INS015,2024-02-17,7,49,Fail,None,True
QI001364,DLV002253,PO-00253,APAC,INS019,2024-03-09,5,28,Fail,None,True
QI001365,DLV002254,PO-00254,APAC,INS006,2024-03-13,4,35,Fail,None,False
QI001366,DLV002255,PO-00255,APAC,INS018,2024-02-09,3,14,Fail,Critical,False
QI001367,DLV002256,PO-00256,APAC,INS007,2024-03-29,4,44,Fail,None,False
QI001368,DLV002257,PO-00257,APAC,INS006,2024-02-21,1,50,Pass,None,False
QI001369,DLV002259,PO-00259,APAC,INS019,2024-02-29,7,33,Fail,None,True
QI001370,DLV002260,PO-00260,APAC,INS005,2024-02-07,1,38,Pass,Cosmetic,False
QI001371,DLV002264,PO-00264,APAC,INS020,2024-02-24,2,39,Pass,None,False
QI001372,DLV002265,PO-00265,APAC,INS012,2024-02-03,5,23,Fail,None,True
QI001373,DLV002269,PO-00269,APAC,INS001,2024-02-22,3,27,Fail,Functional,False
QI001374,DLV002270,PO-00270,APAC,INS015,2024-03-26,5,45,Fail,None,True
QI001375,DLV002271,PO-00271,APAC,INS006,2024-02-17,1,47,Pass,None,False
QI001376,DLV002272,PO-00272,APAC,INS004,2024-02-21,1,17,Pass,Cosmetic,False
QI001377,DLV002275,PO-00275,APAC,INS015,2024-02-04,0,10,Pass,None,False
QI001378,DLV002276,PO-00276,APAC,INS010,2024-01-23,5,47,Fail,None,True
QI001379,DLV002277,PO-00277,APAC,INS015,2024-03-13,0,31,Pass,None,False
QI001380,DLV002278,PO-00278,APAC,INS003,2024-03-08,4,50,Fail,Critical,False
QI001381,DLV002280,PO-00280,APAC,INS001,2024-02-19,4,20,Fail,None,False
QI001382,DLV002281,PO-00281,APAC,INS011,2024-02-04,3,26,Fail,None,False
QI001383,DLV002282,PO-00282,APAC,INS012,2024-03-24,7,21,Fail,None,True
QI001384,DLV002283,PO-00283,APAC,INS012,2024-02-11,0,37,Pass,Cosmetic,False
QI001385,DLV002285,PO-00285,APAC,INS018,2024-02-12,5,14,Fail,None,True
QI001386,DLV002287,PO-00287,APAC,INS005,2024-01-30,7,44,Fail,Cosmetic,True
QI001387,DLV002288,PO-00288,APAC,INS017,2024-04-16,4,25,Fail,Cosmetic,False
QI001388,DLV002289,PO-00289,APAC,INS018,2024-02-16,3,46,Fail,Cosmetic,False
QI001389,DLV002290,PO-00290,APAC,INS001,2024-02-21,5,45,Fail,None,True
QI001390,DLV002291,PO-00291,APAC,INS007,2024-03-22,5,50,Fail,None,True
QI001391,DLV002292,PO-00292,APAC,INS002,2024-02-15,3,23,Fail,Cosmetic,False
QI001392,DLV002293,PO-00293,APAC,INS017,2024-04-02,4,46,Fail,Cosmetic,False
QI001393,DLV002294,PO-00294,APAC,INS014,2024-03-19,5,22,Fail,None,True
QI001394,DLV002295,PO-00295,APAC,INS002,2024-04-07,0,12,Pass,Functional,False
QI001395,DLV002298,PO-00298,APAC,INS014,2024-01-10,7,41,Fail,Functional,True
QI001396,DLV002299,PO-00299,APAC,INS005,2024-04-23,7,22,Fail,Critical,True
QI001397,DLV002301,PO-00301,APAC,INS010,2024-03-10,4,44,Fail,None,False
QI001398,DLV002302,PO-00302,APAC,INS006,2024-02-13,7,41,Fail,None,True
QI001399,DLV002303,PO-00303,APAC,INS006,2024-03-10,1,45,Pass,None,False
QI001400,DLV002304,PO-00304,APAC,INS006,2024-04-20,2,31,Pass,None,False
QI001401,DLV002305,PO-00305,APAC,INS003,2024-03-14,1,35,Pass,Cosmetic,False
QI001402,DLV002310,PO-00310,APAC,INS014,2024-02-23,7,24,Fail,Cosmetic,True
QI001403,DLV002313,PO-00313,APAC,INS012,2024-02-28,1,35,Pass,None,False
QI001404,DLV002316,PO-00316,APAC,INS014,2024-02-16,5,47,Fail,Functional,True
QI001405,DLV002317,PO-00317,APAC,INS017,2024-01-18,5,40,Fail,None,True
QI001406,DLV002319,PO-00319,APAC,INS007,2024-03-04,2,17,Pass,None,False
QI001407,DLV002320,PO-00320,APAC,INS010,2024-03-26,7,46,Fail,None,True
QI001408,DLV002321,PO-00321,APAC,INS001,2024-04-17,4,33,Fail,Functional,False
QI001409,DLV002322,PO-00322,APAC,INS010,2024-03-01,3,31,Fail,None,False
QI001410,DLV002323,PO-00323,APAC,INS020,2024-04-20,6,33,Fail,None,True
QI001411,DLV002324,PO-00324,APAC,INS014,2024-02-20,3,35,Fail,None,False
QI001412,DLV002325,PO-00325,APAC,INS013,2024-03-22,6,13,Fail,None,True
QI001413,DLV002326,PO-00326,APAC,INS019,2024-02-25,2,40,Pass,None,False
QI001414,DLV002328,PO-00328,APAC,INS002,2024-03-28,6,44,Fail,None,True
QI001415,DLV002330,PO-00330,APAC,INS019,2024-02-02,0,28,Pass,Cosmetic,False
QI001416,DLV002331,PO-00331,APAC,INS020,2024-03-18,3,44,Fail,None,False
QI001417,DLV002336,PO-00336,APAC,INS002,2024-04-03,0,49,Pass,Cosmetic,False
QI001418,DLV002337,PO-00337,APAC,INS020,2024-03-14,0,35,Pass,None,False
QI001419,DLV002339,PO-00339,APAC,INS005,2024-03-24,6,48,Fail,Cosmetic,True
QI001420,DLV002340,PO-00340,APAC,INS017,2024-01-18,2,40,Pass,None,False
QI001421,DLV002341,PO-00341,APAC,INS017,2024-04-08,6,18,Fail,None,True
QI001422,DLV002343,PO-00343,APAC,INS010,2024-02-01,4,49,Fail,None,False
QI001423,DLV002344,PO-00344,APAC,INS008,2024-03-14,7,31,Fail,None,True
QI001424,DLV002345,PO-00345,APAC,INS017,2024-04-03,5,36,Fail,Cosmetic,True
QI001425,DLV002346,PO-00346,APAC,INS003,2024-01-21,5,25,Fail,None,True
QI001426,DLV002347,PO-00347,APAC,INS007,2024-03-09,3,29,Fail,None,False
QI001427,DLV002348,PO-00348,APAC,INS014,2024-03-17,3,42,Fail,Cosmetic,False
QI001428,DLV002350,PO-00350,APAC,INS001,2024-02-05,1,37,Pass,Cosmetic,False
QI001429,DLV002352,PO-00352,APAC,INS005,2024-04-18,6,10,Fail,None,True
QI001430,DLV002353,PO-00353,APAC,INS020,2024-01-17,6,21,Fail,Cosmetic,True
QI001431,DLV002355,PO-00355,APAC,INS007,2024-04-09,3,33,Fail,Functional,False
QI001432,DLV002356,PO-00356,APAC,INS012,2024-01-23,2,24,Pass,None,False
QI001433,DLV002357,PO-00357,APAC,INS003,2024-02-06,7,22,Fail,None,True
QI001434,DLV002358,PO-00358,APAC,INS005,2024-02-09,6,37,Fail,Cosmetic,True
QI001435,DLV002359,PO-00359,APAC,INS007,2024-02-13,0,22,Pass,None,False
QI001436,DLV002361,PO-00361,APAC,INS015,2024-02-22,0,46,Pass,Functional,False
QI001437,DLV002362,PO-00362,APAC,INS017,2024-05-01,4,26,Fail,None,False
QI001438,DLV002363,PO-00363,APAC,INS013,2024-04-18,7,45,Fail,None,True
QI001439,DLV002364,PO-00364,APAC,INS008,2024-01-24,7,48,Fail,Cosmetic,True
QI001440,DLV002365,PO-00365,APAC,INS008,2024-03-13,2,26,Pass,None,False
QI001441,DLV002366,PO-00366,APAC,INS014,2024-03-10,3,43,Fail,Cosmetic,False
QI001442,DLV002367,PO-00367,APAC,INS002,2024-04-10,7,28,Fail,None,True
QI001443,DLV002368,PO-00368,APAC,INS006,2024-04-07,4,27,Fail,None,False
QI001444,DLV002369,PO-00369,APAC,INS005,2024-04-19,6,32,Fail,Critical,True
QI001445,DLV002371,PO-00371,APAC,INS012,2024-02-16,0,27,Pass,Cosmetic,False
QI001446,DLV002373,PO-00373,APAC,INS020,2024-02-15,2,19,Pass,None,False
QI001447,DLV002374,PO-00374,APAC,INS012,2024-02-05,1,40,Pass,None,False
QI001448,DLV002375,PO-00375,APAC,INS004,2024-03-28,1,45,Pass,None,False
QI001449,DLV002376,PO-00376,APAC,INS020,2024-03-07,6,43,Fail,None,True
QI001450,DLV002379,PO-00379,APAC,INS007,2024-01-31,3,39,Fail,None,False
QI001451,DLV002380,PO-00380,APAC,INS003,2024-03-03,2,24,Pass,None,False
QI001452,DLV002382,PO-00382,APAC,INS001,2024-03-20,0,26,Pass,None,False
QI001453,DLV002386,PO-00386,APAC,INS007,2024-03-02,4,36,Fail,None,False
QI001454,DLV002387,PO-00387,APAC,INS001,2024-03-29,2,23,Pass,Cosmetic,False
QI001455,DLV002388,PO-00388,APAC,INS015,2024-02-18,2,45,Pass,None,False
QI001456,DLV002389,PO-00389,APAC,INS006,2024-04-07,4,11,Fail,None,False
QI001457,DLV002391,PO-00391,APAC,INS003,2024-02-19,3,14,Fail,None,False
QI001458,DLV002392,PO-00392,APAC,INS019,2024-04-02,2,49,Pass,None,False
QI001459,DLV002393,PO-00393,APAC,INS013,2024-03-12,7,36,Fail,Cosmetic,True
QI001460,DLV002394,PO-00394,APAC,INS018,2024-03-07,5,48,Fail,None,True
QI001461,DLV002395,PO-00395,APAC,INS013,2024-03-26,4,41,Fail,None,False
QI001462,DLV002396,PO-00396,APAC,INS007,2024-01-27,5,31,Fail,None,True
QI001463,DLV002397,PO-00397,APAC,INS001,2024-01-18,1,47,Pass,Critical,False
QI001464,DLV002400,PO-00400,APAC,INS002,2024-03-09,5,18,Fail,Cosmetic,True
QI001465,DLV002401,PO-00401,APAC,INS008,2024-02-10,5,18,Fail,Functional,True
QI001466,DLV002404,PO-00404,APAC,INS020,2024-03-17,5,38,Fail,None,True
QI001467,DLV002405,PO-00405,APAC,INS001,2024-03-24,3,38,Fail,None,False
QI001468,DLV002407,PO-00407,APAC,INS015,2024-03-13,1,37,Pass,Cosmetic,False
QI001469,DLV002408,PO-00408,APAC,INS010,2024-03-29,0,13,Pass,Cosmetic,False
QI001470,DLV002409,PO-00409,APAC,INS006,2024-03-22,0,22,Pass,None,False
QI001471,DLV002411,PO-00411,APAC,INS016,2024-02-02,3,34,Fail,None,False
QI001472,DLV002412,PO-00412,APAC,INS014,2024-02-28,2,35,Pass,None,False
QI001473,DLV002414,PO-00414,APAC,INS020,2024-02-06,4,49,Fail,None,False
QI001474,DLV002415,PO-00415,APAC,INS016,2024-03-20,4,36,Fail,Cosmetic,False
QI001475,DLV002416,PO-00416,APAC,INS006,2024-04-01,4,25,Fail,None,False
QI001476,DLV002423,PO-00423,APAC,INS005,2024-04-17,5,29,Fail,Cosmetic,True
QI001477,DLV002425,PO-00425,APAC,INS003,2024-04-02,6,11,Fail,Cosmetic,True
QI001478,DLV002426,PO-00426,APAC,INS010,2024-02-25,0,40,Pass,None,False
QI001479,DLV002427,PO-00427,APAC,INS004,2024-02-13,3,46,Fail,None,False
QI001480,DLV002428,PO-00428,APAC,INS003,2024-03-24,1,36,Pass,Functional,False
QI001481,DLV002429,PO-00429,APAC,INS009,2024-02-03,6,27,Fail,None,True
QI001482,DLV002430,PO-00430,APAC,INS016,2024-02-23,2,13,Pass,Functional,False
QI001483,DLV002431,PO-00431,APAC,INS001,2024-04-16,0,27,Pass,None,False
QI001484,DLV002434,PO-00434,APAC,INS006,2024-01-22,6,20,Fail,Cosmetic,True
QI001485,DLV002436,PO-00436,APAC,INS016,2024-02-28,0,26,Pass,None,False
QI001486,DLV002437,PO-00437,APAC,INS019,2024-02-29,6,28,Fail,None,True
QI001487,DLV002439,PO-00439,APAC,INS016,2024-03-16,3,43,Fail,None,False
QI001488,DLV002441,PO-00441,APAC,INS019,2024-03-28,0,32,Pass,None,False
QI001489,DLV002444,PO-00444,APAC,INS002,2024-04-17,1,16,Pass,None,False
QI001490,DLV002445,PO-00445,APAC,INS001,2024-02-29,5,28,Fail,None,True
QI001491,DLV002446,PO-00446,APAC,INS006,2024-02-20,2,25,Pass,None,False
QI001492,DLV002447,PO-00447,APAC,INS013,2024-03-29,6,24,Fail,Functional,True
QI001493,DLV002450,PO-00450,APAC,INS003,2024-01-30,7,46,Fail,None,True
QI001494,DLV002451,PO-00451,APAC,INS004,2024-02-15,3,23,Fail,None,False
QI001495,DLV002452,PO-00452,APAC,INS017,2024-02-17,4,36,Fail,None,False
QI001496,DLV002454,PO-00454,APAC,INS012,2024-03-21,7,20,Fail,Critical,True
QI001497,DLV002457,PO-00457,APAC,INS006,2024-04-16,4,27,Fail,None,False
QI001498,DLV002458,PO-00458,APAC,INS018,2024-02-10,2,37,Pass,None,False
QI001499,DLV002459,PO-00459,APAC,INS012,2024-03-07,5,25,Fail,None,True
QI001500,DLV002461,PO-00461,APAC,INS001,2024-01-23,4,18,Fail,Cosmetic,False
QI001501,DLV002462,PO-00462,APAC,INS016,2024-03-22,0,33,Pass,None,False
QI001502,DLV002463,PO-00463,APAC,INS008,2024-04-06,1,40,Pass,Cosmetic,False
QI001503,DLV002464,PO-00464,APAC,INS010,2024-02-28,4,21,Fail,None,False
QI001504,DLV002465,PO-00465,APAC,INS017,2024-03-15,4,50,Fail,None,False
QI001505,DLV002466,PO-00466,APAC,INS017,2024-03-24,3,35,Fail,Cosmetic,False
QI001506,DLV002467,PO-00467,APAC,INS020,2024-03-09,6,17,Fail,Critical,True
QI001507,DLV002471,PO-00471,APAC,INS018,2024-01-30,7,32,Fail,None,True
QI001508,DLV002472,PO-00472,APAC,INS013,2024-02-07,7,24,Fail,None,True
QI001509,DLV002473,PO-00473,APAC,INS009,2024-01-16,5,29,Fail,None,True
QI001510,DLV002474,PO-00474,APAC,INS016,2024-04-17,6,26,Fail,None,True
QI001511,DLV002475,PO-00475,APAC,INS020,2024-01-26,2,15,Pass,Functional,False
QI001512,DLV002476,PO-00476,APAC,INS020,2024-02-17,6,26,Fail,None,True
QI001513,DLV002477,PO-00477,APAC,INS002,2024-03-05,3,40,Fail,None,False
QI001514,DLV002478,PO-00478,APAC,INS013,2024-04-23,1,40,Pass,None,False
QI001515,DLV002479,PO-00479,APAC,INS019,2024-03-26,5,27,Fail,Cosmetic,True
QI001516,DLV002483,PO-00483,APAC,INS017,2024-02-10,6,33,Fail,Cosmetic,True
QI001517,DLV002484,PO-00484,APAC,INS014,2024-01-20,6,41,Fail,Cosmetic,True
QI001518,DLV002488,PO-00488,APAC,INS011,2024-02-27,6,30,Fail,None,True
QI001519,DLV002490,PO-00490,APAC,INS001,2024-01-29,0,12,Pass,None,False
QI001520,DLV002491,PO-00491,APAC,INS006,2024-01-29,0,49,Pass,Cosmetic,False
QI001521,DLV002494,PO-00494,APAC,INS006,2024-05-01,4,23,Fail,Cosmetic,False
QI001522,DLV002496,PO-00496,APAC,INS016,2024-01-26,1,20,Pass,None,False
