delivery_id,po_id,warehouse_id,supplier_id,received_date,ship_date,quantity_received,delivery_type,return_basis,receipt_status,carrier,receiving_dock,inspector_id,condition_on_arrival,delivery_notes
DLV000198,PO-00188,AMER,SUP044,2024-04-06,2024-04-06,847,Primary,,accepted,GlobalShip,DOCK-D,INS019,Good,
DLV000199,PO-00189,AMER,SUP011,2024-01-31,2024-01-25,246,Primary,,accepted,OceanLink,DOCK-D,INS010,Good,
DLV000200,PO-00190,AMER,SUP009,2024-03-26,2024-03-22,1032,Primary,,accepted,OceanLink,DOCK-D,INS004,Good,
DLV000201,PO-00191,AMER,SUP006,2024-04-17,2024-04-12,780,Primary,,accepted,PrimeLogistics,DOCK-D,INS004,Good,
DLV000202,PO-00192,AMER,SUP015,2024-02-18,2024-02-18,335,Primary,,accepted,FastFreight,DOCK-C,INS006,Good,Minor packaging damage
DLV000203,PO-00193,AMER,SUP008,2024-03-06,2024-03-06,306,Primary,,accepted,DirectHaul,DOCK-B,INS014,Good,
DLV000204,PO-00194,AMER,SUP038,2024-02-26,2024-02-20,404,Primary,,accepted,PrimeLogistics,DOCK-D,INS010,Good,
DLV000205,PO-00195,AMER,SUP024,2024-01-21,2024-01-21,927,Primary,,accepted,GlobalShip,DOCK-D,INS018,Good,
DLV000206,PO-00196,AMER,SUP033,2024-04-08,2024-04-08,322,Primary,,accepted,OceanLink,DOCK-C,INS010,Good,
DLV000207,PO-00197,AMER,SUP007,2024-02-07,2024-02-07,769,Primary,,accepted,GlobalShip,DOCK-A,INS006,Good,
DLV000208,PO-00198,AMER,SUP010,2024-01-27,2024-01-22,735,Primary,,accepted,GlobalShip,DOCK-C,INS018,Good,
DLV000209,PO-00199,AMER,SUP031,2024-04-05,2024-04-05,624,Primary,,accepted,,DOCK-B,INS015,Good,
DLV000210,PO-00200,AMER,SUP018,2024-03-28,2024-03-24,713,Primary,,accepted,DirectHaul,DOCK-D,INS014,Good,
DLV000211,PO-00201,AMER,SUP049,2024-01-22,2024-01-22,926,Primary,,accepted,PrimeLogistics,DOCK-A,INS016,Good,
DLV000212,PO-00202,AMER,SUP014,2024-02-02,2024-02-02,116,Primary,,accepted,DirectHaul,DOCK-B,INS006,Good,
DLV000213,PO-00203,AMER,SUP037,2024-03-07,2024-03-07,1007,Primary,,accepted,GlobalShip,DOCK-B,INS017,Good,
DLV000214,PO-00204,AMER,SUP018,2024-02-13,2024-02-06,887,Primary,,provisional_receipt,FreightCo,DOCK-C,INS019,Good,
DLV000215,PO-00205,AMER,SUP037,2024-02-16,2024-02-16,521,Primary,,accepted,GlobalShip,DOCK-B,INS019,Good,
DLV000216,PO-00206,AMER,SUP025,2024-03-27,2024-03-27,906,Primary,,accepted,FreightCo,DOCK-D,INS003,Good,
DLV000217,PO-00207,AMER,SUP045,2024-02-10,2024-02-05,924,Primary,,accepted,GlobalShip,DOCK-B,INS018,Good,
DLV000218,PO-00208,AMER,SUP025,2024-03-23,2024-03-23,66,Primary,,accepted,OceanLink,DOCK-B,INS017,Good,
DLV000219,PO-00209,AMER,SUP007,2024-04-15,2024-04-15,526,Primary,,accepted,FastFreight,DOCK-B,INS018,Good,
DLV000220,PO-00210,AMER,SUP004,2024-04-07,2024-04-04,396,Primary,,accepted,FreightCo,DOCK-C,INS020,Good,
DLV000221,PO-00211,AMER,SUP050,2024-03-27,2024-03-27,371,Primary,,accepted,PrimeLogistics,DOCK-A,INS013,Good,
DLV000222,PO-00212,AMER,SUP004,2024-02-08,2024-02-04,1029,Primary,,accepted,GlobalShip,DOCK-A,INS015,Good,Minor packaging damage
DLV000223,PO-00213,AMER,SUP003,2024-01-28,2024-01-28,666,Primary,,accepted,FastFreight,DOCK-A,INS001,Good,
DLV000224,PO-00214,AMER,SUP043,2024-02-27,2024-02-21,584,Primary,,accepted,FreightCo,DOCK-A,INS019,Good,Correct paperwork
DLV000225,PO-00215,AMER,SUP046,2024-02-16,2024-02-16,249,Primary,,accepted,OceanLink,DOCK-D,INS006,Good,
DLV000226,PO-00216,AMER,SUP053,2024-03-23,2024-03-23,797,Primary,,provisional_receipt,,DOCK-A,INS018,Good,
DLV000227,PO-00217,AMER,SUP060,2024-01-20,2024-01-20,354,Primary,,accepted,PrimeLogistics,DOCK-A,INS006,Good,Partial shipment 1 of 2
DLV000228,PO-00217,AMER,SUP060,2024-01-27,2024-01-27,266,Primary,,accepted,PrimeLogistics,DOCK-B,INS009,Good,Partial shipment 2 of 2
DLV000229,PO-00218,AMER,SUP056,2024-02-22,2024-02-22,180,Primary,,accepted,FastFreight,DOCK-C,INS009,Good,
DLV000230,PO-00219,AMER,SUP004,2024-03-23,2024-03-23,413,Primary,,accepted,PrimeLogistics,DOCK-A,INS014,Good,
DLV000231,PO-00220,AMER,SUP051,2024-03-30,2024-03-30,878,Primary,,provisional_receipt,FreightCo,DOCK-B,INS017,Good,
DLV000232,PO-00221,AMER,SUP044,2024-01-24,2024-01-21,937,Primary,,accepted,PrimeLogistics,DOCK-B,INS007,Good,
DLV000233,PO-00222,AMER,SUP025,2024-01-15,2024-01-15,503,Primary,,accepted,FastFreight,DOCK-D,INS011,Good,
DLV000234,PO-00223,AMER,SUP031,2024-04-23,2024-04-23,438,Primary,,accepted,PrimeLogistics,DOCK-D,INS003,Good,
DLV000235,PO-00224,AMER,SUP022,2024-03-11,2024-03-04,789,Primary,,accepted,DirectHaul,DOCK-B,INS015,Good,
DLV000236,PO-00225,AMER,SUP059,2024-02-05,2024-02-05,216,Primary,,accepted,DirectHaul,DOCK-B,INS005,Good,
DLV000237,PO-00226,AMER,SUP010,2024-02-15,2024-02-10,273,Primary,,accepted,OceanLink,DOCK-A,INS003,Good,
DLV000238,PO-00227,AMER,SUP049,2024-02-27,2024-02-27,157,Primary,,accepted,DirectHaul,DOCK-B,INS006,Good,Partial shipment 1 of 2
DLV000239,PO-00227,AMER,SUP049,2024-03-05,2024-03-05,118,Primary,,accepted,DirectHaul,DOCK-C,INS001,Good,Partial shipment 2 of 2
DLV000240,PO-00228,AMER,SUP001,2024-04-02,2024-04-02,1007,Primary,,accepted,FastFreight,DOCK-A,INS011,Good,
DLV000241,PO-00229,AMER,SUP023,2024-02-06,2024-02-06,579,Primary,,accepted,FreightCo,DOCK-B,INS012,Good,
DLV000242,PO-00230,AMER,SUP056,2024-03-08,2024-03-08,814,Primary,,accepted,GlobalShip,DOCK-D,INS005,Good,
DLV000243,PO-00231,AMER,SUP011,2024-01-24,2024-01-21,545,Primary,,accepted,FreightCo,DOCK-A,INS009,Good,
DLV000244,PO-00232,AMER,SUP032,2024-02-20,2024-02-20,171,Primary,,accepted,GlobalShip,DOCK-D,INS010,Good,
DLV000245,PO-00233,AMER,SUP060,2024-01-29,2024-01-29,586,Primary,,accepted,OceanLink,DOCK-D,INS018,Good,
DLV000246,PO-00234,AMER,SUP042,2024-04-02,2024-03-29,113,Primary,,provisional_receipt,OceanLink,DOCK-C,INS014,Good,Correct paperwork
DLV000247,PO-00235,AMER,SUP032,2024-01-20,2024-01-17,934,Primary,,accepted,PrimeLogistics,DOCK-C,INS006,Good,
DLV000248,PO-00236,AMER,SUP008,2024-03-20,2024-03-20,60,Primary,,accepted,PrimeLogistics,DOCK-B,INS014,Good,
DLV000249,PO-00237,AMER,SUP049,2024-03-28,2024-03-24,691,Primary,,accepted,PrimeLogistics,DOCK-C,INS020,Good,
DLV000250,PO-00238,AMER,SUP056,2024-03-03,2024-03-03,592,Primary,,accepted,OceanLink,DOCK-B,INS001,Good,
DLV000251,PO-00239,AMER,SUP022,2024-03-05,2024-03-05,68,Primary,,accepted,PrimeLogistics,DOCK-D,INS013,Good,
DLV000252,PO-00240,AMER,SUP014,2024-03-08,2024-03-02,741,Primary,,accepted,DirectHaul,DOCK-D,INS013,Good,
DLV000253,PO-00241,AMER,SUP052,2024-01-20,2024-01-20,157,Primary,,accepted,FreightCo,DOCK-B,INS017,Good,Partial shipment 1 of 2
DLV000254,PO-00241,AMER,SUP052,2024-01-27,2024-01-27,118,Primary,,accepted,FreightCo,DOCK-C,INS001,Good,Partial shipment 2 of 2
DLV000255,PO-00242,AMER,SUP027,2024-03-20,2024-03-17,233,Primary,,accepted,PrimeLogistics,DOCK-D,INS011,Good,
DLV000256,PO-00243,AMER,SUP053,2024-02-25,2024-02-25,1028,Primary,,provisional_receipt,PrimeLogistics,DOCK-B,INS017,Good,
DLV000257,PO-00244,AMER,SUP005,2024-03-27,2024-03-27,862,Primary,,accepted,PrimeLogistics,DOCK-B,INS019,Good,
DLV000258,PO-00245,AMER,SUP040,2024-02-21,2024-02-21,452,Primary,,accepted,PrimeLogistics,DOCK-C,INS001,Good,Partial shipment 1 of 2
DLV000259,PO-00245,AMER,SUP040,2024-02-28,2024-02-28,339,Primary,,accepted,PrimeLogistics,DOCK-B,INS018,Good,Partial shipment 2 of 2
DLV000260,PO-00246,AMER,SUP033,2024-03-19,2024-03-19,349,Primary,,accepted,OceanLink,DOCK-A,INS008,Good,
DLV000261,PO-00247,AMER,SUP044,2024-02-29,2024-02-29,499,Primary,,accepted,FastFreight,DOCK-C,INS020,Good,
DLV000262,PO-00248,AMER,SUP012,2024-03-11,2024-03-11,887,Primary,,provisional_receipt,,DOCK-A,INS001,Good,
DLV000263,PO-00249,AMER,SUP039,2024-01-25,2024-01-18,1001,Primary,,accepted,FastFreight,DOCK-A,INS016,Good,
DLV000264,PO-00250,AMER,SUP025,2024-02-01,2024-02-01,510,Primary,,accepted,DirectHaul,DOCK-B,INS004,Good,
DLV000265,PO-00251,AMER,SUP020,2024-03-23,2024-03-23,888,Primary,,accepted,FreightCo,DOCK-A,INS013,Good,
DLV000266,PO-00252,AMER,SUP042,2024-02-25,2024-02-18,516,Primary,,provisional_receipt,,DOCK-C,INS017,Good,Partial pallet
DLV000267,PO-00253,AMER,SUP028,2024-02-28,2024-02-25,187,Primary,,accepted,PrimeLogistics,DOCK-D,INS003,Good,
DLV000268,PO-00254,AMER,SUP042,2024-02-11,2024-02-11,380,Primary,,accepted,PrimeLogistics,DOCK-B,INS020,Good,Partial shipment 1 of 2
DLV000269,PO-00254,AMER,SUP042,2024-02-18,2024-02-18,285,Primary,,accepted,PrimeLogistics,DOCK-B,INS020,Good,Partial shipment 2 of 2
DLV000270,PO-00255,AMER,SUP021,2024-02-20,2024-02-20,762,Primary,,accepted,PrimeLogistics,DOCK-A,INS017,Good,Correct paperwork
DLV000271,PO-00256,AMER,SUP009,2024-02-02,2024-02-02,73,Primary,,accepted,FreightCo,DOCK-C,INS005,Good,
DLV000272,PO-00257,AMER,SUP051,2024-01-28,2024-01-28,968,Primary,,accepted,FreightCo,DOCK-A,INS002,Good,
DLV000273,PO-00258,AMER,SUP031,2024-04-02,2024-04-02,540,Primary,,accepted,PrimeLogistics,DOCK-D,INS016,Good,
DLV000274,PO-00259,AMER,SUP033,2024-04-14,2024-04-14,198,Primary,,accepted,OceanLink,DOCK-C,INS014,Partial,
DLV000275,PO-00260,AMER,SUP031,2024-02-02,2024-02-02,373,Primary,,accepted,FastFreight,DOCK-C,INS019,Good,
DLV000276,PO-00261,AMER,SUP044,2024-01-23,2024-01-16,777,Primary,,accepted,FastFreight,DOCK-A,INS013,Good,
DLV000277,PO-00262,AMER,SUP044,2024-01-27,2024-01-27,718,Primary,,provisional_receipt,,DOCK-A,INS014,Good,
DLV000278,PO-00263,AMER,SUP008,2024-01-26,2024-01-26,324,Primary,,accepted,PrimeLogistics,DOCK-C,INS015,Good,
DLV000279,PO-00264,AMER,SUP043,2024-02-16,2024-02-16,351,Primary,,accepted,OceanLink,DOCK-A,INS002,Good,
DLV000280,PO-00265,AMER,SUP031,2024-02-17,2024-02-17,709,Primary,,accepted,GlobalShip,DOCK-C,INS009,Good,
DLV000281,PO-00266,AMER,SUP040,2024-02-22,2024-02-19,405,Primary,,accepted,DirectHaul,DOCK-C,INS018,Damaged,
DLV000282,PO-00267,AMER,SUP045,2024-03-07,2024-02-19,89,Primary,,accepted,DirectHaul,DOCK-B,INS016,Good,
DLV000283,PO-00268,AMER,SUP018,2024-02-26,2024-02-26,857,Primary,,accepted,DirectHaul,DOCK-D,INS016,Good,
DLV000284,PO-00269,AMER,SUP030,2024-03-29,2024-03-22,393,Primary,,accepted,DirectHaul,DOCK-A,INS019,Good,
DLV000285,PO-00270,AMER,SUP021,2024-02-26,2024-02-26,63,Primary,,accepted,FreightCo,DOCK-A,INS015,Good,
DLV000286,PO-00271,AMER,SUP021,2024-03-16,2024-03-16,325,Primary,,accepted,PrimeLogistics,DOCK-A,INS001,Good,
DLV000287,PO-00272,AMER,SUP059,2024-02-18,2024-02-11,307,Primary,,accepted,PrimeLogistics,DOCK-A,INS006,Good,
DLV000288,PO-00273,AMER,SUP036,2024-02-14,2024-02-09,1033,Primary,,accepted,FastFreight,DOCK-A,INS005,Good,
DLV000289,PO-00274,AMER,SUP005,2024-01-25,2024-01-25,811,Primary,,accepted,PrimeLogistics,DOCK-A,INS009,Good,
DLV000290,PO-00275,AMER,SUP046,2024-03-28,2024-03-24,356,Primary,,accepted,PrimeLogistics,DOCK-A,INS002,Good,
DLV000291,PO-00276,AMER,SUP017,2024-01-19,2024-01-19,686,Primary,,accepted,PrimeLogistics,DOCK-B,INS013,Good,
DLV000292,PO-00277,AMER,SUP021,2024-03-11,2024-03-05,219,Primary,,accepted,FastFreight,DOCK-C,INS004,Good,
DLV000293,PO-00278,AMER,SUP059,2024-02-20,2024-02-20,368,Primary,,accepted,FastFreight,DOCK-A,INS018,Good,
DLV000294,PO-00279,AMER,SUP046,2024-04-05,2024-04-05,217,Primary,,accepted,GlobalShip,DOCK-D,INS008,Good,Partial shipment 1 of 2
DLV000295,PO-00279,AMER,SUP046,2024-04-12,2024-04-12,162,Primary,,accepted,GlobalShip,DOCK-C,INS014,Good,Partial shipment 2 of 2
DLV000296,PO-00280,AMER,SUP047,2024-01-13,2024-01-09,385,Primary,,provisional_receipt,PrimeLogistics,DOCK-A,INS011,Good,
DLV000297,PO-00281,AMER,SUP001,2024-03-29,2024-03-29,1073,Primary,,accepted,FastFreight,DOCK-A,INS016,Good,
DLV000298,PO-00282,AMER,SUP014,2024-02-26,2024-02-26,497,Primary,,accepted,OceanLink,DOCK-D,INS011,Good,Partial shipment 1 of 2
DLV000299,PO-00282,AMER,SUP014,2024-03-04,2024-03-04,373,Primary,,accepted,OceanLink,DOCK-D,INS015,Good,Partial shipment 2 of 2
DLV000300,PO-00283,AMER,SUP023,2024-02-17,2024-02-17,441,Primary,,accepted,FastFreight,DOCK-C,INS009,Good,Partial shipment 1 of 2
DLV000301,PO-00283,AMER,SUP023,2024-02-24,2024-02-24,331,Primary,,accepted,FastFreight,DOCK-D,INS018,Good,Partial shipment 2 of 2
DLV000302,PO-00284,AMER,SUP018,2024-03-01,2024-02-27,297,Primary,,accepted,DirectHaul,DOCK-B,INS013,Good,
DLV000303,PO-00285,AMER,SUP016,2024-02-02,2024-02-02,322,Primary,,accepted,DirectHaul,DOCK-C,INS001,Good,
DLV000304,PO-00286,AMER,SUP044,2024-03-09,2024-03-09,1042,Primary,,accepted,FreightCo,DOCK-D,INS010,Good,
DLV000305,PO-00287,AMER,SUP054,2024-04-06,2024-04-06,196,Primary,,accepted,GlobalShip,DOCK-A,INS020,Good,
DLV000306,PO-00288,AMER,SUP045,2024-03-14,2024-03-14,467,Primary,,accepted,PrimeLogistics,DOCK-D,INS013,Good,
DLV000307,PO-00289,AMER,SUP036,2024-02-29,2024-02-29,88,Primary,,accepted,FastFreight,DOCK-C,INS001,Good,
DLV000308,PO-00290,AMER,SUP054,2024-04-06,2024-03-31,725,Primary,,accepted,FreightCo,DOCK-A,INS007,Good,
DLV000309,PO-00291,AMER,SUP029,2024-04-10,2024-04-10,343,Primary,,accepted,,DOCK-D,INS016,Good,Minor packaging damage
DLV000310,PO-00292,AMER,SUP042,2024-01-26,2024-01-26,311,Primary,,accepted,OceanLink,DOCK-A,INS006,Good,
DLV000311,PO-00293,AMER,SUP002,2024-04-20,2024-04-20,419,Primary,,accepted,GlobalShip,DOCK-A,INS016,Good,
DLV000312,PO-00294,AMER,SUP022,2024-04-13,2024-04-13,109,Primary,,provisional_receipt,GlobalShip,DOCK-A,INS012,Good,
DLV000313,PO-00295,AMER,SUP027,2024-01-14,2024-01-14,759,Primary,,accepted,FastFreight,DOCK-D,INS005,Good,
DLV000314,PO-00296,AMER,SUP036,2024-04-07,2024-04-07,657,Primary,,accepted,,DOCK-D,INS008,Good,
DLV000315,PO-00297,AMER,SUP006,2024-01-15,2024-01-15,590,Primary,,accepted,PrimeLogistics,DOCK-A,INS017,Good,
DLV000316,PO-00298,AMER,SUP054,2024-01-28,2024-01-28,374,Primary,,provisional_receipt,FreightCo,DOCK-C,INS012,Good,
DLV000317,PO-00299,AMER,SUP005,2024-04-03,2024-04-03,343,Primary,,accepted,OceanLink,DOCK-C,INS011,Good,
DLV000318,PO-00300,AMER,SUP037,2024-02-05,2024-02-05,349,Primary,,accepted,FreightCo,DOCK-D,INS003,Good,
DLV000319,PO-00301,AMER,SUP060,2024-04-16,2024-04-13,991,Primary,,accepted,OceanLink,DOCK-B,INS009,Good,
DLV000320,PO-00302,AMER,SUP048,2024-01-18,2024-01-13,555,Primary,,accepted,PrimeLogistics,DOCK-D,INS008,Good,
DLV000321,PO-00303,AMER,SUP024,2024-03-22,2024-03-22,416,Primary,,accepted,FreightCo,DOCK-C,INS010,Good,
DLV000322,PO-00304,AMER,SUP050,2024-01-28,2024-01-23,541,Primary,,accepted,OceanLink,DOCK-D,INS017,Good,
DLV000323,PO-00305,AMER,SUP018,2024-03-10,2024-03-10,306,Primary,,accepted,DirectHaul,DOCK-D,INS012,Good,
DLV000324,PO-00306,AMER,SUP050,2024-02-22,2024-02-22,361,Primary,,accepted,OceanLink,DOCK-B,INS017,Good,Partial shipment 1 of 2
DLV000325,PO-00306,AMER,SUP050,2024-02-29,2024-02-29,270,Primary,,accepted,OceanLink,DOCK-C,INS015,Good,Partial shipment 2 of 2
DLV000326,PO-00307,AMER,SUP013,2024-01-27,2024-01-23,907,Primary,,accepted,DirectHaul,DOCK-B,INS004,Good,
DLV000327,PO-00308,AMER,SUP032,2024-03-08,2024-03-08,445,Primary,,accepted,DirectHaul,DOCK-A,INS007,Good,Partial shipment 1 of 2
DLV000328,PO-00308,AMER,SUP032,2024-03-15,2024-03-15,334,Primary,,accepted,DirectHaul,DOCK-B,INS020,Good,Partial shipment 2 of 2
DLV000329,PO-00309,AMER,SUP005,2024-03-27,2024-03-22,134,Primary,,provisional_receipt,DirectHaul,DOCK-D,INS010,Good,
DLV000330,PO-00310,AMER,SUP047,2024-02-27,2024-02-24,478,Primary,,provisional_receipt,PrimeLogistics,DOCK-A,INS006,Good,
DLV000331,PO-00311,AMER,SUP035,2024-02-10,2024-02-04,839,Primary,,accepted,FastFreight,DOCK-C,INS006,Good,
DLV000332,PO-00312,AMER,SUP046,2024-04-13,2024-04-13,421,Primary,,accepted,PrimeLogistics,DOCK-C,INS018,Good,Correct paperwork
DLV000333,PO-00313,AMER,SUP042,2024-02-16,2024-02-16,352,Primary,,accepted,DirectHaul,DOCK-D,INS005,Good,
DLV000334,PO-00314,AMER,SUP035,2024-02-06,2024-02-06,185,Primary,,accepted,DirectHaul,DOCK-B,INS003,Good,
DLV000335,PO-00315,AMER,SUP007,2024-02-23,2024-02-23,96,Primary,,accepted,OceanLink,DOCK-D,INS019,Good,
DLV000336,PO-00316,AMER,SUP051,2024-01-15,2024-01-15,617,Primary,,accepted,OceanLink,DOCK-B,INS016,Good,
DLV000337,PO-00317,AMER,SUP059,2024-02-10,2024-02-03,306,Primary,,accepted,GlobalShip,DOCK-B,INS019,Good,
DLV000338,PO-00318,AMER,SUP042,2024-02-11,2024-02-11,779,Primary,,accepted,DirectHaul,DOCK-C,INS018,Good,
DLV000339,PO-00319,AMER,SUP053,2024-03-17,2024-03-17,218,Primary,,accepted,DirectHaul,DOCK-C,INS018,Good,Partial shipment 1 of 2
DLV000340,PO-00319,AMER,SUP053,2024-03-24,2024-03-24,163,Primary,,accepted,DirectHaul,DOCK-D,INS013,Good,Partial shipment 2 of 2
DLV000341,PO-00320,AMER,SUP056,2024-02-09,2024-02-09,736,Primary,,accepted,PrimeLogistics,DOCK-D,INS011,Damaged,
DLV000342,PO-00321,AMER,SUP046,2024-04-09,2024-04-09,163,Primary,,accepted,OceanLink,DOCK-B,INS003,Good,
DLV000343,PO-00322,AMER,SUP007,2024-04-22,2024-04-22,116,Primary,,accepted,FastFreight,DOCK-A,INS005,Good,
DLV000344,PO-00323,AMER,SUP053,2024-04-11,2024-04-11,634,Primary,,accepted,FreightCo,DOCK-C,INS002,Good,
DLV000345,PO-00324,AMER,SUP025,2024-02-07,2024-02-07,720,Primary,,accepted,OceanLink,DOCK-D,INS014,Good,
DLV000346,PO-00325,AMER,SUP021,2024-03-20,2024-03-17,520,Primary,,accepted,FastFreight,DOCK-C,INS008,Good,
DLV000347,PO-00326,AMER,SUP021,2024-03-25,2024-03-25,545,Primary,,accepted,FreightCo,DOCK-C,INS001,Good,
DLV000348,PO-00327,AMER,SUP002,2024-04-12,2024-04-12,632,Primary,,provisional_receipt,OceanLink,DOCK-B,INS015,Good,
DLV000349,PO-00328,AMER,SUP020,2024-03-17,2024-03-17,196,Primary,,accepted,OceanLink,DOCK-D,INS004,Good,
DLV000350,PO-00329,AMER,SUP058,2024-02-20,2024-02-15,634,Primary,,accepted,GlobalShip,DOCK-C,INS019,Good,
DLV000351,PO-00330,AMER,SUP016,2024-02-15,2024-02-11,405,Primary,,provisional_receipt,FastFreight,DOCK-C,INS004,Good,
DLV000352,PO-00331,AMER,SUP023,2024-04-16,2024-04-13,497,Primary,,accepted,GlobalShip,DOCK-D,INS002,Good,
DLV000353,PO-00332,AMER,SUP051,2024-03-30,2024-03-26,745,Primary,,accepted,FreightCo,DOCK-B,INS004,Good,
DLV000354,PO-00333,AMER,SUP012,2024-01-28,2024-01-28,99,Primary,,accepted,DirectHaul,DOCK-A,INS008,Damaged,
DLV000355,PO-00334,AMER,SUP045,2024-03-04,2024-02-28,850,Primary,,accepted,PrimeLogistics,DOCK-B,INS002,Good,
DLV000356,PO-00335,AMER,SUP043,2024-03-08,2024-03-08,188,Primary,,accepted,FastFreight,DOCK-B,INS014,Good,Partial shipment 1 of 2
DLV000357,PO-00335,AMER,SUP043,2024-03-15,2024-03-15,141,Primary,,accepted,FastFreight,DOCK-D,INS013,Good,Partial shipment 2 of 2
DLV000358,PO-00336,AMER,SUP053,2024-03-31,2024-03-24,511,Primary,,provisional_receipt,FastFreight,DOCK-A,INS010,Good,
DLV000359,PO-00337,AMER,SUP022,2024-02-19,2024-02-14,190,Primary,,accepted,DirectHaul,DOCK-B,INS010,Good,
DLV000360,PO-00338,AMER,SUP049,2024-02-26,2024-02-26,404,Primary,,provisional_receipt,FastFreight,DOCK-D,INS016,Good,
DLV000361,PO-00339,AMER,SUP057,2024-01-27,2024-01-27,874,Primary,,accepted,FastFreight,DOCK-D,INS009,Good,
DLV000362,PO-00340,AMER,SUP003,2024-03-03,2024-03-03,841,Primary,,accepted,FastFreight,DOCK-B,INS006,Good,
DLV000363,PO-00341,AMER,SUP019,2024-03-27,2024-03-27,539,Primary,,accepted,DirectHaul,DOCK-A,INS019,Good,
DLV000364,PO-00342,AMER,SUP003,2024-03-30,2024-03-30,800,Primary,,provisional_receipt,OceanLink,DOCK-A,INS019,Good,
DLV000365,PO-00343,AMER,SUP007,2024-02-08,2024-02-08,675,Primary,,accepted,GlobalShip,DOCK-D,INS015,Good,
DLV000366,PO-00344,AMER,SUP016,2024-02-12,2024-02-12,500,Primary,,accepted,FreightCo,DOCK-A,INS017,Good,
DLV000367,PO-00345,AMER,SUP041,2024-02-07,2024-02-01,571,Primary,,accepted,OceanLink,DOCK-D,INS001,Good,
DLV000368,PO-00346,AMER,SUP023,2024-02-03,2024-02-03,67,Primary,,accepted,FastFreight,DOCK-A,INS003,Good,
DLV000369,PO-00347,AMER,SUP016,2024-01-30,2024-01-23,624,Primary,,accepted,DirectHaul,DOCK-A,INS012,Good,Correct paperwork
DLV000370,PO-00348,AMER,SUP022,2024-03-06,2024-03-03,99,Primary,,accepted,OceanLink,DOCK-A,INS013,Good,
DLV000371,PO-00349,AMER,SUP013,2024-01-24,2024-01-24,497,Primary,,accepted,PrimeLogistics,DOCK-A,INS008,Good,
DLV000372,PO-00350,AMER,SUP050,2024-03-25,2024-03-19,337,Primary,,accepted,OceanLink,DOCK-D,INS010,Good,
DLV000373,PO-00351,AMER,SUP027,2024-03-30,2024-03-15,451,Primary,,accepted,FreightCo,DOCK-A,INS006,Good,
DLV000374,PO-00352,AMER,SUP028,2024-01-24,2024-01-24,647,Primary,,accepted,FreightCo,DOCK-D,INS004,Good,Correct paperwork
DLV000375,PO-00353,AMER,SUP032,2024-04-12,2024-04-12,532,Primary,,accepted,OceanLink,DOCK-D,INS014,Good,Minor packaging damage
DLV000376,PO-00354,AMER,SUP034,2024-02-28,2024-02-28,668,Primary,,accepted,PrimeLogistics,DOCK-A,INS015,Good,
DLV000377,PO-00355,AMER,SUP055,2024-03-17,2024-03-10,600,Primary,,accepted,FreightCo,DOCK-D,INS005,Good,
DLV000378,PO-00356,AMER,SUP060,2024-03-08,2024-03-08,133,Primary,,provisional_receipt,GlobalShip,DOCK-C,INS004,Good,Minor packaging damage
DLV000379,PO-00357,AMER,SUP015,2024-02-07,2024-02-07,514,Primary,,accepted,PrimeLogistics,DOCK-A,INS019,Good,
DLV000380,PO-00358,AMER,SUP060,2024-04-09,2024-04-09,839,Primary,,accepted,PrimeLogistics,DOCK-D,INS006,Good,
DLV000381,PO-00359,AMER,SUP001,2024-04-16,2024-04-16,553,Primary,,accepted,GlobalShip,DOCK-A,INS010,Good,
DLV000382,PO-00360,AMER,SUP005,2024-02-25,2024-02-25,288,Primary,,accepted,FastFreight,DOCK-C,INS007,Good,Partial shipment 1 of 2
DLV000383,PO-00360,AMER,SUP005,2024-03-03,2024-03-03,216,Primary,,accepted,FastFreight,DOCK-A,INS005,Good,Partial shipment 2 of 2
DLV000384,PO-00361,AMER,SUP019,2024-03-16,2024-03-16,887,Primary,,accepted,PrimeLogistics,DOCK-B,INS003,Good,
DLV000385,PO-00362,AMER,SUP024,2024-03-14,2024-03-07,925,Primary,,accepted,FreightCo,DOCK-A,INS016,Good,
DLV000386,PO-00363,AMER,SUP018,2024-03-03,2024-02-26,447,Primary,,accepted,GlobalShip,DOCK-A,INS016,Good,
DLV000387,PO-00364,AMER,SUP042,2024-04-08,2024-04-08,772,Primary,,accepted,GlobalShip,DOCK-B,INS012,Good,
DLV000388,PO-00365,AMER,SUP040,2024-01-25,2024-01-25,324,Primary,,accepted,DirectHaul,DOCK-B,INS001,Good,
DLV000389,PO-00366,AMER,SUP010,2024-02-26,2024-02-26,979,Primary,,accepted,GlobalShip,DOCK-D,INS001,Good,
DLV000390,PO-00367,AMER,SUP049,2024-01-24,2024-01-24,855,Primary,,accepted,FreightCo,DOCK-C,INS005,Good,
DLV000391,PO-00368,AMER,SUP002,2024-03-19,2024-03-19,390,Primary,,accepted,PrimeLogistics,DOCK-B,INS005,Good,
DLV000392,PO-00369,AMER,SUP022,2024-02-08,2024-02-08,195,Primary,,accepted,GlobalShip,DOCK-D,INS001,Good,
DLV000393,PO-00370,AMER,SUP002,2024-04-17,2024-03-25,1126,Primary,,accepted,OceanLink,DOCK-D,INS015,Good,
DLV000394,PO-00371,AMER,SUP032,2024-02-28,2024-02-28,682,Primary,,accepted,GlobalShip,DOCK-A,INS018,Good,
DLV000395,PO-00372,AMER,SUP051,2024-02-12,2024-02-12,835,Primary,,accepted,DirectHaul,DOCK-D,INS019,Good,
