product_id,product_name,category,subcategory,unit_of_measure,unit_weight_kg,unit_cost,list_price,supplier_id,hazmat_flag,created_at
PRD-00943,Displays Item 00943,Electronics,Displays,CS,15.72,245.28,413.37,SUP-0106,False,2020-12-03
PRD-00944,Desks Item 00944,Furniture,Desks,PLT,14.89,91.08,153.72,SUP-0006,False,2020-02-25
PRD-00945,Seals Item 00945,Industrial Parts,Seals,PLT,29.13,165.82,322.94,SUP-0050,False,2022-11-27
PRD-00946,Void Fill Item 00946,Packaging,Void Fill,CS,5.49,210.27,310.22,SUP-0134,True,2021-12-29
PRD-00947,Adapters Item 00947,Electronics,Adapters,CS,18.42,197.48,432.64,SUP-0038,False,2021-09-25
PRD-00948,Fasteners Item 00948,Industrial Parts,Fasteners,CS,5.93,48.13,91.91,SUP-0097,False,2021-08-16
PRD-00949,Seating Item 00949,Furniture,Seating,CS,30.01,211.82,348.19,SUP-0009,False,2023-09-16
PRD-00950,Paper Goods Item 00950,Office Supplies,Paper Goods,EA,27.84,134.28,198.19,SUP-0135,False,2021-10-16
PRD-00951,Seating Item 00951,Furniture,Seating,EA,20.41,142.13,199.28,SUP-0037,False,2020-08-20
PRD-00952,Paper Goods Item 00952,Office Supplies,Paper Goods,CS,36.32,109.57,190.76,SUP-0240,False,2023-05-12
PRD-00953,Bearings Item 00953,Industrial Parts,Bearings,CS,26.76,20.62,42.36,SUP-0105,False,2023-12-19
PRD-00954,Boxes Item 00954,Packaging,Boxes,EA,31.68,11.23,16.29,SUP-0126,False,2020-05-16
PRD-00955,Void Fill Item 00955,Packaging,Void Fill,EA,33.34,154.83,229.81,SUP-0095,False,2021-04-15
PRD-00956,Fasteners Item 00956,Industrial Parts,Fasteners,PLT,26.05,230.1,322.06,SUP-0237,False,2021-12-24
PRD-00957,Displays Item 00957,Electronics,Displays,CS,28.19,36.32,62.03,SUP-0014,False,2020-10-04
PRD-00958,Cables Item 00958,Electronics,Cables,PLT,1.17,11.26,19.31,SUP-0017,False,2020-11-27
PRD-00959,Outerwear Item 00959,Apparel,Outerwear,CS,8.45,10.78,20.38,SUP-0182,False,2021-09-25
PRD-00960,Adapters Item 00960,Electronics,Adapters,PLT,15.61,68.57,94.49,SUP-0249,False,2023-06-11
PRD-00961,Footwear Item 00961,Apparel,Footwear,EA,35.64,242.2,471.74,SUP-0084,False,2023-07-08
PRD-00962,Storage Units Item 00962,Furniture,Storage Units,PLT,31.85,34.66,70.15,SUP-0233,False,2022-08-24
PRD-00963,Seals Item 00963,Industrial Parts,Seals,PLT,20.88,52.7,76.19,SUP-0125,False,2023-06-17
PRD-00964,Cables Item 00964,Electronics,Cables,PLT,14.01,212.46,411.85,SUP-0214,False,2020-08-23
PRD-00965,Displays Item 00965,Electronics,Displays,EA,20.26,39.87,70.9,SUP-0173,False,2023-08-14
PRD-00966,Bearings Item 00966,Industrial Parts,Bearings,CS,15.17,59.26,123.18,SUP-0070,False,2020-06-13
PRD-00967,Fasteners Item 00967,Industrial Parts,Fasteners,PLT,16.15,211.94,323.18,SUP-0145,False,2020-04-30
PRD-00968,Seating Item 00968,Furniture,Seating,CS,29.86,118.43,194.36,SUP-0067,False,2021-10-03
PRD-00969,Fasteners Item 00969,Industrial Parts,Fasteners,CS,36.23,179.02,374.64,SUP-0218,False,2021-09-09
PRD-00970,Storage Item 00970,Office Supplies,Storage,CS,29.1,238.77,416.74,SUP-0185,False,2022-10-30
PRD-00971,Void Fill Item 00971,Packaging,Void Fill,CS,10.98,191.28,334.72,SUP-0108,False,2021-09-23
PRD-00972,Seating Item 00972,Furniture,Seating,CS,13.96,119.07,223.31,SUP-0230,False,2022-02-19
PRD-00973,Storage Units Item 00973,Furniture,Storage Units,CS,8.27,91.04,163.7,SUP-0108,False,2021-11-17
PRD-00974,Seating Item 00974,Furniture,Seating,EA,28.17,243.39,378.68,SUP-0161,False,2020-11-02
PRD-00975,Accessories Item 00975,Apparel,Accessories,PLT,28.24,74.26,154.82,SUP-0116,False,2021-10-10
PRD-00976,Footwear Item 00976,Apparel,Footwear,EA,11.06,219.6,310.85,SUP-0230,False,2024-01-04
PRD-00977,Fasteners Item 00977,Industrial Parts,Fasteners,PLT,5.38,157.25,289.5,SUP-0080,False,2021-11-21
PRD-00978,Footwear Item 00978,Apparel,Footwear,EA,32.56,140.1,202.44,SUP-0079,True,2020-11-07
PRD-00979,Adapters Item 00979,Electronics,Adapters,EA,38.49,50.28,74.81,SUP-0181,False,2020-07-14
PRD-00980,Writing Item 00980,Office Supplies,Writing,EA,17.39,190.12,409.16,SUP-0130,False,2022-03-12
PRD-00981,Adapters Item 00981,Electronics,Adapters,EA,27.65,52.32,84.08,SUP-0219,False,2022-11-08
PRD-00982,Footwear Item 00982,Apparel,Footwear,PLT,0.95,21.88,30.7,SUP-0058,False,2021-08-15
PRD-00983,Seating Item 00983,Furniture,Seating,CS,4.41,103.97,220.94,SUP-0110,False,2022-08-23
PRD-00984,Fasteners Item 00984,Industrial Parts,Fasteners,CS,34.18,79.92,145.26,SUP-0187,False,2022-01-12
PRD-00985,Void Fill Item 00985,Packaging,Void Fill,PLT,6.17,203.57,391.08,SUP-0057,False,2020-01-14
PRD-00986,Footwear Item 00986,Apparel,Footwear,PLT,11.42,75.24,131.05,SUP-0110,False,2021-02-14
PRD-00987,Storage Units Item 00987,Furniture,Storage Units,EA,20.44,119.07,231.18,SUP-0181,False,2020-08-27
PRD-00988,Outerwear Item 00988,Apparel,Outerwear,PLT,22.26,68.12,140.99,SUP-0090,False,2021-01-09
PRD-00989,Void Fill Item 00989,Packaging,Void Fill,PLT,24.31,216.83,475.42,SUP-0100,False,2022-05-13
PRD-00990,Cables Item 00990,Electronics,Cables,EA,16.97,198.0,301.38,SUP-0106,False,2021-06-05
PRD-00991,Adapters Item 00991,Electronics,Adapters,PLT,38.96,217.39,456.44,SUP-0183,False,2020-01-21
PRD-00992,Tape Item 00992,Packaging,Tape,EA,10.48,247.79,470.38,SUP-0083,False,2023-06-27
PRD-00993,Storage Item 00993,Office Supplies,Storage,CS,18.91,5.04,8.25,SUP-0111,False,2022-10-07
PRD-00994,Seating Item 00994,Furniture,Seating,EA,35.1,145.66,290.69,SUP-0050,False,2020-03-02
PRD-00995,Paper Goods Item 00995,Office Supplies,Paper Goods,PLT,31.47,148.01,212.19,SUP-0144,False,2020-11-05
PRD-00996,Outerwear Item 00996,Apparel,Outerwear,EA,29.28,118.42,223.35,SUP-0189,False,2020-11-11
PRD-00997,Displays Item 00997,Electronics,Displays,CS,8.82,113.27,182.16,SUP-0012,False,2020-10-10
PRD-00998,Paper Goods Item 00998,Office Supplies,Paper Goods,EA,3.39,129.2,199.83,SUP-0106,False,2024-01-28
PRD-00999,Outerwear Item 00999,Apparel,Outerwear,CS,4.96,113.27,207.1,SUP-0043,False,2023-10-21
PRD-01000,Outerwear Item 01000,Apparel,Outerwear,PLT,36.92,63.18,111.59,SUP-0167,False,2021-01-23
PRD-01001,Seating Item 01001,Furniture,Seating,EA,11.24,140.76,292.38,SUP-0180,False,2020-05-06
PRD-01002,Storage Units Item 01002,Furniture,Storage Units,EA,15.27,41.66,86.18,SUP-0175,False,2020-08-04
PRD-01003,Boxes Item 01003,Packaging,Boxes,CS,4.77,114.22,245.56,SUP-0088,False,2023-10-28
PRD-01004,Accessories Item 01004,Apparel,Accessories,CS,24.68,126.43,266.58,SUP-0074,False,2022-11-14
PRD-01005,Desks Item 01005,Furniture,Desks,CS,25.01,152.39,258.94,SUP-0108,False,2021-09-13
PRD-01006,Seating Item 01006,Furniture,Seating,PLT,24.09,205.54,405.82,SUP-0060,False,2020-09-24
PRD-01007,Outerwear Item 01007,Apparel,Outerwear,EA,34.56,2.87,5.06,SUP-0241,False,2023-01-21
PRD-01008,Footwear Item 01008,Apparel,Footwear,CS,39.98,201.23,324.82,SUP-0195,False,2021-01-01
PRD-01009,Fasteners Item 01009,Industrial Parts,Fasteners,CS,4.62,99.72,154.02,SUP-0005,False,2023-05-21
PRD-01010,Outerwear Item 01010,Apparel,Outerwear,EA,8.88,216.77,302.99,SUP-0076,False,2020-01-16
PRD-01011,Fasteners Item 01011,Industrial Parts,Fasteners,EA,39.41,128.36,181.35,SUP-0028,False,2020-09-28
PRD-01012,Storage Units Item 01012,Furniture,Storage Units,EA,32.35,68.21,105.45,SUP-0062,False,2020-01-05
PRD-01013,Boxes Item 01013,Packaging,Boxes,PLT,23.34,227.63,337.22,SUP-0160,False,2022-09-20
PRD-01014,Footwear Item 01014,Apparel,Footwear,EA,23.2,220.45,443.81,SUP-0113,False,2021-01-29
PRD-01015,Storage Units Item 01015,Furniture,Storage Units,EA,1.0,198.88,405.0,SUP-0097,False,2023-01-28
PRD-01016,Seals Item 01016,Industrial Parts,Seals,CS,2.93,26.79,35.45,SUP-0234,False,2023-10-06
PRD-01017,Footwear Item 01017,Apparel,Footwear,CS,21.03,247.33,437.48,SUP-0167,False,2020-07-18
PRD-01018,Void Fill Item 01018,Packaging,Void Fill,PLT,17.0,197.43,315.73,SUP-0179,False,2023-08-18
PRD-01019,Accessories Item 01019,Apparel,Accessories,PLT,32.26,65.26,112.85,SUP-0179,False,2023-08-22
PRD-01020,Seating Item 01020,Furniture,Seating,CS,20.43,81.53,137.91,SUP-0160,False,2022-10-21
PRD-01021,Bearings Item 01021,Industrial Parts,Bearings,CS,18.32,223.14,422.73,SUP-0009,False,2022-01-09
PRD-01022,Boxes Item 01022,Packaging,Boxes,PLT,14.14,57.23,122.93,SUP-0200,False,2023-08-21
PRD-01023,Bearings Item 01023,Industrial Parts,Bearings,PLT,35.7,113.86,231.86,SUP-0015,False,2020-02-07
PRD-01024,Storage Item 01024,Office Supplies,Storage,CS,28.89,32.54,58.6,SUP-0228,False,2020-12-17
PRD-01025,Seals Item 01025,Industrial Parts,Seals,CS,19.79,32.35,46.91,SUP-0115,False,2022-05-25
PRD-01026,Tape Item 01026,Packaging,Tape,EA,34.26,40.37,63.79,SUP-0020,False,2022-08-03
PRD-01027,Seals Item 01027,Industrial Parts,Seals,CS,25.03,185.49,316.17,SUP-0210,False,2020-02-02
PRD-01028,Bearings Item 01028,Industrial Parts,Bearings,CS,16.99,34.07,56.23,SUP-0080,False,2020-02-21
PRD-01029,Displays Item 01029,Electronics,Displays,CS,21.73,145.33,300.64,SUP-0201,False,2021-11-24
PRD-01030,Adapters Item 01030,Electronics,Adapters,PLT,23.89,5.66,11.4,SUP-0099,False,2021-05-12
PRD-01031,Adapters Item 01031,Electronics,Adapters,PLT,3.84,17.03,23.65,SUP-0003,False,2020-05-11
PRD-01032,Void Fill Item 01032,Packaging,Void Fill,CS,0.72,173.6,268.02,SUP-0008,False,2023-03-12
PRD-01033,Bearings Item 01033,Industrial Parts,Bearings,CS,35.41,22.21,37.14,SUP-0199,False,2023-12-23
PRD-01034,Cables Item 01034,Electronics,Cables,CS,27.13,227.65,360.94,SUP-0201,False,2022-08-22
PRD-01035,Bearings Item 01035,Industrial Parts,Bearings,EA,13.97,205.3,374.61,SUP-0098,False,2023-09-30
PRD-01036,Seating Item 01036,Furniture,Seating,CS,15.83,97.52,174.87,SUP-0051,False,2021-06-16
PRD-01037,Writing Item 01037,Office Supplies,Writing,CS,2.48,97.27,183.82,SUP-0154,False,2020-05-22
PRD-01038,Bearings Item 01038,Industrial Parts,Bearings,PLT,33.86,190.05,311.17,SUP-0197,False,2021-05-05
PRD-01039,Tape Item 01039,Packaging,Tape,EA,30.92,158.69,233.44,SUP-0139,False,2023-11-28
PRD-01040,Adapters Item 01040,Electronics,Adapters,CS,19.75,166.67,273.61,SUP-0006,False,2023-08-20
PRD-01041,Footwear Item 01041,Apparel,Footwear,PLT,31.53,237.61,344.81,SUP-0106,False,2020-04-27
PRD-01042,Fasteners Item 01042,Industrial Parts,Fasteners,EA,7.73,126.45,236.56,SUP-0146,False,2020-10-12
PRD-01043,Displays Item 01043,Electronics,Displays,PLT,19.62,165.24,219.78,SUP-0234,False,2021-07-11
PRD-01044,Void Fill Item 01044,Packaging,Void Fill,EA,24.82,215.59,424.76,SUP-0187,False,2022-01-10
PRD-01045,Cables Item 01045,Electronics,Cables,EA,6.53,243.49,328.79,SUP-0100,False,2021-06-06
PRD-01046,Storage Units Item 01046,Furniture,Storage Units,PLT,39.62,176.12,343.53,SUP-0035,False,2021-05-23
PRD-01047,Outerwear Item 01047,Apparel,Outerwear,EA,8.11,56.98,122.97,SUP-0104,False,2023-06-05
PRD-01048,Bearings Item 01048,Industrial Parts,Bearings,PLT,5.62,103.13,165.34,SUP-0199,False,2020-12-16
PRD-01049,Boxes Item 01049,Packaging,Boxes,EA,36.23,29.86,41.11,SUP-0055,False,2021-11-26
PRD-01050,Boxes Item 01050,Packaging,Boxes,CS,1.78,130.37,245.58,SUP-0168,False,2022-04-25
PRD-01051,Bearings Item 01051,Industrial Parts,Bearings,EA,9.1,110.6,193.56,SUP-0088,True,2023-09-09
PRD-01052,Storage Item 01052,Office Supplies,Storage,PLT,2.56,28.96,54.65,SUP-0120,False,2021-08-19
PRD-01053,Accessories Item 01053,Apparel,Accessories,PLT,10.61,239.35,442.26,SUP-0106,False,2021-02-19
PRD-01054,Tape Item 01054,Packaging,Tape,EA,8.44,17.81,25.63,SUP-0026,False,2020-07-04
PRD-01055,Boxes Item 01055,Packaging,Boxes,CS,14.43,151.26,268.39,SUP-0236,False,2023-06-13
PRD-01056,Paper Goods Item 01056,Office Supplies,Paper Goods,CS,29.83,204.64,414.93,SUP-0202,False,2024-01-21
PRD-01057,Seals Item 01057,Industrial Parts,Seals,CS,29.61,151.49,299.16,SUP-0166,False,2023-10-16
PRD-01058,Fasteners Item 01058,Industrial Parts,Fasteners,CS,23.8,71.51,141.31,SUP-0042,False,2023-04-01
PRD-01059,Bearings Item 01059,Industrial Parts,Bearings,EA,10.46,84.79,179.83,SUP-0043,False,2020-03-14
PRD-01060,Storage Units Item 01060,Furniture,Storage Units,EA,22.98,181.32,349.44,SUP-0171,False,2022-08-23
PRD-01061,Displays Item 01061,Electronics,Displays,CS,10.87,141.74,274.61,SUP-0017,False,2022-01-31
PRD-01062,Boxes Item 01062,Packaging,Boxes,CS,30.97,96.89,189.05,SUP-0230,False,2022-12-07
PRD-01063,Storage Units Item 01063,Furniture,Storage Units,PLT,4.81,149.66,279.68,SUP-0241,False,2020-02-18
PRD-01064,Fasteners Item 01064,Industrial Parts,Fasteners,EA,14.62,138.41,293.18,SUP-0073,False,2021-06-19
PRD-01065,Footwear Item 01065,Apparel,Footwear,PLT,22.62,100.21,178.78,SUP-0024,False,2022-02-24
PRD-01066,Void Fill Item 01066,Packaging,Void Fill,CS,14.49,193.86,295.42,SUP-0211,False,2023-11-27
PRD-01067,Outerwear Item 01067,Apparel,Outerwear,PLT,31.45,205.54,397.65,SUP-0049,False,2020-03-05
PRD-01068,Desks Item 01068,Furniture,Desks,EA,12.71,192.08,358.47,SUP-0048,False,2022-06-15
PRD-01069,Cables Item 01069,Electronics,Cables,PLT,10.34,16.33,34.56,SUP-0032,False,2023-03-06
PRD-01070,Outerwear Item 01070,Apparel,Outerwear,PLT,15.69,184.27,382.82,SUP-0130,False,2023-01-18
PRD-01071,Displays Item 01071,Electronics,Displays,EA,35.61,150.47,257.16,SUP-0132,False,2020-06-27
PRD-01072,Cables Item 01072,Electronics,Cables,EA,2.99,133.02,289.84,SUP-0148,False,2020-01-09
PRD-01073,Outerwear Item 01073,Apparel,Outerwear,CS,1.14,241.95,320.4,SUP-0096,False,2022-02-05
PRD-01074,Desks Item 01074,Furniture,Desks,PLT,19.33,85.64,119.07,SUP-0053,False,2022-02-22
PRD-01075,Cables Item 01075,Electronics,Cables,PLT,0.09,153.8,231.63,SUP-0225,False,2021-11-14
PRD-01076,Adapters Item 01076,Electronics,Adapters,EA,4.15,157.23,308.91,SUP-0066,False,2023-08-23
PRD-01077,Adapters Item 01077,Electronics,Adapters,CS,9.32,50.95,110.35,SUP-0022,False,2020-08-19
PRD-01078,Fasteners Item 01078,Industrial Parts,Fasteners,EA,11.7,128.48,280.3,SUP-0083,False,2020-11-27
PRD-01079,Desks Item 01079,Furniture,Desks,EA,34.28,33.02,47.1,SUP-0096,False,2021-04-05
PRD-01080,Bearings Item 01080,Industrial Parts,Bearings,EA,10.97,5.06,6.86,SUP-0096,False,2021-07-19
PRD-01081,Storage Units Item 01081,Furniture,Storage Units,CS,28.33,236.95,449.92,SUP-0107,False,2022-07-07
PRD-01082,Writing Item 01082,Office Supplies,Writing,CS,18.5,199.57,300.35,SUP-0113,False,2024-01-30
PRD-01083,Storage Item 01083,Office Supplies,Storage,EA,31.81,202.64,301.4,SUP-0209,False,2023-01-01
PRD-01084,Outerwear Item 01084,Apparel,Outerwear,PLT,7.29,69.35,110.63,SUP-0097,False,2021-12-20
PRD-01085,Void Fill Item 01085,Packaging,Void Fill,PLT,10.58,192.72,333.6,SUP-0169,False,2020-04-27
PRD-01086,Storage Item 01086,Office Supplies,Storage,EA,10.28,86.19,156.41,SUP-0213,False,2020-04-03
PRD-01087,Fasteners Item 01087,Industrial Parts,Fasteners,PLT,13.53,161.07,230.75,SUP-0142,False,2022-04-25
PRD-01088,Void Fill Item 01088,Packaging,Void Fill,PLT,32.27,133.77,281.82,SUP-0146,False,2021-07-28
PRD-01089,Seating Item 01089,Furniture,Seating,PLT,0.32,163.66,353.5,SUP-0100,False,2020-11-22
PRD-01090,Storage Item 01090,Office Supplies,Storage,PLT,18.38,80.65,166.63,SUP-0109,False,2021-04-01
PRD-01091,Bearings Item 01091,Industrial Parts,Bearings,PLT,12.41,34.36,65.6,SUP-0106,False,2022-01-02
PRD-01092,Paper Goods Item 01092,Office Supplies,Paper Goods,PLT,16.91,40.74,79.1,SUP-0062,False,2023-02-22
PRD-01093,Accessories Item 01093,Apparel,Accessories,EA,30.56,181.55,355.02,SUP-0085,False,2020-11-10
PRD-01094,Boxes Item 01094,Packaging,Boxes,PLT,23.16,249.82,506.6,SUP-0036,False,2023-01-21
PRD-01095,Storage Units Item 01095,Furniture,Storage Units,EA,23.47,49.88,85.01,SUP-0042,False,2021-09-30
PRD-01096,Outerwear Item 01096,Apparel,Outerwear,PLT,28.73,105.52,155.87,SUP-0123,True,2022-03-12
PRD-01097,Writing Item 01097,Office Supplies,Writing,EA,26.0,137.24,222.68,SUP-0184,True,2021-06-24
PRD-01098,Displays Item 01098,Electronics,Displays,PLT,13.04,230.74,353.72,SUP-0210,False,2021-10-16
PRD-01099,Bearings Item 01099,Industrial Parts,Bearings,EA,10.46,18.69,29.76,SUP-0101,False,2022-04-25
PRD-01100,Tape Item 01100,Packaging,Tape,CS,22.18,69.17,120.59,SUP-0097,False,2023-04-08
PRD-01101,Boxes Item 01101,Packaging,Boxes,EA,27.72,221.21,362.09,SUP-0176,False,2023-08-11
PRD-01102,Adapters Item 01102,Electronics,Adapters,PLT,16.12,152.41,272.72,SUP-0012,False,2020-03-01
PRD-01103,Bearings Item 01103,Industrial Parts,Bearings,PLT,26.37,129.54,238.52,SUP-0196,False,2023-07-27
PRD-01104,Displays Item 01104,Electronics,Displays,PLT,11.04,179.47,264.91,SUP-0063,False,2020-11-16
PRD-01105,Adapters Item 01105,Electronics,Adapters,CS,4.25,35.64,47.19,SUP-0165,False,2023-07-03
PRD-01106,Storage Item 01106,Office Supplies,Storage,PLT,8.92,77.14,113.94,SUP-0161,False,2021-07-14
PRD-01107,Void Fill Item 01107,Packaging,Void Fill,CS,19.31,92.41,190.54,SUP-0156,False,2020-06-04
PRD-01108,Writing Item 01108,Office Supplies,Writing,PLT,18.64,205.38,449.47,SUP-0036,False,2023-08-11
PRD-01109,Storage Units Item 01109,Furniture,Storage Units,CS,20.58,151.04,312.36,SUP-0134,False,2022-09-30
PRD-01110,Tape Item 01110,Packaging,Tape,EA,36.33,113.18,219.63,SUP-0088,False,2020-03-17
PRD-01111,Seals Item 01111,Industrial Parts,Seals,EA,22.52,137.58,185.61,SUP-0006,False,2021-05-05
PRD-01112,Tape Item 01112,Packaging,Tape,PLT,34.41,90.73,192.94,SUP-0086,False,2020-02-01
PRD-01113,Storage Units Item 01113,Furniture,Storage Units,EA,26.29,189.7,351.12,SUP-0098,False,2020-08-28
PRD-01114,Outerwear Item 01114,Apparel,Outerwear,EA,5.35,41.25,88.24,SUP-0045,False,2023-10-02
PRD-01115,Seating Item 01115,Furniture,Seating,PLT,14.77,144.42,222.46,SUP-0047,False,2023-04-10
PRD-01116,Adapters Item 01116,Electronics,Adapters,CS,27.5,246.01,337.36,SUP-0155,False,2023-09-23
PRD-01117,Writing Item 01117,Office Supplies,Writing,EA,19.11,165.6,294.47,SUP-0219,False,2020-02-15
PRD-01118,Displays Item 01118,Electronics,Displays,PLT,15.81,33.35,54.97,SUP-0140,False,2021-02-24
PRD-01119,Footwear Item 01119,Apparel,Footwear,CS,34.78,79.22,172.2,SUP-0043,False,2022-09-27
PRD-01120,Paper Goods Item 01120,Office Supplies,Paper Goods,EA,15.75,11.14,23.81,SUP-0204,False,2023-01-01
PRD-01121,Displays Item 01121,Electronics,Displays,EA,17.08,108.33,161.45,SUP-0069,False,2021-10-10
PRD-01122,Fasteners Item 01122,Industrial Parts,Fasteners,CS,36.07,98.48,184.96,SUP-0242,False,2022-01-02
PRD-01123,Accessories Item 01123,Apparel,Accessories,CS,35.12,137.61,185.64,SUP-0071,False,2022-12-26
PRD-01124,Boxes Item 01124,Packaging,Boxes,CS,10.61,120.23,170.37,SUP-0021,False,2020-02-25
PRD-01125,Void Fill Item 01125,Packaging,Void Fill,EA,15.4,144.7,280.37,SUP-0122,False,2020-01-26
PRD-01126,Paper Goods Item 01126,Office Supplies,Paper Goods,CS,30.82,120.81,254.59,SUP-0090,False,2023-05-20
PRD-01127,Cables Item 01127,Electronics,Cables,PLT,36.56,44.02,93.89,SUP-0196,False,2020-03-06
PRD-01128,Storage Units Item 01128,Furniture,Storage Units,CS,21.96,206.05,294.92,SUP-0016,False,2020-04-28
PRD-01129,Bearings Item 01129,Industrial Parts,Bearings,CS,15.19,88.93,191.24,SUP-0089,False,2022-02-28
PRD-01130,Cables Item 01130,Electronics,Cables,PLT,5.19,138.25,184.01,SUP-0125,False,2020-12-02
PRD-01131,Paper Goods Item 01131,Office Supplies,Paper Goods,EA,34.22,55.59,117.21,SUP-0184,False,2022-08-31
PRD-01132,Writing Item 01132,Office Supplies,Writing,PLT,21.52,192.8,294.85,SUP-0042,False,2021-04-26
PRD-01133,Writing Item 01133,Office Supplies,Writing,EA,23.05,5.39,9.87,SUP-0239,False,2023-04-30
PRD-01134,Outerwear Item 01134,Apparel,Outerwear,PLT,23.82,25.6,48.44,SUP-0093,False,2023-06-07
PRD-01135,Displays Item 01135,Electronics,Displays,EA,4.27,116.45,172.12,SUP-0025,False,2022-11-15
PRD-01136,Fasteners Item 01136,Industrial Parts,Fasteners,PLT,39.71,48.31,69.83,SUP-0078,False,2022-06-18
PRD-01137,Storage Units Item 01137,Furniture,Storage Units,PLT,5.41,162.68,212.9,SUP-0179,False,2024-02-03
PRD-01138,Adapters Item 01138,Electronics,Adapters,CS,36.66,57.49,120.27,SUP-0183,False,2023-05-13
PRD-01139,Outerwear Item 01139,Apparel,Outerwear,PLT,25.71,14.0,22.85,SUP-0163,False,2021-05-25
PRD-01140,Bearings Item 01140,Industrial Parts,Bearings,EA,16.76,79.91,147.26,SUP-0183,False,2023-12-04
PRD-01141,Void Fill Item 01141,Packaging,Void Fill,PLT,26.14,202.14,350.49,SUP-0029,False,2023-01-15
PRD-01142,Adapters Item 01142,Electronics,Adapters,PLT,0.19,238.29,355.41,SUP-0003,False,2020-09-27
PRD-01143,Writing Item 01143,Office Supplies,Writing,PLT,14.17,45.98,78.85,SUP-0203,False,2021-11-01
PRD-01144,Boxes Item 01144,Packaging,Boxes,CS,17.01,70.1,148.44,SUP-0132,False,2022-01-24
PRD-01145,Adapters Item 01145,Electronics,Adapters,CS,31.63,192.67,296.31,SUP-0074,True,2021-12-04
PRD-01146,Cables Item 01146,Electronics,Cables,EA,40.0,236.87,470.43,SUP-0023,False,2020-06-11
PRD-01147,Accessories Item 01147,Apparel,Accessories,PLT,26.49,84.4,111.55,SUP-0126,False,2022-05-04
PRD-01148,Footwear Item 01148,Apparel,Footwear,EA,21.32,112.06,219.86,SUP-0091,False,2023-12-17
PRD-01149,Footwear Item 01149,Apparel,Footwear,EA,21.83,146.74,198.6,SUP-0151,False,2021-12-17
PRD-01150,Accessories Item 01150,Apparel,Accessories,CS,26.91,217.86,354.33,SUP-0155,False,2020-01-30
PRD-01151,Tape Item 01151,Packaging,Tape,PLT,7.61,116.6,175.74,SUP-0042,False,2022-11-01
PRD-01152,Accessories Item 01152,Apparel,Accessories,CS,4.48,44.75,61.68,SUP-0054,True,2021-08-09
PRD-01153,Writing Item 01153,Office Supplies,Writing,CS,32.91,240.46,340.57,SUP-0127,False,2021-11-23
PRD-01154,Desks Item 01154,Furniture,Desks,CS,39.05,162.8,292.34,SUP-0225,False,2021-04-03
PRD-01155,Paper Goods Item 01155,Office Supplies,Paper Goods,PLT,35.37,29.87,56.88,SUP-0002,False,2022-08-06
PRD-01156,Writing Item 01156,Office Supplies,Writing,PLT,12.0,230.04,365.63,SUP-0155,False,2023-07-05
PRD-01157,Storage Units Item 01157,Furniture,Storage Units,EA,17.63,74.7,116.99,SUP-0030,False,2023-11-06
PRD-01158,Adapters Item 01158,Electronics,Adapters,CS,39.07,226.73,427.41,SUP-0033,False,2023-11-25
PRD-01159,Writing Item 01159,Office Supplies,Writing,PLT,36.11,4.16,5.51,SUP-0245,True,2023-05-09
PRD-01160,Fasteners Item 01160,Industrial Parts,Fasteners,EA,6.46,212.04,426.54,SUP-0103,False,2022-04-11
PRD-01161,Cables Item 01161,Electronics,Cables,PLT,17.6,249.43,407.57,SUP-0154,False,2023-10-15
PRD-01162,Outerwear Item 01162,Apparel,Outerwear,PLT,35.52,154.82,242.97,SUP-0130,False,2022-11-21
PRD-01163,Bearings Item 01163,Industrial Parts,Bearings,EA,20.53,249.54,453.28,SUP-0246,False,2020-01-25
PRD-01164,Storage Units Item 01164,Furniture,Storage Units,PLT,12.94,18.17,38.28,SUP-0107,False,2023-02-26
PRD-01165,Displays Item 01165,Electronics,Displays,EA,32.37,104.99,164.25,SUP-0101,False,2020-09-30
PRD-01166,Accessories Item 01166,Apparel,Accessories,PLT,29.69,81.33,113.52,SUP-0169,False,2020-07-26
PRD-01167,Fasteners Item 01167,Industrial Parts,Fasteners,CS,2.0,237.03,486.97,SUP-0225,False,2022-05-05
PRD-01168,Accessories Item 01168,Apparel,Accessories,PLT,4.7,145.09,188.95,SUP-0174,False,2022-01-15
PRD-01169,Tape Item 01169,Packaging,Tape,EA,36.6,94.49,150.66,SUP-0008,False,2023-01-07
PRD-01170,Outerwear Item 01170,Apparel,Outerwear,EA,15.43,17.82,28.25,SUP-0242,False,2022-11-16
PRD-01171,Seating Item 01171,Furniture,Seating,PLT,8.61,133.0,264.08,SUP-0011,False,2024-01-30
PRD-01172,Outerwear Item 01172,Apparel,Outerwear,EA,16.94,138.66,303.99,SUP-0226,False,2022-09-08
PRD-01173,Fasteners Item 01173,Industrial Parts,Fasteners,PLT,14.75,113.82,212.76,SUP-0193,False,2022-03-08
PRD-01174,Seating Item 01174,Furniture,Seating,EA,16.09,233.97,402.71,SUP-0014,False,2022-03-03
PRD-01175,Void Fill Item 01175,Packaging,Void Fill,CS,39.88,228.05,433.94,SUP-0243,False,2022-02-26
PRD-01176,Storage Units Item 01176,Furniture,Storage Units,EA,19.92,208.93,398.2,SUP-0166,False,2021-07-15
PRD-01177,Cables Item 01177,Electronics,Cables,CS,9.03,107.1,163.07,SUP-0102,False,2021-04-09
