warehouse_id,shipment_id,carrier_id,transaction_type,event_date,tracking_number,freight_cost,carrier_service_level,created_at
WH-13,20,CAR-10,Shipment,2023-12-07,TRK000000305,115.47,Freight,2023-12-07
WH-01,32,CAR-18,Shipment,2023-11-08,TRK000000306,96.5,Freight,2023-11-08
WH-01,33,CAR-16,Shipment,2023-11-09,TRK000000307,51.43,Express,2023-11-09
WH-01,34,CAR-16,Shipment,2023-11-28,TRK000000308,20.17,Express,2023-11-28
WH-17,19,CAR-19,Shipment,2023-12-04,TRK000000309,41.66,Freight,2023-12-04
WH-17,20,CAR-18,Shipment,2023-12-03,TRK000000310,60.53,Freight,2023-12-03
WH-17,21,CAR-14,Shipment,2023-12-08,TRK000000311,155.78,Ground,2023-12-08
WH-04,16,CAR-17,Shipment,2024-02-01,TRK000000312,137.09,Freight,2024-02-01
WH-10,13,CAR-18,Shipment,2024-04-14,TRK000000313,135.1,Ground,2024-04-14
WH-05,19,CAR-03,Shipment,2024-03-12,TRK000000314,17.79,Freight,2024-03-12
WH-05,20,CAR-15,Cancellation,2024-03-15,TRK000000315,27.59,Ground,2024-03-15
WH-05,21,CAR-04,Shipment,2024-03-14,TRK000000316,18.96,Ground,2024-03-14
WH-03,20,CAR-18,Shipment,2024-03-07,TRK000000317,178.27,Freight,2024-03-07
WH-03,21,CAR-16,Backorder,2024-03-10,,0.0,,2024-03-10
WH-13,21,CAR-02,Shipment,2024-02-20,TRK000000319,212.29,Freight,2024-02-20
WH-11,15,CAR-16,Shipment,2024-06-30,TRK000000320,148.42,Ground,2024-06-30
WH-11,16,CAR-11,Return,2024-07-18,TRK000000321,17.73,Express,2024-07-18
WH-11,17,CAR-12,Backorder,2024-07-02,,0.0,,2024-07-02
WH-11,18,CAR-16,Shipment,2024-07-04,TRK000000323,193.88,Freight,2024-07-04
WH-10,14,CAR-10,Shipment,2024-01-24,TRK000000324,216.04,Freight,2024-01-24
WH-15,14,CAR-02,Shipment,2024-02-17,TRK000000325,72.33,Freight,2024-02-17
WH-14,12,CAR-03,Shipment,2024-04-28,TRK000000326,143.9,Ground,2024-04-28
WH-02,16,CAR-03,Shipment,2024-04-17,TRK000000327,180.61,Express,2024-04-17
WH-14,13,CAR-16,Shipment,2023-11-26,TRK000000328,115.63,Ground,2023-11-26
WH-14,14,CAR-19,Return,2023-12-12,TRK000000329,17.35,Express,2023-12-12
WH-02,17,CAR-09,Shipment,2023-11-22,TRK000000330,54.09,Express,2023-11-22
WH-02,18,CAR-07,Backorder,2023-12-03,,0.0,,2023-12-03
WH-02,19,CAR-11,Shipment,2023-11-25,TRK000000332,151.22,Express,2023-11-25
WH-10,15,CAR-19,Shipment,2024-02-05,TRK000000333,74.18,Ground,2024-02-05
WH-10,16,CAR-06,Backorder,2024-02-08,,0.0,,2024-02-08
WH-10,17,CAR-13,Shipment,2024-02-02,TRK000000335,45.58,Express,2024-02-02
WH-01,35,CAR-14,Shipment,2024-03-04,TRK000000336,88.97,Freight,2024-03-04
WH-01,36,CAR-07,Shipment,2024-03-04,TRK000000337,33.76,Freight,2024-03-04
WH-01,37,CAR-06,Shipment,2024-03-17,TRK000000338,95.6,Express,2024-03-17
WH-17,22,CAR-03,Shipment,2023-12-01,TRK000000339,91.2,Ground,2023-12-01
WH-07,20,CAR-04,Shipment,2024-05-15,TRK000000340,114.49,Ground,2024-05-15
WH-07,21,CAR-06,Return,2024-05-28,TRK000000341,32.12,Freight,2024-05-28
WH-14,15,CAR-08,Backorder,2024-03-29,,0.0,,2024-03-29
WH-01,38,CAR-10,Shipment,2023-10-22,TRK000000343,38.32,Ground,2023-10-22
WH-01,39,CAR-02,Shipment,2023-10-22,TRK000000344,37.14,Freight,2023-10-22
WH-01,40,CAR-04,Shipment,2023-11-06,TRK000000345,136.52,Ground,2023-11-06
WH-17,23,CAR-20,Shipment,2024-01-12,TRK000000346,180.34,Express,2024-01-12
WH-02,20,CAR-10,Shipment,2023-12-07,TRK000000347,215.68,Freight,2023-12-07
WH-02,21,CAR-08,Return,2023-12-26,TRK000000348,27.88,Ground,2023-12-26
WH-05,22,CAR-11,Backorder,2023-11-01,,0.0,,2023-11-01
WH-05,23,CAR-20,Shipment,2024-03-25,TRK000000350,53.6,Freight,2024-03-25
WH-05,24,CAR-08,Shipment,2024-03-31,TRK000000351,160.71,Express,2024-03-31
WH-05,25,CAR-10,Shipment,2024-03-25,TRK000000352,42.28,Express,2024-03-25
WH-05,26,CAR-18,Shipment,2024-03-28,TRK000000353,85.87,Freight,2024-03-28
WH-10,18,CAR-15,Shipment,2024-05-19,TRK000000354,108.7,Express,2024-05-19
WH-12,18,CAR-15,Shipment,2024-07-02,TRK000000355,16.26,Ground,2024-07-02
WH-12,19,CAR-03,Shipment,2024-07-11,TRK000000356,107.64,Express,2024-07-11
WH-12,20,CAR-01,Backorder,2024-07-16,,0.0,,2024-07-16
WH-10,19,CAR-10,Shipment,2024-05-03,TRK000000358,141.71,Express,2024-05-03
WH-10,20,CAR-10,Cancellation,2024-05-13,TRK000000359,8.9,Ground,2024-05-13
WH-10,21,CAR-02,Shipment,2024-05-03,TRK000000360,183.75,Express,2024-05-03
WH-10,22,CAR-03,Shipment,2024-05-03,TRK000000361,25.84,Freight,2024-05-03
WH-10,23,CAR-06,Backorder,2024-05-14,,0.0,,2024-05-14
WH-06,11,CAR-17,Shipment,2024-07-03,TRK000000363,159.06,Ground,2024-07-03
WH-06,12,CAR-20,Return,2024-07-22,TRK000000364,28.15,Express,2024-07-22
WH-16,15,CAR-08,Shipment,2024-03-25,TRK000000365,101.29,Express,2024-03-25
WH-16,16,CAR-19,Shipment,2024-04-06,TRK000000366,70.59,Freight,2024-04-06
WH-16,17,CAR-16,Return,2024-04-23,TRK000000367,19.72,Ground,2024-04-23
WH-16,18,CAR-14,Shipment,2024-03-27,TRK000000368,60.85,Freight,2024-03-27
WH-12,21,CAR-14,Shipment,2024-01-16,TRK000000369,187.16,Freight,2024-01-16
WH-01,41,CAR-19,Shipment,2024-03-30,TRK000000370,148.84,Ground,2024-03-30
WH-01,42,CAR-01,Shipment,2024-05-26,TRK000000371,9.79,Freight,2024-05-26
WH-01,43,CAR-03,Backorder,2024-06-07,,0.0,,2024-06-07
WH-06,13,CAR-11,Shipment,2024-03-20,TRK000000373,110.5,Freight,2024-03-20
WH-10,24,CAR-18,Shipment,2024-05-07,TRK000000374,219.89,Freight,2024-05-07
WH-10,25,CAR-02,Shipment,2024-05-04,TRK000000375,120.75,Freight,2024-05-04
WH-09,16,CAR-03,Shipment,2024-05-01,TRK000000376,74.49,Ground,2024-05-01
WH-09,17,CAR-10,Shipment,2024-05-16,TRK000000377,89.38,Ground,2024-05-16
WH-16,19,CAR-16,Shipment,2024-01-24,TRK000000378,127.9,Ground,2024-01-24
WH-16,20,CAR-18,Shipment,2024-01-21,TRK000000379,127.01,Freight,2024-01-21
WH-17,24,CAR-04,Shipment,2024-04-07,TRK000000380,196.85,Freight,2024-04-07
WH-17,25,CAR-19,Shipment,2024-04-06,TRK000000381,128.08,Express,2024-04-06
WH-09,18,CAR-01,Shipment,2024-04-27,TRK000000382,44.76,Ground,2024-04-27
WH-09,19,CAR-02,Backorder,2024-05-01,,0.0,,2024-05-01
WH-16,21,CAR-04,Shipment,2024-02-29,TRK000000384,84.3,Ground,2024-02-29
WH-16,22,CAR-19,Shipment,2024-03-02,TRK000000385,126.76,Ground,2024-03-02
WH-16,23,CAR-11,Cancellation,2024-03-20,TRK000000386,2.11,Freight,2024-03-20
WH-16,24,CAR-18,Shipment,2024-03-01,TRK000000387,156.74,Freight,2024-03-01
WH-09,20,CAR-20,Shipment,2024-01-14,TRK000000388,150.34,Ground,2024-01-14
WH-09,21,CAR-09,Shipment,2024-01-30,TRK000000389,51.87,Express,2024-01-30
WH-09,22,CAR-18,Cancellation,2024-02-06,TRK000000390,10.94,Express,2024-02-06
WH-09,23,CAR-19,Shipment,2024-01-14,TRK000000391,69.33,Ground,2024-01-14
WH-05,27,CAR-17,Shipment,2024-02-27,TRK000000392,186.8,Ground,2024-02-27
WH-05,28,CAR-19,Shipment,2024-02-27,TRK000000393,187.04,Ground,2024-02-27
WH-10,26,CAR-14,Shipment,2023-12-13,TRK000000394,211.77,Express,2023-12-13
WH-14,16,CAR-06,Shipment,2024-05-29,TRK000000395,193.14,Freight,2024-05-29
WH-14,17,CAR-02,Shipment,2024-06-11,TRK000000396,190.51,Freight,2024-06-11
WH-14,18,CAR-19,Shipment,2024-06-03,TRK000000397,24.84,Ground,2024-06-03
WH-14,19,CAR-10,Shipment,2024-06-01,TRK000000398,202.22,Express,2024-06-01
WH-12,22,CAR-09,Shipment,2024-02-07,TRK000000399,206.71,Ground,2024-02-07
WH-12,23,CAR-04,Shipment,2024-02-12,TRK000000400,118.27,Express,2024-02-12
WH-12,24,CAR-03,Cancellation,2024-02-14,TRK000000401,9.73,Freight,2024-02-14
WH-09,24,CAR-13,Shipment,2024-05-17,TRK000000402,45.63,Ground,2024-05-17
WH-09,25,CAR-20,Cancellation,2024-05-26,TRK000000403,35.26,Freight,2024-05-26
WH-02,22,CAR-11,Shipment,2024-05-04,TRK000000404,103.85,Freight,2024-05-04
WH-02,23,CAR-13,Return,2024-04-27,TRK000000405,27.12,Freight,2024-04-27
WH-14,20,CAR-03,Shipment,2024-01-27,TRK000000406,87.6,Freight,2024-01-27
WH-14,21,CAR-03,Shipment,2024-02-12,TRK000000407,185.73,Freight,2024-02-12
WH-14,22,CAR-04,Shipment,2024-01-27,TRK000000408,27.13,Express,2024-01-27
WH-14,23,CAR-01,Shipment,2024-02-14,TRK000000409,22.79,Ground,2024-02-14
WH-02,24,CAR-18,Shipment,2024-02-22,TRK000000410,86.72,Freight,2024-02-22
WH-07,22,CAR-13,Shipment,2024-04-04,TRK000000411,175.28,Ground,2024-04-04
WH-07,23,CAR-03,Return,2024-04-18,TRK000000412,38.74,Ground,2024-04-18
WH-10,27,CAR-01,Shipment,2024-04-07,TRK000000413,130.65,Express,2024-04-07
WH-05,29,CAR-16,Shipment,2023-12-09,TRK000000414,11.54,Express,2023-12-09
WH-01,44,CAR-11,Shipment,2024-05-12,TRK000000415,16.06,Express,2024-05-12
WH-01,45,CAR-10,Backorder,2024-05-19,,0.0,,2024-05-19
WH-01,46,CAR-15,Shipment,2024-05-11,TRK000000417,185.66,Express,2024-05-11
WH-10,28,CAR-08,Shipment,2023-12-15,TRK000000418,158.46,Freight,2023-12-15
WH-10,29,CAR-09,Backorder,2023-12-26,,0.0,,2023-12-26
WH-10,30,CAR-15,Shipment,2023-12-14,TRK000000420,92.29,Express,2023-12-14
WH-10,31,CAR-14,Shipment,2023-12-17,TRK000000421,197.86,Freight,2023-12-17
WH-07,24,CAR-04,Shipment,2024-04-10,TRK000000422,11.49,Freight,2024-04-10
WH-07,25,CAR-01,Shipment,2024-04-09,TRK000000423,133.78,Ground,2024-04-09
WH-07,26,CAR-09,Shipment,2024-04-14,TRK000000424,77.78,Express,2024-04-14
WH-18,16,CAR-16,Shipment,2024-03-31,TRK000000425,114.46,Freight,2024-03-31
WH-18,17,CAR-07,Shipment,2024-03-26,TRK000000426,108.61,Express,2024-03-26
WH-06,14,CAR-04,Shipment,2024-06-22,TRK000000427,27.07,Freight,2024-06-22
WH-06,15,CAR-15,Shipment,2024-06-27,TRK000000428,105.9,Express,2024-06-27
WH-06,16,CAR-06,Shipment,2024-07-04,TRK000000429,126.44,Ground,2024-07-04
WH-06,17,CAR-20,Backorder,2024-01-07,,0.0,,2024-01-08
WH-09,26,CAR-19,Shipment,2024-04-25,TRK000000431,192.26,Express,2024-04-25
WH-15,15,CAR-14,Shipment,2024-06-26,TRK000000432,125.89,Ground,2024-06-26
WH-15,16,CAR-18,Shipment,2024-07-10,TRK000000433,134.5,Express,2024-07-10
WH-15,17,CAR-04,Backorder,2024-07-16,,0.0,,2024-07-16
WH-08,30,CAR-02,Shipment,2024-05-09,TRK000000435,132.2,Ground,2024-05-09
WH-06,18,CAR-15,Shipment,2024-05-27,TRK000000436,83.4,Express,2024-05-27
WH-01,47,CAR-04,Shipment,2024-02-28,TRK000000437,94.89,Express,2024-02-28
WH-01,48,CAR-20,Shipment,2024-02-22,TRK000000438,120.69,Ground,2024-02-22
WH-06,19,CAR-02,Shipment,2023-12-10,TRK000000439,9.33,Ground,2023-12-10
WH-11,19,CAR-11,Shipment,2024-06-19,TRK000000440,43.52,Ground,2024-06-19
WH-11,20,CAR-06,Shipment,2024-06-18,TRK000000441,168.99,Freight,2024-06-18
WH-17,26,CAR-18,Shipment,2024-01-12,TRK000000442,115.97,Express,2024-01-12
WH-09,27,CAR-16,Shipment,2024-03-14,TRK000000443,66.68,Express,2024-03-14
WH-09,28,CAR-11,Shipment,2024-03-13,TRK000000444,165.12,Ground,2024-03-13
WH-13,22,CAR-05,Backorder,2024-01-16,,0.0,,2024-01-21
WH-15,18,CAR-05,Shipment,2023-11-26,TRK000000446,32.46,Express,2023-11-26
WH-14,24,CAR-17,Shipment,2024-01-05,TRK000000447,18.86,Express,2024-01-05
WH-09,29,CAR-09,Shipment,2024-05-31,TRK000000448,187.66,Express,2024-05-31
WH-13,23,CAR-01,Shipment,2023-11-22,TRK000000449,153.34,Ground,2023-11-22
WH-13,24,CAR-19,Shipment,2024-04-16,TRK000000450,160.98,Freight,2024-04-16
WH-14,25,CAR-11,Shipment,2024-02-29,TRK000000451,35.46,Ground,2024-02-29
WH-14,26,CAR-03,Backorder,2024-03-12,,0.0,,2024-03-12
WH-14,27,CAR-15,Shipment,2024-03-03,TRK000000453,125.37,Freight,2024-03-03
WH-14,28,CAR-18,Shipment,2024-03-20,TRK000000454,47.67,Ground,2024-03-20
WH-14,29,CAR-16,Shipment,2024-03-02,TRK000000455,155.18,Ground,2024-03-02
WH-14,30,CAR-03,Shipment,2023-12-18,TRK000000456,176.23,Ground,2023-12-18
WH-03,22,CAR-17,Shipment,2023-10-26,TRK000000457,88.97,Ground,2023-10-26
WH-09,30,CAR-06,Shipment,2023-12-17,TRK000000458,184.2,Freight,2023-12-17
WH-09,31,CAR-19,Backorder,2023-12-21,,0.0,,2023-12-21
WH-09,32,CAR-01,Shipment,2023-12-17,TRK000000460,34.89,Express,2023-12-17
WH-09,33,CAR-18,Shipment,2024-01-22,TRK000000461,44.51,Ground,2024-01-22
WH-09,34,CAR-11,Shipment,2024-01-16,TRK000000462,182.93,Freight,2024-01-16
WH-05,30,CAR-14,Shipment,2024-01-13,TRK000000463,183.86,Ground,2024-01-13
WH-05,31,CAR-10,Shipment,2024-02-06,TRK000000464,31.6,Ground,2024-02-06
WH-15,19,CAR-08,Shipment,2023-12-22,TRK000000465,176.39,Express,2023-12-22
WH-15,20,CAR-15,Shipment,2024-03-30,TRK000000466,115.99,Ground,2024-03-30
WH-15,21,CAR-10,Shipment,2024-03-31,TRK000000467,96.96,Express,2024-03-31
WH-15,22,CAR-18,Return,2024-05-09,TRK000000468,12.5,Ground,2024-05-09
WH-06,20,CAR-02,Shipment,2023-12-14,TRK000000469,162.62,Express,2023-12-14
WH-06,21,CAR-07,Shipment,2024-01-02,TRK000000470,202.65,Ground,2024-01-02
WH-14,31,CAR-20,Shipment,2024-02-03,TRK000000471,144.14,Ground,2024-02-03
WH-14,32,CAR-08,Shipment,2024-02-14,TRK000000472,140.66,Freight,2024-02-14
WH-07,27,CAR-11,Shipment,2024-05-18,TRK000000473,209.64,Freight,2024-05-18
WH-07,28,CAR-14,Return,2024-05-29,TRK000000474,16.13,Express,2024-05-29
WH-07,29,CAR-16,Shipment,2024-05-18,TRK000000475,162.71,Express,2024-05-18
WH-07,30,CAR-18,Backorder,2024-05-19,,0.0,,2024-05-19
WH-07,31,CAR-03,Backorder,2024-05-15,,0.0,,2024-05-19
WH-18,18,CAR-06,Shipment,2023-10-24,TRK000000478,109.01,Ground,2023-10-24
WH-18,19,CAR-16,Cancellation,2023-11-10,TRK000000479,0.96,Ground,2023-11-10
WH-18,20,CAR-11,Shipment,2023-10-25,TRK000000480,74.45,Freight,2023-10-25
WH-13,25,CAR-16,Shipment,2024-02-11,TRK000000481,109.89,Express,2024-02-11
WH-08,31,CAR-14,Shipment,2024-06-14,TRK000000482,160.02,Express,2024-06-14
WH-08,32,CAR-02,Shipment,2023-11-09,TRK000000483,90.51,Ground,2023-11-09
WH-08,33,CAR-08,Cancellation,2023-11-20,TRK000000484,17.97,Freight,2023-11-20
WH-08,34,CAR-01,Shipment,2023-11-11,TRK000000485,198.09,Express,2023-11-11
WH-08,35,CAR-03,Shipment,2023-11-08,TRK000000486,124.77,Express,2023-11-08
WH-18,21,CAR-17,Shipment,2024-01-26,TRK000000487,48.14,Ground,2024-01-26
WH-11,21,CAR-06,Shipment,2024-03-18,TRK000000488,70.5,Express,2024-03-18
WH-11,22,CAR-05,Shipment,2024-04-10,TRK000000489,14.12,Ground,2024-04-10
WH-11,23,CAR-20,Cancellation,2024-04-17,TRK000000490,25.1,Ground,2024-04-17
WH-03,23,CAR-16,Shipment,2023-12-27,TRK000000491,28.99,Express,2023-12-27
WH-13,26,CAR-09,Shipment,2023-10-09,TRK000000492,85.54,Ground,2023-10-09
WH-02,25,CAR-13,Shipment,2023-11-06,TRK000000493,112.88,Express,2023-11-06
WH-02,26,CAR-12,Shipment,2023-11-17,TRK000000494,109.12,Express,2023-11-17
WH-02,27,CAR-15,Shipment,2023-11-08,TRK000000495,149.73,Freight,2023-11-08
WH-02,28,CAR-06,Return,2023-11-16,TRK000000496,21.33,Freight,2023-11-16
WH-15,23,CAR-13,Shipment,2023-12-30,TRK000000497,147.56,Ground,2023-12-30
WH-15,24,CAR-18,Shipment,2024-01-02,TRK000000498,45.74,Ground,2024-01-02
WH-15,25,CAR-14,Shipment,2024-01-17,TRK000000499,112.87,Ground,2024-01-17
WH-15,26,CAR-19,Shipment,2023-12-27,TRK000000500,63.93,Freight,2023-12-27
WH-05,32,CAR-08,Shipment,2024-05-08,TRK000000501,28.53,Freight,2024-05-08
WH-02,29,CAR-15,Shipment,2024-04-25,TRK000000502,213.3,Freight,2024-04-25
WH-05,33,CAR-14,Shipment,2024-06-18,TRK000000503,78.96,Freight,2024-06-18
WH-05,34,CAR-17,Shipment,2024-06-27,TRK000000504,9.54,Freight,2024-06-27
WH-05,35,CAR-09,Shipment,2024-06-19,TRK000000505,28.96,Ground,2024-06-19
WH-05,36,CAR-18,Backorder,2024-06-21,,0.0,,2024-06-21
WH-10,32,CAR-03,Shipment,2023-10-14,TRK000000507,103.5,Express,2023-10-14
WH-10,33,CAR-10,Return,2023-10-25,TRK000000508,23.26,Express,2023-10-25
WH-06,22,CAR-10,Shipment,2023-11-24,TRK000000509,190.98,Freight,2023-11-24
WH-06,23,CAR-10,Backorder,2023-11-28,,0.0,,2023-11-28
WH-06,24,CAR-15,Shipment,2023-11-21,TRK000000511,175.48,Freight,2023-11-21
WH-10,34,CAR-08,Shipment,2024-06-21,TRK000000512,130.87,Freight,2024-06-21
WH-10,35,CAR-07,Shipment,2024-06-20,TRK000000513,82.64,Express,2024-06-20
WH-10,36,CAR-10,Return,2024-05-17,TRK000000514,4.53,Freight,2024-05-17
WH-10,37,CAR-17,Backorder,2024-07-04,,0.0,,2024-07-04
WH-18,22,CAR-08,Shipment,2024-03-08,TRK000000516,11.9,Freight,2024-03-08
WH-18,23,CAR-19,Return,2024-03-17,TRK000000517,28.31,Express,2024-03-17
WH-04,17,CAR-06,Shipment,2023-11-21,TRK000000518,117.11,Freight,2023-11-21
WH-04,18,CAR-10,Shipment,2023-11-21,TRK000000519,165.75,Freight,2023-11-21
WH-04,19,CAR-11,Shipment,2023-12-06,TRK000000520,51.03,Ground,2023-12-06
WH-04,20,CAR-05,Shipment,2023-11-21,TRK000000521,212.05,Express,2023-11-21
WH-08,36,CAR-01,Shipment,2023-11-26,TRK000000522,90.17,Freight,2023-11-26
WH-17,27,CAR-08,Shipment,2024-03-27,TRK000000523,41.29,Ground,2024-03-27
WH-17,28,CAR-16,Cancellation,2024-04-05,TRK000000524,26.61,Ground,2024-04-05
WH-11,24,CAR-07,Shipment,2024-04-30,TRK000000525,118.85,Express,2024-04-30
WH-11,25,CAR-07,Shipment,2024-04-29,TRK000000526,183.91,Express,2024-04-29
WH-11,26,CAR-01,Cancellation,2024-05-15,TRK000000527,33.76,Express,2024-05-15
WH-02,30,CAR-19,Shipment,2024-02-17,TRK000000528,154.04,Freight,2024-02-17
WH-02,31,CAR-03,Shipment,2024-02-17,TRK000000529,114.64,Freight,2024-02-17
WH-02,32,CAR-12,Shipment,2024-02-29,TRK000000530,107.92,Express,2024-02-29
WH-05,37,CAR-08,Shipment,2023-12-25,TRK000000531,155.8,Freight,2023-12-25
WH-05,38,CAR-04,Shipment,2023-12-24,TRK000000532,92.57,Freight,2023-12-24
WH-05,39,CAR-03,Backorder,2024-01-04,,0.0,,2024-01-04
WH-12,25,CAR-09,Shipment,2024-04-20,TRK000000534,47.27,Ground,2024-04-20
WH-12,26,CAR-01,Shipment,2024-04-21,TRK000000535,181.18,Express,2024-04-21
WH-12,27,CAR-19,Shipment,2024-04-24,TRK000000536,159.16,Freight,2024-04-24
WH-12,28,CAR-13,Shipment,2023-10-10,TRK000000537,69.06,Express,2023-10-10
WH-17,29,CAR-12,Shipment,2024-06-08,TRK000000538,136.66,Ground,2024-06-08
WH-17,30,CAR-09,Backorder,2024-06-19,,0.0,,2024-06-19
WH-17,31,CAR-09,Shipment,2024-06-07,TRK000000540,12.0,Freight,2024-06-07
WH-17,32,CAR-15,Backorder,2024-06-09,,0.0,,2024-06-09
WH-17,33,CAR-20,Shipment,2024-06-05,TRK000000542,63.18,Freight,2024-06-05
WH-17,34,CAR-20,Return,2024-04-28,TRK000000543,36.84,Ground,2024-04-28
WH-06,25,CAR-03,Shipment,2024-03-10,TRK000000544,23.38,Ground,2024-03-10
WH-06,26,CAR-03,Return,2024-03-25,TRK000000545,38.68,Freight,2024-03-25
WH-06,27,CAR-05,Shipment,2024-03-09,TRK000000546,151.92,Express,2024-03-09
WH-14,33,CAR-06,Shipment,2024-04-05,TRK000000547,216.27,Express,2024-04-05
WH-14,34,CAR-05,Shipment,2024-04-08,TRK000000548,64.01,Express,2024-04-08
WH-14,35,CAR-18,Shipment,2024-04-21,TRK000000549,55.51,Express,2024-04-21
WH-10,38,CAR-18,Shipment,2024-02-20,TRK000000550,195.02,Ground,2024-02-20
WH-06,28,CAR-08,Shipment,2024-06-24,TRK000000551,52.41,Freight,2024-06-24
WH-06,29,CAR-11,Shipment,2023-12-07,TRK000000552,145.46,Ground,2023-12-07
WH-02,33,CAR-18,Shipment,2024-06-26,TRK000000553,39.76,Ground,2024-06-26
WH-02,34,CAR-12,Shipment,2024-07-05,TRK000000554,131.91,Express,2024-07-05
WH-01,49,CAR-04,Shipment,2024-05-14,TRK000000555,122.73,Ground,2024-05-14
WH-12,29,CAR-06,Shipment,2024-03-02,TRK000000556,84.92,Express,2024-03-02
WH-12,30,CAR-03,Backorder,2024-03-13,,0.0,,2024-03-13
WH-12,31,CAR-10,Shipment,2024-03-03,TRK000000558,59.48,Express,2024-03-03
WH-12,32,CAR-08,Backorder,2024-03-16,,0.0,,2024-03-16
WH-10,39,CAR-18,Shipment,2023-11-19,TRK000000560,130.42,Ground,2023-11-19
WH-10,40,CAR-19,Shipment,2023-12-12,TRK000000561,219.11,Ground,2023-12-12
WH-06,30,CAR-17,Shipment,2024-03-29,TRK000000562,64.06,Ground,2024-03-29
WH-15,27,CAR-19,Shipment,2023-12-09,TRK000000563,210.62,Ground,2023-12-09
WH-11,27,CAR-05,Shipment,2024-02-18,TRK000000564,175.1,Ground,2024-02-18
WH-11,28,CAR-05,Shipment,2024-02-20,TRK000000565,170.98,Freight,2024-02-20
WH-11,29,CAR-07,Backorder,2024-02-16,,0.0,,2024-02-19
WH-11,30,CAR-10,Shipment,2023-12-25,TRK000000567,83.26,Express,2023-12-25
WH-11,31,CAR-20,Backorder,2024-01-03,,0.0,,2024-01-03
WH-11,32,CAR-16,Shipment,2023-12-30,TRK000000569,18.7,Freight,2023-12-30
WH-11,33,CAR-05,Backorder,2024-01-10,,0.0,,2024-01-10
WH-08,37,CAR-14,Shipment,2023-12-10,TRK000000571,59.78,Express,2023-12-10
WH-06,31,CAR-14,Shipment,2023-11-19,TRK000000572,115.57,Freight,2023-11-19
WH-06,32,CAR-14,Shipment,2023-11-16,TRK000000573,108.41,Ground,2023-11-16
WH-06,33,CAR-10,Cancellation,2023-11-28,TRK000000574,30.74,Freight,2023-11-28
WH-06,34,CAR-05,Shipment,2023-10-28,TRK000000575,214.36,Ground,2023-10-28
WH-06,35,CAR-03,Return,2023-10-30,TRK000000576,1.05,Express,2023-10-30
WH-05,40,CAR-20,Shipment,2023-12-09,TRK000000577,86.6,Freight,2023-12-09
WH-05,41,CAR-18,Shipment,2023-12-14,TRK000000578,62.38,Freight,2023-12-14
WH-11,34,CAR-14,Shipment,2024-07-01,TRK000000579,146.56,Freight,2024-07-01
WH-11,35,CAR-03,Cancellation,2024-07-11,TRK000000580,33.54,Freight,2024-07-11
WH-11,36,CAR-07,Shipment,2024-06-28,TRK000000581,68.1,Freight,2024-06-28
WH-06,36,CAR-14,Shipment,2024-05-05,TRK000000582,219.45,Ground,2024-05-05
WH-11,37,CAR-04,Shipment,2024-05-19,TRK000000583,147.19,Ground,2024-05-19
WH-11,38,CAR-15,Shipment,2024-05-14,TRK000000584,80.55,Freight,2024-05-14
WH-11,39,CAR-07,Shipment,2024-05-28,TRK000000585,186.07,Freight,2024-05-28
WH-11,40,CAR-15,Backorder,2024-05-31,,0.0,,2024-05-31
WH-11,41,CAR-20,Shipment,2024-05-18,TRK000000587,32.51,Express,2024-05-18
WH-11,42,CAR-13,Shipment,2024-05-27,TRK000000588,198.52,Freight,2024-05-27
WH-16,25,CAR-10,Shipment,2024-01-03,TRK000000589,219.83,Express,2024-01-03
WH-16,26,CAR-13,Shipment,2024-01-01,TRK000000590,63.1,Freight,2024-01-01
WH-15,28,CAR-01,Shipment,2024-06-02,TRK000000591,164.21,Express,2024-06-02
WH-15,29,CAR-05,Shipment,2024-06-04,TRK000000592,95.24,Express,2024-06-04
WH-15,30,CAR-17,Return,2024-06-10,TRK000000593,24.21,Express,2024-06-10
WH-13,27,CAR-12,Shipment,2024-04-22,TRK000000594,121.01,Freight,2024-04-22
WH-13,28,CAR-08,Backorder,2024-05-01,,0.0,,2024-05-01
WH-04,21,CAR-02,Backorder,2024-06-06,,0.0,,2024-06-04
WH-13,29,CAR-01,Shipment,2024-06-15,TRK000000597,79.66,Express,2024-06-15
WH-10,41,CAR-15,Shipment,2024-03-14,TRK000000598,197.13,Express,2024-03-14
WH-10,42,CAR-20,Shipment,2024-03-16,TRK000000599,30.71,Freight,2024-03-16
WH-01,50,CAR-11,Shipment,2024-05-27,TRK000000600,182.41,Ground,2024-05-27
WH-01,51,CAR-19,Shipment,2024-05-25,TRK000000601,184.56,Express,2024-05-25
WH-01,52,CAR-12,Shipment,2024-03-30,TRK000000602,21.82,Express,2024-03-30
WH-01,53,CAR-10,Shipment,2024-04-08,TRK000000603,182.51,Express,2024-04-08
WH-18,24,CAR-02,Shipment,2024-07-03,TRK000000604,56.22,Freight,2024-07-03
WH-10,43,CAR-13,Shipment,2023-10-30,TRK000000605,185.39,Freight,2023-10-30
WH-10,44,CAR-09,Return,2024-04-22,TRK000000606,4.08,Express,2024-04-22
WH-10,45,CAR-10,Backorder,2023-11-08,,0.0,,2023-11-08
WH-11,43,CAR-07,Shipment,2024-04-24,TRK000000608,148.6,Ground,2024-04-24
WH-11,44,CAR-11,Return,2024-04-26,TRK000000609,27.87,Freight,2024-04-26
