shipment_id,order_id,line_id,warehouse_id,carrier_id,transaction_type,quantity,event_date,tracking_number,freight_cost,carrier_service_level,created_at
SHP-0000219,ORD-000093,2,WH-11,CAR-06,Shipment,43,2024-03-12,TRK000000219,189.43,Ground,2024-03-12
SHP-0000220,ORD-000094,1,WH-01,CAR-08,Shipment,188,2024-06-14,TRK000000220,95.43,Express,2024-06-14
SHP-0000221,ORD-000094,1,WH-01,CAR-12,Cancellation,-73,2024-07-02,TRK000000221,7.15,Freight,2024-07-02
SHP-0000222,ORD-000094,2,WH-01,CAR-01,Shipment,230,2024-06-10,TRK000000222,177.38,Freight,2024-06-10
SHP-0000223,ORD-000094,2,WH-01,CAR-07,Cancellation,-230,2024-06-24,TRK000000223,0.72,Ground,2024-06-24
SHP-0000224,ORD-000094,3,WH-01,CAR-19,Shipment,412,2024-06-12,TRK000000224,47.41,Express,2024-06-12
SHP-0000225,ORD-000095,1,WH-03,CAR-06,Shipment,464,2024-03-31,TRK000000225,191.08,Ground,2024-03-31
SHP-0000226,ORD-000095,2,WH-03,CAR-14,Shipment,214,2024-04-02,TRK000000226,204.62,Express,2024-04-02
SHP-0000227,ORD-000096,1,WH-08,CAR-08,Shipment,83,2023-11-09,TRK000000227,129.91,Ground,2023-11-09
SHP-0000228,ORD-000096,1,WH-08,CAR-10,Return,-83,2023-11-20,TRK000000228,21.08,Freight,2023-11-20
SHP-0000229,ORD-000096,2,WH-08,CAR-08,Shipment,401,2023-11-12,TRK000000229,215.82,Freight,2023-11-12
SHP-0000230,ORD-000097,1,WH-01,CAR-18,Shipment,464,2023-12-29,TRK000000230,97.63,Express,2023-12-29
SHP-0000231,ORD-000097,2,WH-01,CAR-03,Shipment,62,2023-12-26,TRK000000231,15.02,Ground,2023-12-26
SHP-0000232,ORD-000097,3,WH-01,CAR-15,Shipment,100,2023-12-23,TRK000000232,169.1,Express,2023-12-23
SHP-0000233,ORD-000097,3,WH-01,CAR-05,Shipment,56,2024-01-13,TRK000000233,218.73,Express,2024-01-13
SHP-0000234,ORD-000098,1,WH-15,CAR-10,Shipment,131,2023-10-29,TRK000000234,102.7,Freight,2023-10-29
SHP-0000235,ORD-000099,1,WH-05,CAR-19,Shipment,33,2024-05-23,TRK000000235,205.29,Ground,2024-05-23
SHP-0000236,ORD-000100,1,WH-12,CAR-14,Shipment,191,2024-06-12,TRK000000236,68.5,Freight,2024-06-12
SHP-0000237,ORD-000100,1,WH-12,CAR-14,Shipment,137,2024-06-20,TRK000000237,63.77,Express,2024-06-20
SHP-0000238,ORD-000102,1,WH-08,CAR-20,Shipment,368,2024-02-26,TRK000000238,214.11,Ground,2024-02-26
SHP-0000239,ORD-000102,2,WH-08,CAR-14,Shipment,42,2024-02-25,TRK000000239,192.83,Freight,2024-02-25
SHP-0000240,ORD-000102,2,WH-08,CAR-20,Return,-20,2024-03-01,TRK000000240,17.57,Ground,2024-03-01
SHP-0000241,ORD-000103,1,WH-09,CAR-13,Shipment,288,2023-12-21,TRK000000241,79.61,Freight,2023-12-21
SHP-0000242,ORD-000103,1,WH-09,CAR-05,Cancellation,-288,2024-01-01,TRK000000242,15.31,Express,2024-01-01
SHP-0000243,ORD-000103,2,WH-09,CAR-14,Shipment,372,2023-12-22,TRK000000243,29.91,Ground,2023-12-22
SHP-0000244,ORD-000104,1,WH-04,CAR-09,Shipment,306,2023-10-23,TRK000000244,46.06,Freight,2023-10-23
SHP-0000245,ORD-000104,1,WH-04,CAR-12,Cancellation,-101,2023-10-27,TRK000000245,12.92,Express,2023-10-27
SHP-0000246,ORD-000104,2,WH-04,CAR-05,Shipment,259,2023-10-21,TRK000000246,88.69,Express,2023-10-21
SHP-0000247,ORD-000104,3,WH-04,CAR-05,Shipment,480,2023-10-25,TRK000000247,136.16,Express,2023-10-25
SHP-0000248,ORD-000105,1,WH-05,CAR-09,Shipment,31,2023-11-21,TRK000000248,139.42,Freight,2023-11-21
SHP-0000249,ORD-000105,1,WH-05,CAR-15,Shipment,30,2023-12-12,TRK000000249,57.66,Freight,2023-12-12
SHP-0000250,ORD-000106,1,WH-13,CAR-02,Shipment,171,2024-01-22,TRK000000250,127.84,Freight,2024-01-22
SHP-0000251,ORD-000106,1,WH-13,CAR-07,Return,-38,2024-02-03,TRK000000251,14.45,Freight,2024-02-03
SHP-0000252,ORD-000106,2,WH-13,CAR-12,Shipment,424,2024-01-22,TRK000000252,162.12,Freight,2024-01-22
SHP-0000253,ORD-000106,3,WH-13,CAR-13,Shipment,478,2024-01-22,TRK000000253,132.49,Ground,2024-01-22
SHP-0000254,ORD-000107,1,WH-07,CAR-19,Shipment,62,2023-11-16,TRK000000254,53.82,Ground,2023-11-16
SHP-0000255,ORD-000108,1,WH-05,CAR-04,Shipment,304,2024-02-04,TRK000000255,95.75,Freight,2024-02-04
SHP-0000256,ORD-000109,1,WH-14,CAR-07,Shipment,378,2023-11-10,TRK000000256,160.25,Express,2023-11-10
SHP-0000257,ORD-000110,1,WH-14,CAR-07,Shipment,402,2024-04-22,TRK000000257,21.99,Express,2024-04-22
SHP-0000258,ORD-000111,1,WH-03,CAR-06,Shipment,70,2024-06-26,TRK000000258,39.03,Ground,2024-06-26
SHP-0000259,ORD-000111,1,WH-03,CAR-12,Shipment,41,2024-07-03,TRK000000259,23.12,Express,2024-07-03
SHP-0000260,ORD-000112,1,WH-10,CAR-03,Shipment,41,2024-02-11,TRK000000260,137.48,Ground,2024-02-11
SHP-0000261,ORD-000113,1,WH-13,CAR-05,Shipment,301,2024-05-27,TRK000000261,216.52,Ground,2024-05-27
SHP-0000262,ORD-000114,1,WH-04,CAR-02,Shipment,381,2023-12-22,TRK000000262,18.69,Freight,2023-12-22
SHP-0000263,ORD-000115,1,WH-08,CAR-15,Shipment,456,2024-01-24,TRK000000263,69.15,Ground,2024-01-24
SHP-0000264,ORD-000115,2,WH-08,CAR-19,Shipment,459,2024-01-19,TRK000000264,189.02,Express,2024-01-19
SHP-0000265,ORD-000116,1,WH-10,CAR-17,Shipment,94,2024-04-14,TRK000000265,164.08,Freight,2024-04-14
SHP-0000266,ORD-000116,1,WH-10,CAR-05,Return,-44,2024-04-17,TRK000000266,21.93,Freight,2024-04-17
SHP-0000267,ORD-000116,2,WH-10,CAR-01,Shipment,395,2024-04-10,TRK000000267,95.06,Freight,2024-04-10
SHP-0000268,ORD-000117,1,WH-10,CAR-14,Shipment,8,2024-05-19,TRK000000268,130.29,Freight,2024-05-19
SHP-0000269,ORD-000117,2,WH-10,CAR-06,Shipment,41,2024-05-16,TRK000000269,38.85,Express,2024-05-16
SHP-0000270,ORD-000117,2,WH-10,CAR-10,Shipment,39,2024-05-29,TRK000000270,32.19,Ground,2024-05-29
SHP-0000271,ORD-000118,1,WH-18,CAR-01,Shipment,98,2024-02-08,TRK000000271,50.78,Ground,2024-02-08
SHP-0000272,ORD-000119,1,WH-01,CAR-15,Shipment,142,2024-02-16,TRK000000272,183.33,Freight,2024-02-16
SHP-0000273,ORD-000120,1,WH-06,CAR-13,Shipment,348,2024-01-27,TRK000000273,8.4,Ground,2024-01-27
SHP-0000274,ORD-000121,1,WH-10,CAR-11,Shipment,327,2024-06-02,TRK000000274,64.37,Ground,2024-06-02
SHP-0000275,ORD-000122,1,WH-02,CAR-04,Shipment,482,2024-03-14,TRK000000275,187.28,Express,2024-03-14
SHP-0000276,ORD-000122,2,WH-02,CAR-09,Shipment,351,2024-03-12,TRK000000276,84.02,Ground,2024-03-12
SHP-0000277,ORD-000123,1,WH-13,CAR-03,Shipment,479,2023-11-21,TRK000000277,150.9,Ground,2023-11-21
SHP-0000278,ORD-000123,2,WH-13,CAR-09,Shipment,486,2023-11-21,TRK000000278,199.47,Express,2023-11-21
SHP-0000279,ORD-000123,3,WH-13,CAR-18,Shipment,53,2023-11-23,TRK000000279,176.69,Express,2023-11-23
SHP-0000280,ORD-000123,3,WH-13,CAR-14,Return,-31,2024-05-06,TRK000000280,16.41,Ground,2024-05-06
SHP-0000281,ORD-000124,1,WH-01,CAR-18,Shipment,473,2023-11-06,TRK000000281,164.12,Freight,2023-11-06
SHP-0000282,ORD-000124,1,WH-01,CAR-02,Cancellation,-473,2023-11-22,TRK000000282,27.14,Express,2023-11-22
SHP-0000283,ORD-000124,2,WH-01,CAR-18,Shipment,63,2023-11-08,TRK000000283,16.51,Ground,2023-11-08
SHP-0000284,ORD-000124,2,WH-01,CAR-07,Shipment,89,2023-11-21,TRK000000284,39.4,Ground,2023-11-21
SHP-0000285,ORD-000125,1,WH-17,CAR-07,Shipment,281,2023-12-05,TRK000000285,109.18,Express,2023-12-05
SHP-0000286,ORD-000125,2,WH-17,CAR-09,Shipment,355,2023-12-07,TRK000000286,201.04,Express,2023-12-07
SHP-0000287,ORD-000125,3,WH-17,CAR-10,Shipment,48,2023-12-09,TRK000000287,30.62,Ground,2023-12-09
SHP-0000288,ORD-000125,3,WH-17,CAR-12,Shipment,41,2023-12-16,TRK000000288,99.77,Ground,2023-12-16
SHP-0000289,ORD-000126,1,WH-04,CAR-20,Shipment,140,2024-02-01,TRK000000289,152.41,Express,2024-02-01
SHP-0000290,ORD-000127,1,WH-10,CAR-13,Shipment,133,2024-04-16,TRK000000290,86.59,Ground,2024-04-16
SHP-0000291,ORD-000127,1,WH-10,CAR-10,Shipment,59,2024-04-27,TRK000000291,64.39,Freight,2024-04-27
SHP-0000292,ORD-000128,1,WH-05,CAR-18,Shipment,110,2024-03-10,TRK000000292,179.56,Freight,2024-03-10
SHP-0000293,ORD-000128,2,WH-05,CAR-05,Shipment,199,2024-03-11,TRK000000293,98.84,Ground,2024-03-11
SHP-0000294,ORD-000129,1,WH-03,CAR-16,Shipment,247,2024-03-07,TRK000000294,35.93,Express,2024-03-07
SHP-0000295,ORD-000130,1,WH-13,CAR-16,Shipment,213,2024-02-23,TRK000000295,81.9,Ground,2024-02-23
SHP-0000296,ORD-000131,1,WH-11,CAR-07,Shipment,128,2024-06-28,TRK000000296,123.4,Express,2024-06-28
SHP-0000297,ORD-000131,2,WH-11,CAR-11,Shipment,423,2024-07-03,TRK000000297,175.38,Freight,2024-07-03
SHP-0000298,ORD-000132,1,WH-10,CAR-14,Shipment,307,2024-01-25,TRK000000298,141.58,Freight,2024-01-25
SHP-0000299,ORD-000132,1,WH-10,CAR-11,Return,-307,2024-02-08,TRK000000299,31.7,Express,2024-02-08
SHP-0000300,ORD-000133,1,WH-15,CAR-10,Shipment,472,2024-02-14,TRK000000300,16.4,Freight,2024-02-14
SHP-0000301,ORD-000134,1,WH-14,CAR-02,Shipment,149,2024-04-28,TRK000000301,186.26,Freight,2024-04-28
SHP-0000302,ORD-000135,1,WH-02,CAR-08,Shipment,209,2024-04-21,TRK000000302,117.59,Express,2024-04-21
SHP-0000303,ORD-000135,1,WH-02,CAR-02,Shipment,124,2024-05-08,TRK000000303,174.3,Ground,2024-05-08
SHP-0000304,ORD-000136,1,WH-14,CAR-07,Shipment,89,2023-11-29,TRK000000304,204.64,Express,2023-11-29
SHP-0000305,ORD-000137,1,WH-02,CAR-07,Shipment,113,2023-11-24,TRK000000305,181.17,Express,2023-11-24
SHP-0000306,ORD-000137,1,WH-02,CAR-09,Return,-113,2023-12-11,TRK000000306,26.55,Express,2023-12-11
SHP-0000307,ORD-000137,2,WH-02,CAR-01,Shipment,94,2023-11-24,TRK000000307,108.28,Express,2023-11-24
SHP-0000308,ORD-000138,1,WH-10,CAR-02,Shipment,41,2024-02-02,TRK000000308,69.09,Freight,2024-02-02
SHP-0000309,ORD-000138,2,WH-10,CAR-05,Shipment,226,2024-02-04,TRK000000309,85.28,Express,2024-02-04
SHP-0000310,ORD-000139,1,WH-01,CAR-04,Shipment,204,2024-03-01,TRK000000310,31.64,Express,2024-03-01
SHP-0000311,ORD-000139,2,WH-01,CAR-06,Shipment,43,2024-03-06,TRK000000311,124.95,Freight,2024-03-06
SHP-0000312,ORD-000139,2,WH-01,CAR-14,Shipment,24,2024-03-12,TRK000000312,166.89,Express,2024-03-12
SHP-0000313,ORD-000140,1,WH-17,CAR-03,Shipment,455,2023-12-01,TRK000000313,147.11,Freight,2023-12-01
SHP-0000314,ORD-000141,1,WH-07,CAR-12,Shipment,119,2024-05-19,TRK000000314,114.03,Ground,2024-05-19
SHP-0000315,ORD-000142,1,WH-14,CAR-18,Shipment,193,2024-03-26,TRK000000315,9.42,Freight,2024-03-26
SHP-0000316,ORD-000143,1,WH-01,CAR-15,Shipment,138,2023-10-23,TRK000000316,90.1,Express,2023-10-23
SHP-0000317,ORD-000143,1,WH-01,CAR-07,Shipment,168,2023-11-04,TRK000000317,199.66,Freight,2023-11-04
SHP-0000318,ORD-000143,2,WH-01,CAR-17,Shipment,317,2023-10-26,TRK000000318,205.44,Ground,2023-10-26
SHP-0000319,ORD-000143,2,WH-01,CAR-04,Shipment,137,2023-11-12,TRK000000319,51.89,Ground,2023-11-12
SHP-0000320,ORD-000144,1,WH-17,CAR-18,Shipment,291,2024-01-08,TRK000000320,33.12,Freight,2024-01-08
SHP-0000321,ORD-000144,1,WH-17,CAR-02,Return,-291,2024-01-19,TRK000000321,29.64,Freight,2024-01-19
SHP-0000322,ORD-000145,1,WH-02,CAR-06,Shipment,476,2023-12-06,TRK000000322,206.05,Ground,2023-12-06
SHP-0000323,ORD-000146,1,WH-05,CAR-03,Shipment,416,2023-10-28,TRK000000323,137.34,Express,2023-10-28
SHP-0000324,ORD-000146,1,WH-05,CAR-17,Return,-229,2023-11-10,TRK000000324,21.56,Ground,2023-11-10
SHP-0000325,ORD-000147,1,WH-05,CAR-09,Shipment,154,2024-03-20,TRK000000325,139.67,Express,2024-03-20
SHP-0000326,ORD-000147,2,WH-05,CAR-16,Shipment,314,2024-03-25,TRK000000326,51.43,Express,2024-03-25
SHP-0000327,ORD-000147,2,WH-05,CAR-16,Shipment,144,2024-04-11,TRK000000327,20.17,Express,2024-04-11
SHP-0000328,ORD-000148,1,WH-10,CAR-11,Shipment,208,2024-05-19,TRK000000328,171.23,Ground,2024-05-19
SHP-0000329,ORD-000148,1,WH-10,CAR-10,Cancellation,-208,2024-05-01,TRK000000329,35.45,Freight,2024-05-01
SHP-0000330,ORD-000149,1,WH-12,CAR-16,Shipment,16,2024-07-02,TRK000000330,68.11,Express,2024-07-02
SHP-0000331,ORD-000150,1,WH-10,CAR-05,Shipment,275,2024-05-07,TRK000000331,136.25,Express,2024-05-07
SHP-0000332,ORD-000150,2,WH-10,CAR-19,Shipment,335,2024-05-06,TRK000000332,152.6,Express,2024-05-06
SHP-0000333,ORD-000150,3,WH-10,CAR-05,Shipment,244,2024-05-08,TRK000000333,135.1,Express,2024-05-08
SHP-0000334,ORD-000151,1,WH-06,CAR-08,Shipment,238,2024-07-04,TRK000000334,17.79,Ground,2024-07-04
SHP-0000335,ORD-000151,1,WH-06,CAR-19,Cancellation,-238,2024-07-11,TRK000000335,8.61,Freight,2024-07-11
SHP-0000336,ORD-000152,1,WH-16,CAR-14,Shipment,125,2024-03-22,TRK000000336,186.73,Express,2024-03-22
SHP-0000337,ORD-000152,2,WH-16,CAR-12,Shipment,166,2024-03-25,TRK000000337,124.14,Freight,2024-03-25
SHP-0000338,ORD-000153,1,WH-12,CAR-06,Shipment,152,2024-01-15,TRK000000338,23.08,Freight,2024-01-15
SHP-0000339,ORD-000153,1,WH-12,CAR-20,Return,-67,2024-05-22,TRK000000339,13.75,Express,2024-05-22
SHP-0000340,ORD-000154,1,WH-01,CAR-14,Shipment,106,2024-04-01,TRK000000340,66.37,Freight,2024-04-01
SHP-0000341,ORD-000155,1,WH-01,CAR-13,Shipment,409,2024-05-23,TRK000000341,78.14,Express,2024-05-23
SHP-0000342,ORD-000156,1,WH-06,CAR-14,Shipment,176,2024-03-20,TRK000000342,219.65,Ground,2024-03-20
SHP-0000343,ORD-000156,1,WH-06,CAR-15,Shipment,232,2024-03-24,TRK000000343,207.58,Freight,2024-03-24
SHP-0000344,ORD-000157,1,WH-10,CAR-08,Shipment,346,2024-05-06,TRK000000344,185.4,Freight,2024-05-06
SHP-0000345,ORD-000157,2,WH-10,CAR-12,Shipment,139,2024-05-07,TRK000000345,89.78,Freight,2024-05-07
SHP-0000346,ORD-000158,1,WH-09,CAR-06,Shipment,444,2024-04-30,TRK000000346,40.1,Ground,2024-04-30
SHP-0000347,ORD-000159,1,WH-16,CAR-20,Shipment,121,2024-01-18,TRK000000347,78.34,Express,2024-01-18
SHP-0000348,ORD-000159,1,WH-16,CAR-19,Shipment,82,2024-02-02,TRK000000348,155.09,Express,2024-02-02
SHP-0000349,ORD-000159,2,WH-16,CAR-14,Shipment,50,2024-01-20,TRK000000349,147.13,Ground,2024-01-20
SHP-0000350,ORD-000160,1,WH-17,CAR-07,Shipment,471,2024-04-11,TRK000000350,92.73,Ground,2024-04-11
SHP-0000351,ORD-000160,2,WH-17,CAR-10,Shipment,434,2024-04-12,TRK000000351,99.94,Freight,2024-04-12
SHP-0000352,ORD-000160,2,WH-17,CAR-17,Return,-160,2024-04-26,TRK000000352,3.89,Freight,2024-04-26
SHP-0000353,ORD-000161,1,WH-09,CAR-02,Shipment,32,2024-04-27,TRK000000353,108.3,Express,2024-04-27
SHP-0000354,ORD-000161,2,WH-09,CAR-06,Shipment,41,2024-04-29,TRK000000354,177.4,Freight,2024-04-29
SHP-0000355,ORD-000162,1,WH-16,CAR-10,Shipment,38,2024-02-29,TRK000000355,119.44,Freight,2024-02-29
SHP-0000356,ORD-000162,1,WH-16,CAR-02,Shipment,30,2024-03-09,TRK000000356,106.49,Express,2024-03-09
SHP-0000357,ORD-000162,2,WH-16,CAR-10,Shipment,320,2024-03-01,TRK000000357,44.05,Express,2024-03-01
SHP-0000358,ORD-000162,3,WH-16,CAR-02,Shipment,342,2024-03-06,TRK000000358,188.13,Freight,2024-03-06
SHP-0000359,ORD-000162,3,WH-16,CAR-03,Return,-342,2024-03-12,TRK000000359,11.16,Express,2024-03-12
SHP-0000360,ORD-000163,2,WH-09,CAR-09,Shipment,252,2024-01-13,TRK000000360,164.0,Freight,2024-01-13
SHP-0000361,ORD-000164,1,WH-05,CAR-06,Shipment,471,2024-02-21,TRK000000361,114.28,Express,2024-02-21
SHP-0000362,ORD-000164,2,WH-05,CAR-14,Shipment,470,2024-02-24,TRK000000362,25.77,Ground,2024-02-24
SHP-0000363,ORD-000165,1,WH-10,CAR-17,Shipment,106,2023-12-18,TRK000000363,160.33,Express,2023-12-18
SHP-0000364,ORD-000166,1,WH-14,CAR-03,Shipment,223,2024-05-28,TRK000000364,46.47,Express,2024-05-28
SHP-0000365,ORD-000166,1,WH-14,CAR-03,Return,-223,2024-04-17,TRK000000365,8.75,Express,2024-04-17
SHP-0000366,ORD-000166,2,WH-14,CAR-13,Shipment,106,2024-05-31,TRK000000366,133.06,Ground,2024-05-31
SHP-0000367,ORD-000166,2,WH-14,CAR-10,Shipment,136,2024-06-16,TRK000000367,130.99,Ground,2024-06-16
SHP-0000368,ORD-000166,3,WH-14,CAR-15,Shipment,212,2024-05-31,TRK000000368,127.01,Express,2024-05-31
SHP-0000369,ORD-000167,1,WH-12,CAR-20,Shipment,213,2024-02-07,TRK000000369,35.91,Ground,2024-02-07
SHP-0000370,ORD-000167,2,WH-12,CAR-20,Shipment,492,2024-02-11,TRK000000370,155.79,Express,2024-02-11
SHP-0000371,ORD-000168,1,WH-09,CAR-18,Shipment,278,2024-05-16,TRK000000371,178.31,Ground,2024-05-16
SHP-0000372,ORD-000168,1,WH-09,CAR-19,Shipment,122,2024-05-23,TRK000000372,175.89,Ground,2024-05-23
SHP-0000373,ORD-000169,1,WH-02,CAR-17,Shipment,255,2024-04-30,TRK000000373,182.97,Ground,2024-04-30
SHP-0000374,ORD-000169,1,WH-02,CAR-14,Return,-255,2024-05-18,TRK000000374,36.15,Ground,2024-05-18
SHP-0000375,ORD-000170,1,WH-14,CAR-08,Shipment,383,2024-01-28,TRK000000375,176.79,Ground,2024-01-28
SHP-0000376,ORD-000170,2,WH-14,CAR-15,Shipment,177,2024-01-31,TRK000000376,101.09,Express,2024-01-31
SHP-0000377,ORD-000170,2,WH-14,CAR-02,Shipment,124,2024-02-19,TRK000000377,70.45,Ground,2024-02-19
SHP-0000378,ORD-000170,2,WH-14,CAR-02,Return,-301,2024-03-04,TRK000000378,3.82,Ground,2024-03-04
SHP-0000379,ORD-000171,1,WH-02,CAR-13,Shipment,321,2024-02-26,TRK000000379,65.64,Express,2024-02-26
SHP-0000380,ORD-000172,1,WH-07,CAR-13,Shipment,418,2024-04-02,TRK000000380,218.75,Ground,2024-04-02
SHP-0000381,ORD-000173,1,WH-10,CAR-06,Shipment,393,2024-04-05,TRK000000381,158.18,Express,2024-04-05
SHP-0000382,ORD-000174,1,WH-05,CAR-11,Shipment,259,2023-12-07,TRK000000382,97.09,Ground,2023-12-07
SHP-0000383,ORD-000175,1,WH-01,CAR-09,Shipment,148,2024-05-17,TRK000000383,15.22,Ground,2024-05-17
SHP-0000384,ORD-000175,1,WH-01,CAR-05,Shipment,199,2024-06-02,TRK000000384,65.92,Express,2024-06-02
SHP-0000385,ORD-000175,2,WH-01,CAR-12,Shipment,27,2024-05-13,TRK000000385,16.9,Ground,2024-05-13
SHP-0000386,ORD-000175,2,WH-01,CAR-08,Shipment,16,2024-05-21,TRK000000386,215.06,Express,2024-05-21
SHP-0000387,ORD-000176,1,WH-10,CAR-03,Shipment,171,2023-12-18,TRK000000387,86.95,Ground,2023-12-18
SHP-0000388,ORD-000176,1,WH-10,CAR-01,Shipment,228,2023-12-24,TRK000000388,200.07,Express,2023-12-24
SHP-0000389,ORD-000176,2,WH-10,CAR-08,Shipment,22,2023-12-18,TRK000000389,176.47,Ground,2023-12-18
SHP-0000390,ORD-000176,2,WH-10,CAR-16,Shipment,10,2024-01-07,TRK000000390,112.5,Ground,2024-01-07
SHP-0000391,ORD-000176,3,WH-10,CAR-14,Shipment,457,2023-12-19,TRK000000391,60.85,Freight,2023-12-19
SHP-0000392,ORD-000177,1,WH-07,CAR-18,Shipment,43,2024-04-12,TRK000000392,187.16,Express,2024-04-12
SHP-0000393,ORD-000177,1,WH-07,CAR-10,Shipment,41,2024-04-29,TRK000000393,60.7,Express,2024-04-29
SHP-0000394,ORD-000177,2,WH-07,CAR-04,Shipment,168,2024-04-13,TRK000000394,172.13,Freight,2024-04-13
SHP-0000395,ORD-000177,3,WH-07,CAR-16,Shipment,76,2024-04-08,TRK000000395,9.79,Ground,2024-04-08
SHP-0000396,ORD-000177,3,WH-07,CAR-19,Return,-19,2024-04-17,TRK000000396,19.34,Express,2024-04-17
SHP-0000397,ORD-000178,1,WH-18,CAR-09,Shipment,424,2024-03-31,TRK000000397,77.91,Express,2024-03-31
SHP-0000398,ORD-000178,2,WH-18,CAR-18,Shipment,278,2024-03-26,TRK000000398,80.2,Freight,2024-03-26
SHP-0000399,ORD-000179,1,WH-06,CAR-04,Shipment,89,2024-06-28,TRK000000399,75.55,Ground,2024-06-28
SHP-0000400,ORD-000180,1,WH-06,CAR-10,Shipment,215,2024-01-11,TRK000000400,89.38,Ground,2024-01-11
SHP-0000401,ORD-000180,1,WH-06,CAR-20,Shipment,220,2024-01-15,TRK000000401,187.94,Ground,2024-01-15
SHP-0000402,ORD-000181,1,WH-09,CAR-09,Shipment,97,2024-04-26,TRK000000402,119.49,Freight,2024-04-26
SHP-0000403,ORD-000181,1,WH-09,CAR-19,Shipment,73,2024-05-17,TRK000000403,187.83,Express,2024-05-17
SHP-0000404,ORD-000182,1,WH-15,CAR-03,Shipment,348,2024-07-01,TRK000000404,172.52,Ground,2024-07-01
SHP-0000405,ORD-000183,1,WH-08,CAR-17,Shipment,307,2024-05-09,TRK000000405,192.39,Freight,2024-05-09
SHP-0000406,ORD-000184,1,WH-06,CAR-10,Shipment,206,2024-05-25,TRK000000406,184.36,Express,2024-05-25
SHP-0000407,ORD-000185,1,WH-01,CAR-05,Shipment,342,2024-02-22,TRK000000407,44.76,Express,2024-02-22
SHP-0000408,ORD-000185,1,WH-01,CAR-20,Cancellation,-342,2024-05-25,TRK000000408,14.81,Ground,2024-05-25
SHP-0000409,ORD-000185,2,WH-01,CAR-08,Shipment,247,2024-02-25,TRK000000409,124.03,Express,2024-02-25
SHP-0000410,ORD-000186,1,WH-06,CAR-02,Shipment,499,2023-12-09,TRK000000410,40.11,Freight,2023-12-09
SHP-0000411,ORD-000187,1,WH-11,CAR-19,Shipment,219,2024-06-16,TRK000000411,19.17,Express,2024-06-16
SHP-0000412,ORD-000187,2,WH-11,CAR-01,Shipment,139,2024-06-19,TRK000000412,108.65,Freight,2024-06-19
SHP-0000413,ORD-000188,1,WH-17,CAR-13,Shipment,79,2024-01-15,TRK000000413,150.34,Freight,2024-01-15
SHP-0000414,ORD-000188,1,WH-17,CAR-06,Shipment,99,2024-01-18,TRK000000414,51.87,Express,2024-01-18
SHP-0000415,ORD-000189,1,WH-09,CAR-02,Shipment,285,2024-03-17,TRK000000415,216.76,Freight,2024-03-17
SHP-0000416,ORD-000189,2,WH-09,CAR-16,Shipment,264,2024-03-13,TRK000000416,83.86,Freight,2024-03-13
SHP-0000417,ORD-000190,1,WH-13,CAR-13,Shipment,388,2024-01-19,TRK000000417,216.1,Express,2024-01-19
SHP-0000418,ORD-000191,1,WH-15,CAR-08,Shipment,19,2023-11-24,TRK000000418,124.9,Freight,2023-11-24
SHP-0000419,ORD-000192,1,WH-14,CAR-17,Shipment,91,2024-01-06,TRK000000419,43.68,Freight,2024-01-06
SHP-0000420,ORD-000193,1,WH-09,CAR-14,Shipment,212,2024-06-01,TRK000000420,211.77,Express,2024-06-01
SHP-0000421,ORD-000194,1,WH-13,CAR-02,Shipment,107,2023-11-26,TRK000000421,119.37,Ground,2023-11-26
SHP-0000422,ORD-000195,1,WH-13,CAR-05,Shipment,84,2024-04-18,TRK000000422,75.96,Freight,2024-04-18
SHP-0000423,ORD-000196,1,WH-14,CAR-19,Shipment,282,2024-03-03,TRK000000423,24.84,Ground,2024-03-03
SHP-0000424,ORD-000196,2,WH-14,CAR-12,Shipment,429,2024-03-01,TRK000000424,127.27,Freight,2024-03-01
SHP-0000425,ORD-000196,3,WH-14,CAR-12,Shipment,373,2024-02-29,TRK000000425,163.84,Ground,2024-02-29
SHP-0000426,ORD-000197,1,WH-14,CAR-18,Shipment,228,2023-12-17,TRK000000426,88.79,Express,2023-12-17
SHP-0000427,ORD-000198,1,WH-03,CAR-02,Shipment,329,2023-10-29,TRK000000427,36.19,Freight,2023-10-29
SHP-0000428,ORD-000199,1,WH-09,CAR-17,Shipment,19,2023-12-18,TRK000000428,200.45,Freight,2023-12-18
SHP-0000429,ORD-000199,2,WH-09,CAR-01,Shipment,20,2023-12-17,TRK000000429,176.59,Ground,2023-12-17
SHP-0000430,ORD-000199,2,WH-09,CAR-04,Shipment,22,2023-12-22,TRK000000430,214.47,Freight,2023-12-22
SHP-0000431,ORD-000200,1,WH-09,CAR-04,Shipment,489,2024-01-17,TRK000000431,187.87,Express,2024-01-17
SHP-0000432,ORD-000200,2,WH-09,CAR-07,Shipment,445,2024-01-22,TRK000000432,27.16,Express,2024-01-22
SHP-0000433,ORD-000201,1,WH-05,CAR-03,Shipment,127,2024-01-12,TRK000000433,193.13,Ground,2024-01-12
SHP-0000434,ORD-000201,1,WH-05,CAR-09,Shipment,118,2024-01-23,TRK000000434,87.6,Ground,2024-01-23
SHP-0000435,ORD-000201,1,WH-05,CAR-07,Cancellation,-59,2024-02-06,TRK000000435,5.83,Ground,2024-02-06
SHP-0000436,ORD-000202,1,WH-15,CAR-02,Shipment,55,2023-12-19,TRK000000436,15.71,Freight,2023-12-19
