region,deal_id,rep_id,close_date,total_contract_value,currency,contract_months,product_line,deal_source,stage
AMER,133,R069,2023-08-26,117807.28,USD,24,Enterprise Suite,Outbound,closed_won
APAC,64,R169,2023-08-19,9833110.64,JPY,24,Enterprise Suite,Inbound,closed_won
AMER,134,R001,2023-10-15,292641.48,USD,24,Analytics Add-on,Partner Referral,closed_won
AMER,135,R057,2023-10-29,197509.52,USD,12,Enterprise Suite,Outbound,closed_won
EMEA,110,R133,2023-10-05,292405.74,GBP,24,Enterprise Suite,Inbound,closed_won
APAC,65,R175,2023-08-13,16756431.0,JPY,36,Enterprise Suite,Inbound,closed_won
EMEA,111,R107,2023-08-09,419136.17,GBP,36,Enterprise Suite,Partner Referral,closed_won
AMER,136,R006,2023-09-13,166822.1,USD,24,Analytics Add-on,Outbound,closed_won
EMEA,112,R104,2023-10-11,80927.69,GBP,24,Core Platform,Outbound,closed_won
AMER,137,R014,2023-08-20,335870.6,USD,36,Enterprise Suite,Inbound,prospecting
APAC,66,R182,2023-08-22,51829.95,AUD,24,Core Platform,Inbound,closed_won
AMER,138,R059,2023-09-29,55422.92,USD,24,Core Platform,Partner Referral,prospecting
AMER,139,R039,2023-08-20,149563.58,USD,36,Enterprise Suite,Partner Referral,closed_lost
AMER,140,R023,2023-09-09,767192.11,CAD,36,Enterprise Suite,Inbound,closed_lost
EMEA,113,R119,2023-10-01,85233.79,USD,12,Analytics Add-on,Inbound,closed_won
APAC,67,R199,2023-08-26,8150455.97,JPY,24,Analytics Add-on,Inbound,prospecting
APAC,68,R191,2023-10-31,14227850.04,JPY,24,Analytics Add-on,Inbound,closed_lost
EMEA,114,R138,2023-09-15,41881.2,GBP,24,Analytics Add-on,Inbound,closed_won
AMER,141,R047,2023-09-09,98683.06,USD,12,Analytics Add-on,Partner Referral,closed_won
EMEA,115,R109,2023-09-08,66184.22,EUR,12,Core Platform,Partner Referral,closed_lost
AMER,142,R020,2023-08-13,146058.99,USD,12,Enterprise Suite,Partner Referral,closed_won
AMER,143,R061,2023-09-19,312321.35,USD,36,Core Platform,Inbound,prospecting
EMEA,116,R123,2023-08-18,50473.94,EUR,36,Core Platform,Outbound,closed_won
APAC,69,R163,2023-09-11,66168597.48,JPY,36,Core Platform,Outbound,prospecting
AMER,144,R063,2023-08-24,401618.54,USD,36,Analytics Add-on,Outbound,closed_won
AMER,145,R078,2023-09-17,131671.25,USD,12,Analytics Add-on,Inbound,prospecting
AMER,146,R079,2023-09-18,332190.99,USD,24,Analytics Add-on,Partner Referral,closed_won
EMEA,117,R151,2023-09-14,103487.08,EUR,24,Core Platform,Inbound,closed_won
EMEA,118,R144,2023-08-17,149974.15,GBP,24,Core Platform,Partner Referral,closed_won
AMER,147,R063,2023-10-27,324029.67,USD,24,Enterprise Suite,Partner Referral,closed_won
AMER,148,R033,2023-08-13,190349.65,USD,36,Enterprise Suite,Partner Referral,closed_won
EMEA,119,R081,2023-09-29,40014.44,EUR,12,Core Platform,Outbound,closed_won
EMEA,120,R130,2023-10-25,148517.59,EUR,24,Core Platform,Partner Referral,closed_won
EMEA,121,R094,2023-09-19,112462.44,USD,12,Analytics Add-on,Partner Referral,closed_lost
EMEA,122,R153,2023-09-10,51661.63,USD,12,Core Platform,Outbound,closed_won
AMER,149,R067,2023-10-03,178355.59,CAD,24,Analytics Add-on,Outbound,closed_won
AMER,150,R062,2023-10-28,444888.02,USD,36,Analytics Add-on,Outbound,closed_won
EMEA,123,R124,2023-10-16,165448.77,GBP,24,Enterprise Suite,Partner Referral,closed_won
EMEA,124,R118,2023-09-17,353145.41,EUR,24,Analytics Add-on,Partner Referral,closed_won
EMEA,125,R085,2023-10-31,301573.36,EUR,36,Analytics Add-on,Outbound,closed_won
APAC,70,R182,2023-08-05,329113.61,AUD,24,Analytics Add-on,Inbound,closed_won
AMER,151,R016,2023-10-18,322369.28,USD,24,Analytics Add-on,Partner Referral,closed_won
AMER,152,R007,2023-09-09,15935.79,USD,12,Enterprise Suite,Outbound,closed_won
APAC,71,R198,2023-08-23,286846.43,AUD,24,Analytics Add-on,Inbound,closed_won
AMER,153,R002,2023-10-02,98801.69,USD,24,Analytics Add-on,Inbound,closed_won
AMER,154,R064,2023-09-06,171861.45,USD,36,Core Platform,Outbound,closed_won
EMEA,126,R108,2023-08-19,597531.79,USD,36,Enterprise Suite,Partner Referral,closed_won
AMER,155,R070,2023-09-26,543743.15,CAD,36,Enterprise Suite,Partner Referral,closed_won
AMER,156,R026,2023-09-15,489895.63,USD,36,Enterprise Suite,Inbound,closed_lost
AMER,157,R048,2023-08-08,229896.26,USD,24,Enterprise Suite,Partner Referral,closed_won
APAC,72,R177,2023-10-22,7343942.06,JPY,12,Enterprise Suite,Inbound,closed_won
AMER,158,R006,2023-10-08,138334.71,USD,36,Core Platform,Partner Referral,closed_won
AMER,159,R041,2023-08-07,63124.27,USD,24,Core Platform,Inbound,closed_won
AMER,160,R068,2023-08-07,378162.34,CAD,24,Core Platform,Partner Referral,closed_lost
AMER,161,R044,2023-10-05,87053.91,USD,24,Analytics Add-on,Inbound,closed_won
EMEA,127,R139,2023-08-04,370557.72,GBP,36,Core Platform,Outbound,prospecting
AMER,162,R077,2023-09-27,317544.88,USD,24,Core Platform,Outbound,closed_won
EMEA,128,R106,2023-10-06,159586.16,EUR,12,Core Platform,Outbound,prospecting
APAC,73,R161,2023-08-15,16626557.46,JPY,12,Enterprise Suite,Inbound,closed_won
EMEA,129,R101,2023-10-27,534006.67,EUR,36,Enterprise Suite,Outbound,closed_won
APAC,74,R164,2023-08-30,507524.69,AUD,24,Core Platform,Partner Referral,closed_won
EMEA,130,R095,2023-09-14,173870.89,USD,12,Core Platform,Outbound,closed_lost
EMEA,131,R081,2023-09-24,31655.96,EUR,36,Core Platform,Outbound,closed_won
APAC,75,R187,2023-08-15,102227.94,USD,24,Enterprise Suite,Inbound,closed_won
AMER,163,R015,2023-09-17,259688.76,USD,36,Core Platform,Outbound,closed_won
AMER,164,R060,2023-10-03,145633.53,USD,12,Enterprise Suite,Partner Referral,closed_won
EMEA,132,R111,2023-10-11,358929.88,EUR,36,Enterprise Suite,Partner Referral,closed_won
EMEA,133,R157,2023-10-15,236553.15,EUR,24,Enterprise Suite,Inbound,closed_won
APAC,76,R171,2023-10-23,255045.29,USD,24,Enterprise Suite,Inbound,closed_lost
AMER,165,R065,2023-08-06,169610.83,USD,12,Enterprise Suite,Outbound,closed_lost
EMEA,134,R095,2023-10-02,13463.9,USD,12,Enterprise Suite,Outbound,closed_lost
APAC,77,R179,2023-08-12,17703585.37,JPY,12,Core Platform,Outbound,closed_won
APAC,78,R190,2023-10-06,336281.34,USD,24,Enterprise Suite,Inbound,prospecting
EMEA,135,R118,2023-08-05,424185.86,USD,36,Enterprise Suite,Partner Referral,closed_won
EMEA,136,R098,2023-10-09,250553.3,EUR,24,Enterprise Suite,Partner Referral,closed_won
EMEA,137,R157,2023-09-24,85253.29,EUR,12,Core Platform,Outbound,closed_lost
EMEA,138,R119,2023-09-09,130821.97,EUR,36,Core Platform,Inbound,closed_won
EMEA,139,R156,2023-08-30,92226.41,EUR,12,Enterprise Suite,Outbound,closed_won
EMEA,140,R145,2023-09-19,121619.05,GBP,12,Core Platform,Outbound,closed_won
EMEA,141,R110,2023-09-10,284700.03,EUR,24,Core Platform,Partner Referral,closed_won
EMEA,142,R160,2023-09-24,91652.01,EUR,12,Analytics Add-on,Partner Referral,closed_won
AMER,166,R075,2023-10-20,161086.59,USD,24,Core Platform,Inbound,closed_won
AMER,167,R031,2023-10-27,25309.63,USD,24,Enterprise Suite,Outbound,closed_lost
EMEA,143,R129,2023-08-17,84099.1,GBP,24,Analytics Add-on,Outbound,closed_won
AMER,168,R048,2023-10-28,181371.39,USD,12,Core Platform,Outbound,closed_won
AMER,169,R002,2023-09-22,54895.12,USD,12,Core Platform,Outbound,closed_won
AMER,170,R009,2023-10-02,92492.15,USD,36,Enterprise Suite,Outbound,closed_won
AMER,171,R057,2023-09-21,340052.05,USD,24,Enterprise Suite,Partner Referral,closed_won
EMEA,144,R133,2023-10-02,112011.14,EUR,12,Enterprise Suite,Partner Referral,closed_lost
EMEA,145,R131,2023-09-08,359587.48,EUR,24,Core Platform,Outbound,prospecting
AMER,172,R034,2023-10-22,245790.86,CAD,12,Core Platform,Outbound,closed_won
AMER,173,R023,2023-09-30,110377.45,USD,24,Enterprise Suite,Outbound,closed_won
EMEA,146,R092,2023-10-05,137201.24,GBP,12,Core Platform,Partner Referral,closed_won
EMEA,147,R154,2023-09-19,135103.88,GBP,12,Enterprise Suite,Inbound,closed_lost
AMER,174,R055,2023-08-03,345354.12,USD,24,Analytics Add-on,Inbound,closed_won
EMEA,148,R155,2023-09-26,64486.29,EUR,24,Analytics Add-on,Partner Referral,closed_won
AMER,175,R038,2023-10-09,215977.47,USD,24,Enterprise Suite,Inbound,closed_won
EMEA,149,R130,2023-09-09,430570.96,EUR,36,Core Platform,Outbound,closed_lost
EMEA,150,R083,2023-09-07,347995.41,USD,36,Enterprise Suite,Partner Referral,closed_won
APAC,79,R199,2023-09-20,216162.85,AUD,24,Analytics Add-on,Outbound,closed_won
EMEA,151,R134,2023-10-04,79560.08,USD,12,Core Platform,Inbound,closed_lost
EMEA,152,R137,2023-09-15,172851.79,EUR,36,Enterprise Suite,Inbound,closed_won
EMEA,153,R146,2023-09-13,28638.5,EUR,36,Analytics Add-on,Inbound,closed_won
APAC,80,R173,2023-10-10,45082.63,AUD,24,Enterprise Suite,Partner Referral,closed_won
AMER,176,R049,2023-08-10,135510.9,USD,12,Core Platform,Inbound,closed_won
APAC,81,R185,2023-09-22,79427469.23,JPY,36,Core Platform,Outbound,closed_won
APAC,82,R165,2023-10-16,7293847.76,JPY,24,Analytics Add-on,Partner Referral,closed_won
EMEA,154,R149,2023-10-30,122930.52,GBP,12,Analytics Add-on,Inbound,closed_won
EMEA,155,R129,2023-10-20,275306.66,EUR,24,Analytics Add-on,Inbound,prospecting
APAC,83,R174,2023-09-09,10946720.64,JPY,12,Analytics Add-on,Outbound,closed_won
APAC,84,R185,2023-09-03,328373.27,AUD,36,Enterprise Suite,Inbound,closed_won
AMER,177,R031,2023-10-19,414847.31,USD,36,Analytics Add-on,Outbound,closed_won
EMEA,156,R110,2023-09-29,94292.34,EUR,24,Enterprise Suite,Outbound,closed_won
EMEA,157,R102,2023-08-11,404876.56,GBP,36,Core Platform,Inbound,prospecting
AMER,178,R054,2023-09-27,61542.07,USD,12,Enterprise Suite,Inbound,closed_won
AMER,179,R014,2023-10-03,103952.59,USD,24,Core Platform,Inbound,closed_lost
AMER,180,R055,2023-10-03,206000.83,CAD,36,Enterprise Suite,Outbound,closed_won
EMEA,158,R111,2023-10-13,62306.08,EUR,24,Analytics Add-on,Outbound,closed_won
EMEA,159,R115,2023-08-27,511450.88,EUR,36,Core Platform,Inbound,closed_won
AMER,181,R021,2023-09-07,149330.9,USD,24,Enterprise Suite,Partner Referral,closed_won
AMER,182,R032,2023-10-18,135422.35,USD,12,Core Platform,Inbound,prospecting
EMEA,160,R158,2023-10-20,37693.24,USD,24,Enterprise Suite,Partner Referral,closed_won
APAC,85,R200,2023-08-26,51824785.1,JPY,24,Core Platform,Outbound,closed_won
EMEA,161,R085,2023-10-06,171981.47,USD,24,Enterprise Suite,Inbound,closed_won
EMEA,162,R096,2023-09-13,223061.98,GBP,36,Enterprise Suite,Outbound,closed_won
APAC,86,R163,2023-08-08,64304.43,AUD,12,Analytics Add-on,Outbound,closed_won
AMER,183,R050,2023-09-10,126415.61,CAD,24,Analytics Add-on,Outbound,closed_won
AMER,184,R070,2023-08-14,339548.02,USD,36,Core Platform,Partner Referral,closed_won
AMER,185,R015,2023-08-24,124983.6,USD,12,Core Platform,Inbound,closed_won
AMER,186,R025,2023-09-01,365534.5,USD,24,Enterprise Suite,Inbound,closed_won
EMEA,163,R128,2023-08-02,146329.92,EUR,12,Analytics Add-on,Inbound,closed_won
EMEA,164,R117,2023-09-26,93158.51,USD,36,Core Platform,Inbound,closed_won
AMER,187,R073,2023-08-20,239956.87,CAD,24,Analytics Add-on,Inbound,closed_won
AMER,188,R065,2023-09-16,555519.67,USD,36,Analytics Add-on,Partner Referral,closed_won
AMER,189,R055,2023-10-07,144788.45,USD,12,Core Platform,Outbound,closed_won
APAC,87,R190,2023-08-01,27544764.44,JPY,24,Core Platform,Partner Referral,closed_won
EMEA,165,R132,2023-10-24,363626.65,USD,36,Enterprise Suite,Partner Referral,closed_won
EMEA,166,R143,2023-10-08,259379.2,EUR,24,Analytics Add-on,Partner Referral,closed_lost
AMER,190,R055,2023-08-22,45630.97,USD,12,Enterprise Suite,Partner Referral,closed_won
EMEA,167,R114,2023-09-10,17363.27,EUR,12,Analytics Add-on,Partner Referral,closed_won
EMEA,168,R146,2023-09-12,188996.95,GBP,24,Core Platform,Partner Referral,closed_won
AMER,191,R078,2023-10-26,13024.1,USD,12,Core Platform,Partner Referral,closed_won
EMEA,169,R109,2023-09-11,107347.79,GBP,12,Enterprise Suite,Outbound,closed_won
APAC,88,R168,2023-08-17,736131.21,AUD,36,Enterprise Suite,Inbound,closed_won
AMER,192,R060,2023-08-17,167044.09,USD,12,Analytics Add-on,Inbound,closed_lost
AMER,193,R004,2023-10-20,186711.06,USD,36,Analytics Add-on,Inbound,closed_won
EMEA,170,R132,2023-10-08,134224.23,EUR,36,Core Platform,Partner Referral,closed_won
AMER,194,R026,2023-10-27,259489.49,USD,24,Core Platform,Partner Referral,closed_won
EMEA,171,R102,2023-10-26,377279.05,EUR,36,Analytics Add-on,Inbound,closed_lost
AMER,195,R042,2023-09-10,184699.51,USD,24,Core Platform,Inbound,closed_won
EMEA,172,R117,2023-10-12,109670.79,GBP,12,Enterprise Suite,Outbound,closed_won
EMEA,173,R153,2023-09-25,160529.18,EUR,12,Enterprise Suite,Inbound,closed_lost
EMEA,174,R140,2023-08-30,63299.6,USD,12,Analytics Add-on,Inbound,closed_won
AMER,196,R041,2023-09-14,212422.15,USD,24,Enterprise Suite,Partner Referral,closed_won
EMEA,175,R100,2023-10-21,402588.11,EUR,36,Analytics Add-on,Partner Referral,closed_won
EMEA,176,R092,2023-08-20,91171.87,EUR,12,Analytics Add-on,Partner Referral,closed_won
AMER,197,R065,2023-08-11,554628.27,USD,36,Enterprise Suite,Outbound,closed_won
EMEA,177,R115,2023-10-20,207936.48,EUR,36,Core Platform,Inbound,closed_won
EMEA,178,R144,2023-10-19,251396.67,GBP,24,Analytics Add-on,Outbound,closed_won
APAC,89,R176,2023-10-06,140595.5,AUD,24,Enterprise Suite,Inbound,closed_lost
EMEA,179,R120,2023-09-21,290750.52,GBP,36,Enterprise Suite,Outbound,closed_won
EMEA,180,R117,2023-08-21,130400.5,GBP,36,Enterprise Suite,Partner Referral,closed_won
AMER,198,R048,2023-08-08,291563.26,USD,24,Enterprise Suite,Inbound,prospecting
EMEA,181,R115,2023-08-23,10884.63,EUR,12,Analytics Add-on,Outbound,closed_won
AMER,199,R007,2023-10-14,70237.9,USD,12,Enterprise Suite,Outbound,closed_won
AMER,200,R012,2023-09-12,164257.49,USD,12,Enterprise Suite,Partner Referral,closed_won
AMER,201,R045,2023-08-23,73233.02,USD,12,Analytics Add-on,Inbound,closed_won
AMER,202,R051,2023-08-10,172439.57,USD,12,Enterprise Suite,Outbound,closed_won
EMEA,182,R120,2023-10-28,142788.31,EUR,24,Analytics Add-on,Inbound,closed_won
AMER,203,R053,2023-10-10,36666.15,USD,24,Analytics Add-on,Partner Referral,closed_won
EMEA,183,R131,2023-08-19,102812.94,EUR,12,Enterprise Suite,Partner Referral,prospecting
APAC,90,R172,2023-09-16,573052.53,AUD,36,Analytics Add-on,Outbound,closed_won
APAC,91,R168,2023-08-30,386916.15,AUD,24,Analytics Add-on,Inbound,closed_won
EMEA,184,R104,2023-08-03,159085.14,EUR,12,Core Platform,Inbound,closed_won
APAC,92,R180,2023-09-21,69735668.03,JPY,36,Core Platform,Inbound,closed_won
EMEA,185,R112,2023-09-06,369980.36,EUR,24,Core Platform,Partner Referral,closed_won
AMER,204,R032,2023-10-22,232254.35,USD,24,Analytics Add-on,Partner Referral,prospecting
AMER,205,R012,2023-09-20,249003.45,USD,24,Core Platform,Partner Referral,prospecting
AMER,206,R033,2023-08-20,322384.04,USD,36,Core Platform,Outbound,closed_won
AMER,207,R049,2023-09-16,75292.73,USD,12,Analytics Add-on,Outbound,closed_won
APAC,93,R197,2023-09-13,117692.08,AUD,12,Enterprise Suite,Inbound,closed_won
EMEA,186,R087,2023-09-08,173411.39,EUR,12,Analytics Add-on,Partner Referral,closed_won
EMEA,187,R084,2023-10-15,285526.31,EUR,24,Analytics Add-on,Outbound,closed_won
AMER,208,R005,2023-09-21,264515.65,USD,24,Enterprise Suite,Inbound,closed_won
EMEA,188,R113,2023-10-20,308961.26,EUR,24,Enterprise Suite,Inbound,closed_won
EMEA,189,R116,2023-09-16,85266.2,USD,24,Analytics Add-on,Outbound,closed_won
APAC,94,R186,2023-10-14,93310.13,AUD,36,Enterprise Suite,Outbound,closed_won
AMER,209,R022,2023-09-09,229968.22,USD,24,Core Platform,Inbound,closed_won
AMER,210,R043,2023-08-17,58435.05,CAD,12,Core Platform,Outbound,prospecting
APAC,95,R195,2023-09-16,7910219.03,JPY,36,Core Platform,Partner Referral,closed_won
EMEA,190,R125,2023-10-08,202566.3,EUR,36,Core Platform,Partner Referral,closed_won
EMEA,191,R117,2023-10-22,125094.77,EUR,12,Core Platform,Outbound,closed_won
AMER,211,R001,2023-09-18,192987.53,USD,24,Enterprise Suite,Partner Referral,closed_won
EMEA,192,R101,2023-08-12,123408.26,EUR,12,Enterprise Suite,Inbound,closed_won
AMER,212,R067,2023-10-17,338139.88,USD,24,Enterprise Suite,Inbound,closed_lost
EMEA,193,R121,2023-08-01,173826.35,GBP,24,Analytics Add-on,Outbound,closed_won
AMER,213,R001,2023-08-12,42912.77,USD,36,Analytics Add-on,Partner Referral,closed_won
EMEA,194,R149,2023-09-25,26187.15,GBP,12,Enterprise Suite,Inbound,closed_won
APAC,96,R195,2023-10-08,50915751.63,JPY,36,Enterprise Suite,Inbound,closed_won
AMER,214,R075,2023-08-16,39793.73,USD,24,Enterprise Suite,Partner Referral,closed_lost
AMER,215,R015,2023-08-13,549261.93,USD,36,Analytics Add-on,Outbound,closed_won
EMEA,195,R122,2023-08-04,61681.41,EUR,24,Core Platform,Partner Referral,closed_won
EMEA,196,R097,2023-10-26,10041.96,EUR,12,Core Platform,Inbound,prospecting
AMER,216,R004,2023-10-24,260865.23,USD,36,Enterprise Suite,Partner Referral,closed_won
EMEA,197,R088,2023-08-26,51749.58,GBP,12,Enterprise Suite,Inbound,closed_won
APAC,97,R173,2023-09-30,148543.84,AUD,24,Core Platform,Inbound,closed_won
AMER,217,R052,2023-09-10,529215.48,USD,36,Analytics Add-on,Outbound,closed_won
EMEA,198,R104,2023-08-18,190807.97,GBP,24,Core Platform,Partner Referral,closed_won
AMER,218,R066,2023-08-12,309527.1,USD,36,Analytics Add-on,Partner Referral,closed_won
APAC,98,R171,2023-10-19,69178094.43,JPY,36,Analytics Add-on,Partner Referral,closed_won
AMER,219,R036,2023-08-31,266450.38,CAD,12,Enterprise Suite,Inbound,closed_won
EMEA,199,R122,2023-09-21,348904.36,EUR,36,Core Platform,Outbound,closed_won
APAC,99,R173,2023-10-30,610355.78,AUD,24,Core Platform,Inbound,closed_won
AMER,220,R015,2023-09-26,73734.73,USD,12,Core Platform,Inbound,closed_won
APAC,100,R200,2023-10-28,13624341.03,JPY,12,Enterprise Suite,Outbound,closed_won
EMEA,200,R139,2023-09-01,16301.8,EUR,12,Enterprise Suite,Partner Referral,closed_won
EMEA,201,R127,2023-09-02,37601.77,USD,12,Enterprise Suite,Outbound,prospecting
EMEA,202,R154,2023-09-10,143990.49,EUR,12,Enterprise Suite,Outbound,closed_won
AMER,221,R033,2023-08-31,409536.61,USD,36,Core Platform,Inbound,closed_won
EMEA,203,R140,2023-08-04,361984.95,USD,36,Core Platform,Partner Referral,closed_lost
EMEA,204,R145,2023-10-10,144496.89,GBP,12,Analytics Add-on,Outbound,closed_won
EMEA,205,R156,2023-10-23,123171.11,USD,12,Analytics Add-on,Inbound,closed_won
APAC,101,R164,2023-10-18,27155298.01,JPY,12,Analytics Add-on,Partner Referral,closed_won
AMER,222,R078,2023-10-12,139964.82,USD,24,Core Platform,Partner Referral,closed_won
AMER,223,R007,2023-09-17,175707.81,USD,36,Core Platform,Inbound,closed_won
AMER,224,R041,2023-08-21,476545.69,USD,36,Core Platform,Inbound,closed_won
AMER,225,R039,2023-08-27,350270.37,USD,36,Enterprise Suite,Partner Referral,closed_won
AMER,226,R024,2023-09-09,69314.21,USD,12,Core Platform,Inbound,closed_won
AMER,227,R009,2023-09-27,75684.81,USD,24,Analytics Add-on,Partner Referral,closed_won
AMER,228,R032,2023-08-16,496324.36,USD,36,Core Platform,Partner Referral,closed_won
EMEA,206,R146,2023-08-31,178138.02,EUR,12,Core Platform,Outbound,prospecting
APAC,102,R200,2023-09-15,51494.55,AUD,36,Enterprise Suite,Partner Referral,closed_won
APAC,103,R191,2023-08-14,155777.41,USD,24,Enterprise Suite,Outbound,closed_won
AMER,229,R074,2023-10-07,335394.93,USD,24,Core Platform,Partner Referral,closed_won
APAC,104,R163,2023-08-01,577502.36,USD,36,Core Platform,Partner Referral,closed_won
EMEA,207,R148,2023-09-19,10288.43,EUR,12,Analytics Add-on,Partner Referral,closed_won
AMER,230,R035,2023-08-17,132730.04,USD,12,Core Platform,Inbound,prospecting
EMEA,208,R127,2023-08-11,139434.52,EUR,12,Core Platform,Inbound,closed_won
EMEA,209,R104,2023-09-04,40660.56,EUR,24,Enterprise Suite,Inbound,closed_won
AMER,231,R012,2023-08-12,191360.87,USD,24,Analytics Add-on,Partner Referral,closed_won
AMER,232,R071,2023-08-03,550172.05,USD,36,Enterprise Suite,Inbound,closed_won
EMEA,210,R126,2023-10-08,377820.07,EUR,36,Core Platform,Outbound,closed_won
APAC,105,R173,2023-08-29,14470.34,USD,12,Enterprise Suite,Inbound,closed_won
EMEA,211,R123,2023-08-11,277528.86,GBP,24,Analytics Add-on,Outbound,prospecting
EMEA,212,R081,2023-09-11,88240.6,GBP,12,Enterprise Suite,Inbound,closed_won
EMEA,213,R125,2023-08-17,69742.06,EUR,24,Analytics Add-on,Inbound,closed_won
AMER,233,R050,2023-08-05,183896.7,USD,12,Core Platform,Inbound,closed_won
APAC,106,R177,2023-10-14,76442423.27,JPY,36,Analytics Add-on,Outbound,closed_won
APAC,107,R168,2023-08-21,24055242.74,JPY,24,Core Platform,Partner Referral,closed_lost
AMER,234,R003,2023-09-25,229243.76,USD,24,Core Platform,Partner Referral,closed_won
EMEA,214,R125,2023-10-21,20579.91,EUR,12,Analytics Add-on,Inbound,closed_won
AMER,235,R057,2023-10-20,146495.4,USD,24,Enterprise Suite,Inbound,prospecting
APAC,108,R186,2023-08-25,28083263.17,JPY,12,Analytics Add-on,Outbound,closed_won
EMEA,215,R114,2023-10-20,37673.92,EUR,36,Analytics Add-on,Partner Referral,closed_won
APAC,109,R197,2023-08-22,705721.25,AUD,36,Analytics Add-on,Outbound,closed_won
APAC,110,R191,2023-10-05,293248.91,AUD,12,Analytics Add-on,Outbound,closed_won
EMEA,216,R098,2023-09-26,336323.64,EUR,36,Enterprise Suite,Outbound,closed_lost
EMEA,217,R136,2023-10-24,220646.03,EUR,24,Analytics Add-on,Outbound,closed_won
AMER,236,R014,2023-09-19,312512.98,CAD,24,Analytics Add-on,Outbound,closed_lost
AMER,237,R059,2023-10-05,435205.98,USD,36,Core Platform,Outbound,closed_won
